variant,region,year,infantmortalityper1000livebirth
estimates,927,1950,25.254
estimates,927,1951,25.007
estimates,927,1952,24.516
estimates,927,1953,24.027
estimates,927,1954,23.543
estimates,927,1955,23.062
estimates,927,1956,22.586
estimates,927,1957,22.116
estimates,927,1958,21.655
estimates,927,1959,21.205
estimates,927,1960,20.772
estimates,927,1961,20.359
estimates,927,1962,19.969
estimates,927,1963,19.604
estimates,927,1964,19.26
estimates,927,1965,18.938
estimates,927,1966,18.639
estimates,927,1967,18.353
estimates,927,1968,18.066
estimates,927,1969,17.763
estimates,927,1970,17.414
estimates,927,1971,16.988
estimates,927,1972,16.474
estimates,927,1973,15.872
estimates,927,1974,15.194
estimates,927,1975,14.464
estimates,927,1976,13.718
estimates,927,1977,12.994
estimates,927,1978,12.326
estimates,927,1979,11.731
estimates,927,1980,11.224
estimates,927,1981,10.81
estimates,927,1982,10.466
estimates,927,1983,10.168
estimates,927,1984,9.901
estimates,927,1985,9.637
estimates,927,1986,9.35
estimates,927,1987,9.025
estimates,927,1988,8.657
estimates,927,1989,8.246
estimates,927,1990,7.808
estimates,927,1991,7.365
estimates,927,1992,6.946
estimates,927,1993,6.574
estimates,927,1994,6.257
estimates,927,1995,6
estimates,927,1996,5.798
estimates,927,1997,5.636
estimates,927,1998,5.498
estimates,927,1999,5.376
estimates,927,2000,5.264
estimates,927,2001,5.158
estimates,927,2002,5.057
estimates,927,2003,4.96
estimates,927,2004,4.863
estimates,927,2005,4.764
estimates,927,2006,4.662
estimates,927,2007,4.56
estimates,927,2008,4.457
estimates,927,2009,4.352
estimates,927,2010,4.243
estimates,927,2011,4.126
estimates,927,2012,4.001
estimates,927,2013,3.869
estimates,927,2014,3.732
estimates,927,2015,3.594
medium_variant,927,2015,3.594
medium_variant,927,2016,3.459
medium_variant,927,2017,3.333
medium_variant,927,2018,3.219
medium_variant,927,2019,3.117
medium_variant,927,2020,3.029
medium_variant,927,2021,2.953
medium_variant,927,2022,2.884
medium_variant,927,2023,2.82
medium_variant,927,2024,2.759
medium_variant,927,2025,2.699
medium_variant,927,2026,2.641
medium_variant,927,2027,2.584
medium_variant,927,2028,2.529
medium_variant,927,2029,2.475
medium_variant,927,2030,2.423
medium_variant,927,2031,2.372
medium_variant,927,2032,2.322
medium_variant,927,2033,2.274
medium_variant,927,2034,2.227
medium_variant,927,2035,2.181
medium_variant,927,2036,2.136
medium_variant,927,2037,2.093
medium_variant,927,2038,2.05
medium_variant,927,2039,2.009
medium_variant,927,2040,1.968
medium_variant,927,2041,1.928
medium_variant,927,2042,1.889
medium_variant,927,2043,1.851
medium_variant,927,2044,1.813
medium_variant,927,2045,1.777
medium_variant,927,2046,1.741
medium_variant,927,2047,1.706
medium_variant,927,2048,1.671
medium_variant,927,2049,1.637
medium_variant,927,2050,1.603
medium_variant,927,2051,1.57
medium_variant,927,2052,1.537
medium_variant,927,2053,1.504
medium_variant,927,2054,1.473
medium_variant,927,2055,1.442
medium_variant,927,2056,1.412
medium_variant,927,2057,1.382
medium_variant,927,2058,1.353
medium_variant,927,2059,1.325
medium_variant,927,2060,1.297
medium_variant,927,2061,1.27
medium_variant,927,2062,1.243
medium_variant,927,2063,1.216
medium_variant,927,2064,1.19
medium_variant,927,2065,1.164
medium_variant,927,2066,1.139
medium_variant,927,2067,1.114
medium_variant,927,2068,1.089
medium_variant,927,2069,1.064
medium_variant,927,2070,1.039
medium_variant,927,2071,1.015
medium_variant,927,2072,0.992
medium_variant,927,2073,0.968
medium_variant,927,2074,0.946
medium_variant,927,2075,0.923
medium_variant,927,2076,0.901
medium_variant,927,2077,0.879
medium_variant,927,2078,0.857
medium_variant,927,2079,0.836
medium_variant,927,2080,0.814
medium_variant,927,2081,0.793
medium_variant,927,2082,0.773
medium_variant,927,2083,0.753
medium_variant,927,2084,0.733
medium_variant,927,2085,0.714
medium_variant,927,2086,0.696
medium_variant,927,2087,0.678
medium_variant,927,2088,0.661
medium_variant,927,2089,0.645
medium_variant,927,2090,0.628
medium_variant,927,2091,0.612
medium_variant,927,2092,0.596
medium_variant,927,2093,0.58
medium_variant,927,2094,0.563
medium_variant,927,2095,0.546
medium_variant,927,2096,0.529
medium_variant,927,2097,0.512
medium_variant,927,2098,0.495
medium_variant,927,2099,0.477
