variant,region,year,infantmortalityper1000livebirth
estimates,906,1950,125.008
estimates,906,1951,124.026
estimates,906,1952,122.387
estimates,906,1953,121.398
estimates,906,1954,121.059
estimates,906,1955,121.345
estimates,906,1956,122.169
estimates,906,1957,123.414
estimates,906,1958,124.854
estimates,906,1959,126.092
estimates,906,1960,126.678
estimates,906,1961,126.162
estimates,906,1962,124.136
estimates,906,1963,120.394
estimates,906,1964,115.015
estimates,906,1965,108.339
estimates,906,1966,100.911
estimates,906,1967,93.43
estimates,906,1968,86.471
estimates,906,1969,80.328
estimates,906,1970,75.127
estimates,906,1971,70.786
estimates,906,1972,66.97
estimates,906,1973,63.414
estimates,906,1974,60.06
estimates,906,1975,56.876
estimates,906,1976,53.866
estimates,906,1977,51.081
estimates,906,1978,48.567
estimates,906,1979,46.332
estimates,906,1980,44.412
estimates,906,1981,42.848
estimates,906,1982,41.638
estimates,906,1983,40.753
estimates,906,1984,40.146
estimates,906,1985,39.76
estimates,906,1986,39.535
estimates,906,1987,39.391
estimates,906,1988,39.251
estimates,906,1989,39.045
estimates,906,1990,38.717
estimates,906,1991,38.235
estimates,906,1992,37.611
estimates,906,1993,36.851
estimates,906,1994,35.944
estimates,906,1995,34.876
estimates,906,1996,33.639
estimates,906,1997,32.256
estimates,906,1998,30.755
estimates,906,1999,29.163
estimates,906,2000,27.505
estimates,906,2001,25.803
estimates,906,2002,24.083
estimates,906,2003,22.379
estimates,906,2004,20.724
estimates,906,2005,19.148
estimates,906,2006,17.668
estimates,906,2007,16.289
estimates,906,2008,15.018
estimates,906,2009,13.869
estimates,906,2010,12.86
estimates,906,2011,12.008
estimates,906,2012,11.303
estimates,906,2013,10.732
estimates,906,2014,10.278
estimates,906,2015,9.919
medium_variant,906,2015,9.919
medium_variant,906,2016,9.629
medium_variant,906,2017,9.383
medium_variant,906,2018,9.156
medium_variant,906,2019,8.93
medium_variant,906,2020,8.694
medium_variant,906,2021,8.446
medium_variant,906,2022,8.198
medium_variant,906,2023,7.957
medium_variant,906,2024,7.726
medium_variant,906,2025,7.503
medium_variant,906,2026,7.29
medium_variant,906,2027,7.089
medium_variant,906,2028,6.899
medium_variant,906,2029,6.72
medium_variant,906,2030,6.551
medium_variant,906,2031,6.391
medium_variant,906,2032,6.239
medium_variant,906,2033,6.093
medium_variant,906,2034,5.951
medium_variant,906,2035,5.812
medium_variant,906,2036,5.675
medium_variant,906,2037,5.54
medium_variant,906,2038,5.408
medium_variant,906,2039,5.278
medium_variant,906,2040,5.151
medium_variant,906,2041,5.028
medium_variant,906,2042,4.91
medium_variant,906,2043,4.798
medium_variant,906,2044,4.691
medium_variant,906,2045,4.591
medium_variant,906,2046,4.498
medium_variant,906,2047,4.41
medium_variant,906,2048,4.327
medium_variant,906,2049,4.248
medium_variant,906,2050,4.173
medium_variant,906,2051,4.101
medium_variant,906,2052,4.03
medium_variant,906,2053,3.96
medium_variant,906,2054,3.892
medium_variant,906,2055,3.825
medium_variant,906,2056,3.758
medium_variant,906,2057,3.693
medium_variant,906,2058,3.631
medium_variant,906,2059,3.57
medium_variant,906,2060,3.511
medium_variant,906,2061,3.454
medium_variant,906,2062,3.398
medium_variant,906,2063,3.344
medium_variant,906,2064,3.292
medium_variant,906,2065,3.241
medium_variant,906,2066,3.192
medium_variant,906,2067,3.145
medium_variant,906,2068,3.101
medium_variant,906,2069,3.059
medium_variant,906,2070,3.019
medium_variant,906,2071,2.98
medium_variant,906,2072,2.942
medium_variant,906,2073,2.905
medium_variant,906,2074,2.869
medium_variant,906,2075,2.832
medium_variant,906,2076,2.795
medium_variant,906,2077,2.759
medium_variant,906,2078,2.723
medium_variant,906,2079,2.687
medium_variant,906,2080,2.652
medium_variant,906,2081,2.617
medium_variant,906,2082,2.583
medium_variant,906,2083,2.55
medium_variant,906,2084,2.517
medium_variant,906,2085,2.486
medium_variant,906,2086,2.455
medium_variant,906,2087,2.424
medium_variant,906,2088,2.394
medium_variant,906,2089,2.364
medium_variant,906,2090,2.335
medium_variant,906,2091,2.306
medium_variant,906,2092,2.277
medium_variant,906,2093,2.249
medium_variant,906,2094,2.222
medium_variant,906,2095,2.195
medium_variant,906,2096,2.168
medium_variant,906,2097,2.142
medium_variant,906,2098,2.117
medium_variant,906,2099,2.092
