variant,region,year,infantmortalityper1000livebirth
estimates,901,1950,66.75
estimates,901,1951,64.678
estimates,901,1952,60.654
estimates,901,1953,56.872
estimates,901,1954,53.334
estimates,901,1955,50.038
estimates,901,1956,46.985
estimates,901,1957,44.17
estimates,901,1958,41.59
estimates,901,1959,39.237
estimates,901,1960,37.102
estimates,901,1961,35.168
estimates,901,1962,33.419
estimates,901,1963,31.829
estimates,901,1964,30.374
estimates,901,1965,29.029
estimates,901,1966,27.775
estimates,901,1967,26.604
estimates,901,1968,25.505
estimates,901,1969,24.467
estimates,901,1970,23.49
estimates,901,1971,22.582
estimates,901,1972,21.752
estimates,901,1973,20.999
estimates,901,1974,20.314
estimates,901,1975,19.677
estimates,901,1976,19.068
estimates,901,1977,18.47
estimates,901,1978,17.871
estimates,901,1979,17.266
estimates,901,1980,16.661
estimates,901,1981,16.07
estimates,901,1982,15.511
estimates,901,1983,14.993
estimates,901,1984,14.514
estimates,901,1985,14.065
estimates,901,1986,13.628
estimates,901,1987,13.188
estimates,901,1988,12.734
estimates,901,1989,12.264
estimates,901,1990,11.779
estimates,901,1991,11.288
estimates,901,1992,10.805
estimates,901,1993,10.342
estimates,901,1994,9.905
estimates,901,1995,9.499
estimates,901,1996,9.128
estimates,901,1997,8.788
estimates,901,1998,8.474
estimates,901,1999,8.184
estimates,901,2000,7.915
estimates,901,2001,7.661
estimates,901,2002,7.418
estimates,901,2003,7.182
estimates,901,2004,6.951
estimates,901,2005,6.723
estimates,901,2006,6.499
estimates,901,2007,6.282
estimates,901,2008,6.072
estimates,901,2009,5.871
estimates,901,2010,5.676
estimates,901,2011,5.486
estimates,901,2012,5.302
estimates,901,2013,5.122
estimates,901,2014,4.948
estimates,901,2015,4.779
medium_variant,901,2015,4.779
medium_variant,901,2016,4.618
medium_variant,901,2017,4.467
medium_variant,901,2018,4.326
medium_variant,901,2019,4.194
medium_variant,901,2020,4.072
medium_variant,901,2021,3.958
medium_variant,901,2022,3.849
medium_variant,901,2023,3.745
medium_variant,901,2024,3.644
medium_variant,901,2025,3.546
medium_variant,901,2026,3.451
medium_variant,901,2027,3.359
medium_variant,901,2028,3.272
medium_variant,901,2029,3.188
medium_variant,901,2030,3.108
medium_variant,901,2031,3.032
medium_variant,901,2032,2.96
medium_variant,901,2033,2.891
medium_variant,901,2034,2.825
medium_variant,901,2035,2.762
medium_variant,901,2036,2.703
medium_variant,901,2037,2.647
medium_variant,901,2038,2.594
medium_variant,901,2039,2.543
medium_variant,901,2040,2.495
medium_variant,901,2041,2.449
medium_variant,901,2042,2.405
medium_variant,901,2043,2.362
medium_variant,901,2044,2.32
medium_variant,901,2045,2.28
medium_variant,901,2046,2.24
medium_variant,901,2047,2.2
medium_variant,901,2048,2.162
medium_variant,901,2049,2.123
medium_variant,901,2050,2.086
medium_variant,901,2051,2.049
medium_variant,901,2052,2.013
medium_variant,901,2053,1.977
medium_variant,901,2054,1.943
medium_variant,901,2055,1.909
medium_variant,901,2056,1.876
medium_variant,901,2057,1.845
medium_variant,901,2058,1.814
medium_variant,901,2059,1.785
medium_variant,901,2060,1.757
medium_variant,901,2061,1.729
medium_variant,901,2062,1.702
medium_variant,901,2063,1.676
medium_variant,901,2064,1.65
medium_variant,901,2065,1.626
medium_variant,901,2066,1.601
medium_variant,901,2067,1.578
medium_variant,901,2068,1.556
medium_variant,901,2069,1.534
medium_variant,901,2070,1.513
medium_variant,901,2071,1.493
medium_variant,901,2072,1.473
medium_variant,901,2073,1.453
medium_variant,901,2074,1.433
medium_variant,901,2075,1.414
medium_variant,901,2076,1.395
medium_variant,901,2077,1.375
medium_variant,901,2078,1.356
medium_variant,901,2079,1.336
medium_variant,901,2080,1.317
medium_variant,901,2081,1.298
medium_variant,901,2082,1.279
medium_variant,901,2083,1.261
medium_variant,901,2084,1.243
medium_variant,901,2085,1.225
medium_variant,901,2086,1.207
medium_variant,901,2087,1.19
medium_variant,901,2088,1.173
medium_variant,901,2089,1.156
medium_variant,901,2090,1.139
medium_variant,901,2091,1.122
medium_variant,901,2092,1.107
medium_variant,901,2093,1.091
medium_variant,901,2094,1.077
medium_variant,901,2095,1.063
medium_variant,901,2096,1.049
medium_variant,901,2097,1.037
medium_variant,901,2098,1.025
medium_variant,901,2099,1.014
