variant,region,year,infantmortalityper1000livebirth
estimates,902,1950,166.986
estimates,902,1951,165.458
estimates,902,1952,162.512
estimates,902,1953,159.788
estimates,902,1954,157.286
estimates,902,1955,154.998
estimates,902,1956,152.895
estimates,902,1957,150.943
estimates,902,1958,149.071
estimates,902,1959,147.155
estimates,902,1960,145.058
estimates,902,1961,142.646
estimates,902,1962,139.801
estimates,902,1963,136.478
estimates,902,1964,132.726
estimates,902,1965,128.695
estimates,902,1966,124.604
estimates,902,1967,120.688
estimates,902,1968,117.126
estimates,902,1969,113.99
estimates,902,1970,111.291
estimates,902,1971,108.96
estimates,902,1972,106.831
estimates,902,1973,104.762
estimates,902,1974,102.692
estimates,902,1975,100.572
estimates,902,1976,98.384
estimates,902,1977,96.153
estimates,902,1978,93.906
estimates,902,1979,91.645
estimates,902,1980,89.368
estimates,902,1981,87.072
estimates,902,1982,84.778
estimates,902,1983,82.52
estimates,902,1984,80.334
estimates,902,1985,78.286
estimates,902,1986,76.445
estimates,902,1987,74.84
estimates,902,1988,73.469
estimates,902,1989,72.31
estimates,902,1990,71.314
estimates,902,1991,70.411
estimates,902,1992,69.515
estimates,902,1993,68.549
estimates,902,1994,67.467
estimates,902,1995,66.234
estimates,902,1996,64.84
estimates,902,1997,63.321
estimates,902,1998,61.713
estimates,902,1999,60.031
estimates,902,2000,58.291
estimates,902,2001,56.509
estimates,902,2002,54.705
estimates,902,2003,52.901
estimates,902,2004,51.119
estimates,902,2005,49.375
estimates,902,2006,47.678
estimates,902,2007,46.028
estimates,902,2008,44.432
estimates,902,2009,42.902
estimates,902,2010,41.456
estimates,902,2011,40.105
estimates,902,2012,38.852
estimates,902,2013,37.696
estimates,902,2014,36.634
estimates,902,2015,35.659
medium_variant,902,2015,35.659
medium_variant,902,2016,34.764
medium_variant,902,2017,33.932
medium_variant,902,2018,33.147
medium_variant,902,2019,32.398
medium_variant,902,2020,31.676
medium_variant,902,2021,30.974
medium_variant,902,2022,30.294
medium_variant,902,2023,29.634
medium_variant,902,2024,28.99
medium_variant,902,2025,28.359
medium_variant,902,2026,27.741
medium_variant,902,2027,27.138
medium_variant,902,2028,26.551
medium_variant,902,2029,25.978
medium_variant,902,2030,25.418
medium_variant,902,2031,24.871
medium_variant,902,2032,24.336
medium_variant,902,2033,23.813
medium_variant,902,2034,23.301
medium_variant,902,2035,22.801
medium_variant,902,2036,22.314
medium_variant,902,2037,21.841
medium_variant,902,2038,21.382
medium_variant,902,2039,20.939
medium_variant,902,2040,20.509
medium_variant,902,2041,20.095
medium_variant,902,2042,19.694
medium_variant,902,2043,19.306
medium_variant,902,2044,18.929
medium_variant,902,2045,18.562
medium_variant,902,2046,18.202
medium_variant,902,2047,17.85
medium_variant,902,2048,17.505
medium_variant,902,2049,17.166
medium_variant,902,2050,16.835
medium_variant,902,2051,16.511
medium_variant,902,2052,16.197
medium_variant,902,2053,15.893
medium_variant,902,2054,15.6
medium_variant,902,2055,15.316
medium_variant,902,2056,15.043
medium_variant,902,2057,14.778
medium_variant,902,2058,14.521
medium_variant,902,2059,14.271
medium_variant,902,2060,14.026
medium_variant,902,2061,13.787
medium_variant,902,2062,13.552
medium_variant,902,2063,13.323
medium_variant,902,2064,13.098
medium_variant,902,2065,12.879
medium_variant,902,2066,12.666
medium_variant,902,2067,12.459
medium_variant,902,2068,12.259
medium_variant,902,2069,12.065
medium_variant,902,2070,11.878
medium_variant,902,2071,11.697
medium_variant,902,2072,11.52
medium_variant,902,2073,11.347
medium_variant,902,2074,11.178
medium_variant,902,2075,11.014
medium_variant,902,2076,10.853
medium_variant,902,2077,10.696
medium_variant,902,2078,10.545
medium_variant,902,2079,10.398
medium_variant,902,2080,10.255
medium_variant,902,2081,10.117
medium_variant,902,2082,9.983
medium_variant,902,2083,9.853
medium_variant,902,2084,9.725
medium_variant,902,2085,9.601
medium_variant,902,2086,9.479
medium_variant,902,2087,9.359
medium_variant,902,2088,9.241
medium_variant,902,2089,9.126
medium_variant,902,2090,9.012
medium_variant,902,2091,8.9
medium_variant,902,2092,8.79
medium_variant,902,2093,8.682
medium_variant,902,2094,8.576
medium_variant,902,2095,8.471
medium_variant,902,2096,8.37
medium_variant,902,2097,8.27
medium_variant,902,2098,8.172
medium_variant,902,2099,8.077
