variant,region,year,infantmortalityper1000livebirth
estimates,925,1950,83.549
estimates,925,1951,81.897
estimates,925,1952,78.658
estimates,925,1953,75.55
estimates,925,1954,72.573
estimates,925,1955,69.727
estimates,925,1956,67.008
estimates,925,1957,64.412
estimates,925,1958,61.929
estimates,925,1959,59.546
estimates,925,1960,57.244
estimates,925,1961,55.002
estimates,925,1962,52.798
estimates,925,1963,50.613
estimates,925,1964,48.434
estimates,925,1965,46.247
estimates,925,1966,44.049
estimates,925,1967,41.853
estimates,925,1968,39.675
estimates,925,1969,37.526
estimates,925,1970,35.416
estimates,925,1971,33.353
estimates,925,1972,31.349
estimates,925,1973,29.422
estimates,925,1974,27.589
estimates,925,1975,25.878
estimates,925,1976,24.311
estimates,925,1977,22.895
estimates,925,1978,21.626
estimates,925,1979,20.493
estimates,925,1980,19.478
estimates,925,1981,18.553
estimates,925,1982,17.689
estimates,925,1983,16.858
estimates,925,1984,16.045
estimates,925,1985,15.246
estimates,925,1986,14.466
estimates,925,1987,13.72
estimates,925,1988,13.018
estimates,925,1989,12.359
estimates,925,1990,11.736
estimates,925,1991,11.144
estimates,925,1992,10.574
estimates,925,1993,10.02
estimates,925,1994,9.481
estimates,925,1995,8.955
estimates,925,1996,8.445
estimates,925,1997,7.958
estimates,925,1998,7.498
estimates,925,1999,7.067
estimates,925,2000,6.667
estimates,925,2001,6.3
estimates,925,2002,5.965
estimates,925,2003,5.66
estimates,925,2004,5.385
estimates,925,2005,5.139
estimates,925,2006,4.922
estimates,925,2007,4.732
estimates,925,2008,4.566
estimates,925,2009,4.417
estimates,925,2010,4.28
estimates,925,2011,4.148
estimates,925,2012,4.017
estimates,925,2013,3.884
estimates,925,2014,3.749
estimates,925,2015,3.611
medium_variant,925,2015,3.611
medium_variant,925,2016,3.477
medium_variant,925,2017,3.35
medium_variant,925,2018,3.235
medium_variant,925,2019,3.132
medium_variant,925,2020,3.041
medium_variant,925,2021,2.959
medium_variant,925,2022,2.883
medium_variant,925,2023,2.809
medium_variant,925,2024,2.737
medium_variant,925,2025,2.665
medium_variant,925,2026,2.594
medium_variant,925,2027,2.524
medium_variant,925,2028,2.457
medium_variant,925,2029,2.393
medium_variant,925,2030,2.331
medium_variant,925,2031,2.272
medium_variant,925,2032,2.215
medium_variant,925,2033,2.161
medium_variant,925,2034,2.108
medium_variant,925,2035,2.058
medium_variant,925,2036,2.011
medium_variant,925,2037,1.965
medium_variant,925,2038,1.922
medium_variant,925,2039,1.881
medium_variant,925,2040,1.842
medium_variant,925,2041,1.805
medium_variant,925,2042,1.771
medium_variant,925,2043,1.738
medium_variant,925,2044,1.707
medium_variant,925,2045,1.678
medium_variant,925,2046,1.65
medium_variant,925,2047,1.624
medium_variant,925,2048,1.599
medium_variant,925,2049,1.575
medium_variant,925,2050,1.551
medium_variant,925,2051,1.528
medium_variant,925,2052,1.505
medium_variant,925,2053,1.483
medium_variant,925,2054,1.46
medium_variant,925,2055,1.438
medium_variant,925,2056,1.416
medium_variant,925,2057,1.394
medium_variant,925,2058,1.371
medium_variant,925,2059,1.349
medium_variant,925,2060,1.327
medium_variant,925,2061,1.306
medium_variant,925,2062,1.284
medium_variant,925,2063,1.263
medium_variant,925,2064,1.243
medium_variant,925,2065,1.223
medium_variant,925,2066,1.203
medium_variant,925,2067,1.184
medium_variant,925,2068,1.166
medium_variant,925,2069,1.148
medium_variant,925,2070,1.13
medium_variant,925,2071,1.113
medium_variant,925,2072,1.097
medium_variant,925,2073,1.082
medium_variant,925,2074,1.067
medium_variant,925,2075,1.053
medium_variant,925,2076,1.039
medium_variant,925,2077,1.027
medium_variant,925,2078,1.014
medium_variant,925,2079,1.002
medium_variant,925,2080,0.991
medium_variant,925,2081,0.979
medium_variant,925,2082,0.968
medium_variant,925,2083,0.956
medium_variant,925,2084,0.945
medium_variant,925,2085,0.934
medium_variant,925,2086,0.923
medium_variant,925,2087,0.911
medium_variant,925,2088,0.9
medium_variant,925,2089,0.889
medium_variant,925,2090,0.879
medium_variant,925,2091,0.869
medium_variant,925,2092,0.86
medium_variant,925,2093,0.852
medium_variant,925,2094,0.845
medium_variant,925,2095,0.839
medium_variant,925,2096,0.834
medium_variant,925,2097,0.831
medium_variant,925,2098,0.828
medium_variant,925,2099,0.827
