continent,year,variant,gender,freq,age5yearinterval,totaldeaths
905,1950,estimates,female,5yearly,0_4,336.582
905,1950,estimates,male,5yearly,0_4,453.206
905,1950,estimates,female,5yearly,5_9,16.308
905,1950,estimates,male,5yearly,5_9,23.766
905,1950,estimates,female,5yearly,10_14,14.301
905,1950,estimates,male,5yearly,10_14,24.435
905,1950,estimates,female,5yearly,15_19,20.228
905,1950,estimates,male,5yearly,15_19,43.802
905,1950,estimates,female,5yearly,20_24,27.825
905,1950,estimates,male,5yearly,20_24,61.401
905,1950,estimates,female,5yearly,25_29,36.642
905,1950,estimates,male,5yearly,25_29,66.705
905,1950,estimates,female,5yearly,30_34,48.754
905,1950,estimates,male,5yearly,30_34,74.193
905,1950,estimates,female,5yearly,35_39,67.798
905,1950,estimates,male,5yearly,35_39,99.329
905,1950,estimates,female,5yearly,40_44,93.714
905,1950,estimates,male,5yearly,40_44,144.973
905,1950,estimates,female,5yearly,45_49,130.166
905,1950,estimates,male,5yearly,45_49,214.715
905,1950,estimates,female,5yearly,50_54,177.357
905,1950,estimates,male,5yearly,50_54,305.142
905,1950,estimates,female,5yearly,55_59,229.023
905,1950,estimates,male,5yearly,55_59,401.374
905,1950,estimates,female,5yearly,60_64,303.121
905,1950,estimates,male,5yearly,60_64,510.172
905,1950,estimates,female,5yearly,65_69,391.743
905,1950,estimates,male,5yearly,65_69,581.569
905,1950,estimates,female,5yearly,70_74,462.328
905,1950,estimates,male,5yearly,70_74,582.531
905,1950,estimates,female,5yearly,75_79,471.655
905,1950,estimates,male,5yearly,75_79,524.876
905,1950,estimates,female,5yearly,80_84,381.849
905,1950,estimates,male,5yearly,80_84,388.228
905,1950,estimates,female,5yearly,85_89,256.54
905,1950,estimates,male,5yearly,85_89,224.346
905,1950,estimates,female,5yearly,90_94,147.867
905,1950,estimates,male,5yearly,90_94,96.869
905,1950,estimates,female,5yearly,95plus,64.271
905,1950,estimates,male,5yearly,95plus,27.851
905,1955,estimates,female,5yearly,0_4,324.789
905,1955,estimates,male,5yearly,0_4,435.617
905,1955,estimates,female,5yearly,5_9,16.512
905,1955,estimates,male,5yearly,5_9,24.309
905,1955,estimates,female,5yearly,10_14,14.619
905,1955,estimates,male,5yearly,10_14,26.435
905,1955,estimates,female,5yearly,15_19,18.516
905,1955,estimates,male,5yearly,15_19,45.658
905,1955,estimates,female,5yearly,20_24,22.484
905,1955,estimates,male,5yearly,20_24,56.503
905,1955,estimates,female,5yearly,25_29,29.176
905,1955,estimates,male,5yearly,25_29,57.479
905,1955,estimates,female,5yearly,30_34,42.661
905,1955,estimates,male,5yearly,30_34,68.957
905,1955,estimates,female,5yearly,35_39,61.981
905,1955,estimates,male,5yearly,35_39,96.408
905,1955,estimates,female,5yearly,40_44,89.007
905,1955,estimates,male,5yearly,40_44,144.312
905,1955,estimates,female,5yearly,45_49,125.465
905,1955,estimates,male,5yearly,45_49,216.374
905,1955,estimates,female,5yearly,50_54,174.888
905,1955,estimates,male,5yearly,50_54,317.621
905,1955,estimates,female,5yearly,55_59,232.472
905,1955,estimates,male,5yearly,55_59,421.796
905,1955,estimates,female,5yearly,60_64,306.736
905,1955,estimates,male,5yearly,60_64,531.506
905,1955,estimates,female,5yearly,65_69,403.481
905,1955,estimates,male,5yearly,65_69,632.04
905,1955,estimates,female,5yearly,70_74,504.174
905,1955,estimates,male,5yearly,70_74,654.954
905,1955,estimates,female,5yearly,75_79,547.614
905,1955,estimates,male,5yearly,75_79,597.162
905,1955,estimates,female,5yearly,80_84,488.209
905,1955,estimates,male,5yearly,80_84,465.396
905,1955,estimates,female,5yearly,85_89,316.42
905,1955,estimates,male,5yearly,85_89,267.515
905,1955,estimates,female,5yearly,90_94,144.869
905,1955,estimates,male,5yearly,90_94,102.701
905,1955,estimates,female,5yearly,95plus,61.991
905,1955,estimates,male,5yearly,95plus,30.463
905,1960,estimates,female,5yearly,0_4,286.571
905,1960,estimates,male,5yearly,0_4,387.207
905,1960,estimates,female,5yearly,5_9,16.757
905,1960,estimates,male,5yearly,5_9,24.703
905,1960,estimates,female,5yearly,10_14,15.905
905,1960,estimates,male,5yearly,10_14,28.74
905,1960,estimates,female,5yearly,15_19,21.439
905,1960,estimates,male,5yearly,15_19,52.866
905,1960,estimates,female,5yearly,20_24,24.179
905,1960,estimates,male,5yearly,20_24,61.867
905,1960,estimates,female,5yearly,25_29,27.283
905,1960,estimates,male,5yearly,25_29,56.086
905,1960,estimates,female,5yearly,30_34,39.491
905,1960,estimates,male,5yearly,30_34,66.62
905,1960,estimates,female,5yearly,35_39,62.203
905,1960,estimates,male,5yearly,35_39,99.391
905,1960,estimates,female,5yearly,40_44,91.979
905,1960,estimates,male,5yearly,40_44,151.226
905,1960,estimates,female,5yearly,45_49,132.436
905,1960,estimates,male,5yearly,45_49,230.81
905,1960,estimates,female,5yearly,50_54,180.563
905,1960,estimates,male,5yearly,50_54,333.988
905,1960,estimates,female,5yearly,55_59,244.244
905,1960,estimates,male,5yearly,55_59,457.4
905,1960,estimates,female,5yearly,60_64,327.053
905,1960,estimates,male,5yearly,60_64,577.613
905,1960,estimates,female,5yearly,65_69,415.181
905,1960,estimates,male,5yearly,65_69,661.496
905,1960,estimates,female,5yearly,70_74,527.394
905,1960,estimates,male,5yearly,70_74,714.376
905,1960,estimates,female,5yearly,75_79,620.276
905,1960,estimates,male,5yearly,75_79,680.78
905,1960,estimates,female,5yearly,80_84,585.77
905,1960,estimates,male,5yearly,80_84,530.945
905,1960,estimates,female,5yearly,85_89,406.518
905,1960,estimates,male,5yearly,85_89,316.448
905,1960,estimates,female,5yearly,90_94,183.938
905,1960,estimates,male,5yearly,90_94,123.403
905,1960,estimates,female,5yearly,95plus,60.306
905,1960,estimates,male,5yearly,95plus,31.91
905,1965,estimates,female,5yearly,0_4,225.683
905,1965,estimates,male,5yearly,0_4,304.702
905,1965,estimates,female,5yearly,5_9,16.432
905,1965,estimates,male,5yearly,5_9,24.723
905,1965,estimates,female,5yearly,10_14,17.602
905,1965,estimates,male,5yearly,10_14,33.332
905,1965,estimates,female,5yearly,15_19,27.314
905,1965,estimates,male,5yearly,15_19,71.404
905,1965,estimates,female,5yearly,20_24,30.896
905,1965,estimates,male,5yearly,20_24,87.507
905,1965,estimates,female,5yearly,25_29,29.855
905,1965,estimates,male,5yearly,25_29,70.107
905,1965,estimates,female,5yearly,30_34,37.995
905,1965,estimates,male,5yearly,30_34,71.072
905,1965,estimates,female,5yearly,35_39,59.126
905,1965,estimates,male,5yearly,35_39,100.987
905,1965,estimates,female,5yearly,40_44,95.025
905,1965,estimates,male,5yearly,40_44,161.202
905,1965,estimates,female,5yearly,45_49,139.758
905,1965,estimates,male,5yearly,45_49,245.595
905,1965,estimates,female,5yearly,50_54,189.141
905,1965,estimates,male,5yearly,50_54,352.682
905,1965,estimates,female,5yearly,55_59,252.929
905,1965,estimates,male,5yearly,55_59,485.803
905,1965,estimates,female,5yearly,60_64,342.539
905,1965,estimates,male,5yearly,60_64,629.965
905,1965,estimates,female,5yearly,65_69,437.643
905,1965,estimates,male,5yearly,65_69,712.169
905,1965,estimates,female,5yearly,70_74,553.495
905,1965,estimates,male,5yearly,70_74,751.847
905,1965,estimates,female,5yearly,75_79,672.797
905,1965,estimates,male,5yearly,75_79,748.886
905,1965,estimates,female,5yearly,80_84,675.278
905,1965,estimates,male,5yearly,80_84,596.678
905,1965,estimates,female,5yearly,85_89,491.249
905,1965,estimates,male,5yearly,85_89,352.539
905,1965,estimates,female,5yearly,90_94,235.639
905,1965,estimates,male,5yearly,90_94,142.52
905,1965,estimates,female,5yearly,95plus,74.235
905,1965,estimates,male,5yearly,95plus,37.052
905,1970,estimates,female,5yearly,0_4,168.463
905,1970,estimates,male,5yearly,0_4,227.106
905,1970,estimates,female,5yearly,5_9,13.947
905,1970,estimates,male,5yearly,5_9,21.33
905,1970,estimates,female,5yearly,10_14,17.617
905,1970,estimates,male,5yearly,10_14,34.377
905,1970,estimates,female,5yearly,15_19,30.403
