continent,year,variant,gender,freq,age5yearinterval,totaldeaths
908,1950,estimates,female,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,male,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,female,5yearly,0_4,2482.037
908,1950,estimates,male,5yearly,0_4,3064.218
908,1950,estimates,female,5yearly,5_9,118.346
908,1950,estimates,male,5yearly,5_9,144.155
908,1950,estimates,female,5yearly,10_14,93.268
908,1950,estimates,male,5yearly,10_14,125.746
908,1950,estimates,female,5yearly,15_19,134.166
908,1950,estimates,male,5yearly,15_19,198.165
908,1950,estimates,female,5yearly,20_24,184.344
908,1950,estimates,male,5yearly,20_24,279.884
908,1950,estimates,female,5yearly,25_29,215.745
908,1950,estimates,male,5yearly,25_29,294.557
908,1950,estimates,female,5yearly,30_34,204.918
908,1950,estimates,male,5yearly,30_34,245.903
908,1950,estimates,female,5yearly,35_39,248.494
908,1950,estimates,male,5yearly,35_39,295.31
908,1950,estimates,female,5yearly,40_44,356.566
908,1950,estimates,male,5yearly,40_44,454.961
908,1950,estimates,female,5yearly,45_49,463.044
908,1950,estimates,male,5yearly,45_49,640.484
908,1950,estimates,female,5yearly,50_54,591.654
908,1950,estimates,male,5yearly,50_54,830.927
908,1950,estimates,female,5yearly,55_59,757.764
908,1950,estimates,male,5yearly,55_59,1002.122
908,1950,estimates,female,5yearly,60_64,1041.254
908,1950,estimates,male,5yearly,60_64,1223.918
908,1950,estimates,female,5yearly,65_69,1455.468
908,1950,estimates,male,5yearly,65_69,1495.056
908,1950,estimates,female,5yearly,70_74,1902.2
908,1950,estimates,male,5yearly,70_74,1724.361
908,1950,estimates,female,5yearly,75_79,2104.472
908,1950,estimates,male,5yearly,75_79,1704.456
908,1950,estimates,female,5yearly,80_84,1717.967
908,1950,estimates,male,5yearly,80_84,1231.004
908,1950,estimates,female,5yearly,85_89,998.898
908,1950,estimates,male,5yearly,85_89,611.316
908,1950,estimates,female,5yearly,90_94,411.748
908,1950,estimates,male,5yearly,90_94,207.31
908,1950,estimates,female,5yearly,95plus,119.215
908,1950,estimates,male,5yearly,95plus,46.366
908,1955,estimates,female,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,male,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,female,5yearly,0_4,1688.832
908,1955,estimates,male,5yearly,0_4,2109.685
908,1955,estimates,female,5yearly,5_9,85.282
908,1955,estimates,male,5yearly,5_9,113.594
908,1955,estimates,female,5yearly,10_14,58.428
908,1955,estimates,male,5yearly,10_14,89.765
908,1955,estimates,female,5yearly,15_19,81.637
908,1955,estimates,male,5yearly,15_19,151.38
908,1955,estimates,female,5yearly,20_24,118.951
908,1955,estimates,male,5yearly,20_24,230.038
908,1955,estimates,female,5yearly,25_29,146.622
908,1955,estimates,male,5yearly,25_29,262.192
908,1955,estimates,female,5yearly,30_34,182.066
908,1955,estimates,male,5yearly,30_34,274.066
908,1955,estimates,female,5yearly,35_39,195.792
908,1955,estimates,male,5yearly,35_39,253.693
908,1955,estimates,female,5yearly,40_44,265.601
908,1955,estimates,male,5yearly,40_44,339.658
908,1955,estimates,female,5yearly,45_49,418.542
908,1955,estimates,male,5yearly,45_49,575.343
908,1955,estimates,female,5yearly,50_54,570.198
908,1955,estimates,male,5yearly,50_54,856.429
908,1955,estimates,female,5yearly,55_59,760.892
908,1955,estimates,male,5yearly,55_59,1126.251
908,1955,estimates,female,5yearly,60_64,1031.612
908,1955,estimates,male,5yearly,60_64,1332.454
908,1955,estimates,female,5yearly,65_69,1450.623
908,1955,estimates,male,5yearly,65_69,1554.13
908,1955,estimates,female,5yearly,70_74,1949.704
