region,year,variant,freq,age5yearinterval,noofbirthbymother
926,1950,estimates,5yearly,15_19,747.084
926,1950,estimates,5yearly,20_24,3590.856
926,1950,estimates,5yearly,25_29,4031.33
926,1950,estimates,5yearly,30_34,2369.363
926,1950,estimates,5yearly,35_39,1241.595
926,1950,estimates,5yearly,40_44,454.54
926,1950,estimates,5yearly,45_49,31.611
926,1955,estimates,5yearly,15_19,776.997
926,1955,estimates,5yearly,20_24,3913.771
926,1955,estimates,5yearly,25_29,4050.611
926,1955,estimates,5yearly,30_34,2738.446
926,1955,estimates,5yearly,35_39,1244.794
926,1955,estimates,5yearly,40_44,366.389
926,1955,estimates,5yearly,45_49,29.369
926,1960,estimates,5yearly,15_19,1010.53
926,1960,estimates,5yearly,20_24,4325.015
926,1960,estimates,5yearly,25_29,4467.355
926,1960,estimates,5yearly,30_34,2654.324
926,1960,estimates,5yearly,35_39,1362.348
926,1960,estimates,5yearly,40_44,346.215
926,1960,estimates,5yearly,45_49,21.896
926,1965,estimates,5yearly,15_19,1191.152
926,1965,estimates,5yearly,20_24,4424.827
926,1965,estimates,5yearly,25_29,4062.453
926,1965,estimates,5yearly,30_34,2444.572
926,1965,estimates,5yearly,35_39,1118.825
926,1965,estimates,5yearly,40_44,318.535
926,1965,estimates,5yearly,45_49,18.335
926,1970,estimates,5yearly,15_19,1173.182
926,1970,estimates,5yearly,20_24,3994.39
926,1970,estimates,5yearly,25_29,3367.849
926,1970,estimates,5yearly,30_34,1758.925
926,1970,estimates,5yearly,35_39,800.202
926,1970,estimates,5yearly,40_44,211.597
926,1970,estimates,5yearly,45_49,14.039
926,1975,estimates,5yearly,15_19,899.223
926,1975,estimates,5yearly,20_24,3557.993
926,1975,estimates,5yearly,25_29,3468.441
926,1975,estimates,5yearly,30_34,1531.4
926,1975,estimates,5yearly,35_39,501.7
926,1975,estimates,5yearly,40_44,114.4
926,1975,estimates,5yearly,45_49,7.915
926,1980,estimates,5yearly,15_19,673.077
926,1980,estimates,5yearly,20_24,3424.524
926,1980,estimates,5yearly,25_29,3766.47
926,1980,estimates,5yearly,30_34,1844.631
926,1980,estimates,5yearly,35_39,531.113
926,1980,estimates,5yearly,40_44,92.278
926,1980,estimates,5yearly,45_49,6.433
926,1985,estimates,5yearly,15_19,438.953
926,1985,estimates,5yearly,20_24,2826.183
926,1985,estimates,5yearly,25_29,4125.49
926,1985,estimates,5yearly,30_34,2275.121
926,1985,estimates,5yearly,35_39,707.463
926,1985,estimates,5yearly,40_44,106.708
926,1985,estimates,5yearly,45_49,5.854
926,1990,estimates,5yearly,15_19,342.99
926,1990,estimates,5yearly,20_24,2059.79
926,1990,estimates,5yearly,25_29,3958.011
926,1990,estimates,5yearly,30_34,2697.351
926,1990,estimates,5yearly,35_39,887.508
926,1990,estimates,5yearly,40_44,139.998
