region,year,variant,freq,age5yearinterval,noofbirthbymother
5500,1950,estimates,5yearly,15_19,222.629
5500,1950,estimates,5yearly,20_24,1015.789
5500,1950,estimates,5yearly,25_29,984.997
5500,1950,estimates,5yearly,30_34,578.834
5500,1950,estimates,5yearly,35_39,412.649
5500,1950,estimates,5yearly,40_44,217.715
5500,1950,estimates,5yearly,45_49,85.922
5500,1955,estimates,5yearly,15_19,232.451
5500,1955,estimates,5yearly,20_24,1294.54
5500,1955,estimates,5yearly,25_29,1256.988
5500,1955,estimates,5yearly,30_34,930.008
5500,1955,estimates,5yearly,35_39,493.86
5500,1955,estimates,5yearly,40_44,231.109
5500,1955,estimates,5yearly,45_49,88.81
5500,1960,estimates,5yearly,15_19,218.065
5500,1960,estimates,5yearly,20_24,1385.59
5500,1960,estimates,5yearly,25_29,1490.224
5500,1960,estimates,5yearly,30_34,1126.311
5500,1960,estimates,5yearly,35_39,724.709
5500,1960,estimates,5yearly,40_44,268.352
5500,1960,estimates,5yearly,45_49,83.367
5500,1965,estimates,5yearly,15_19,272.945
5500,1965,estimates,5yearly,20_24,1279.63
5500,1965,estimates,5yearly,25_29,1360.372
5500,1965,estimates,5yearly,30_34,1167.759
5500,1965,estimates,5yearly,35_39,758.365
5500,1965,estimates,5yearly,40_44,328.57
5500,1965,estimates,5yearly,45_49,68.856
5500,1970,estimates,5yearly,15_19,373.941
5500,1970,estimates,5yearly,20_24,1839.599
5500,1970,estimates,5yearly,25_29,1292.012
5500,1970,estimates,5yearly,30_34,1088.006
5500,1970,estimates,5yearly,35_39,759.994
5500,1970,estimates,5yearly,40_44,312.063
5500,1970,estimates,5yearly,45_49,63.138
5500,1975,estimates,5yearly,15_19,433.9
5500,1975,estimates,5yearly,20_24,2420.882
5500,1975,estimates,5yearly,25_29,1680.14
5500,1975,estimates,5yearly,30_34,896.608
5500,1975,estimates,5yearly,35_39,554.549
5500,1975,estimates,5yearly,40_44,242.691
5500,1975,estimates,5yearly,45_49,41.299
5500,1980,estimates,5yearly,15_19,450.925
5500,1980,estimates,5yearly,20_24,2830.303
5500,1980,estimates,5yearly,25_29,2179.608
5500,1980,estimates,5yearly,30_34,1060.537
5500,1980,estimates,5yearly,35_39,411.498
5500,1980,estimates,5yearly,40_44,156.647
5500,1980,estimates,5yearly,45_49,26.72
5500,1985,estimates,5yearly,15_19,514.836
5500,1985,estimates,5yearly,20_24,2984.626
5500,1985,estimates,5yearly,25_29,2507.325
5500,1985,estimates,5yearly,30_34,1300.173
5500,1985,estimates,5yearly,35_39,481.463
5500,1985,estimates,5yearly,40_44,107.364
5500,1985,estimates,5yearly,45_49,14.233
5500,1990,estimates,5yearly,15_19,696.918
5500,1990,estimates,5yearly,20_24,2883.28
5500,1990,estimates,5yearly,25_29,2190.854
5500,1990,estimates,5yearly,30_34,1237.285
5500,1990,estimates,5yearly,35_39,453.429
5500,1990,estimates,5yearly,40_44,90.086
5500,1990,estimates,5yearly,45_49,7.344
5500,1995,estimates,5yearly,15_19,590.998
5500,1995,estimates,5yearly,20_24,2543.019
5500,1995,estimates,5yearly,25_29,1760.355
5500,1995,estimates,5yearly,30_34,1007.701
5500,1995,estimates,5yearly,35_39,401.64
5500,1995,estimates,5yearly,40_44,86.638
5500,1995,estimates,5yearly,45_49,5.149
5500,2000,estimates,5yearly,15_19,395.514
5500,2000,estimates,5yearly,20_24,2343.901
5500,2000,estimates,5yearly,25_29,1776.811
5500,2000,estimates,5yearly,30_34,954.948
5500,2000,estimates,5yearly,35_39,407.077
5500,2000,estimates,5yearly,40_44,98.859
5500,2000,estimates,5yearly,45_49,5.386
5500,2005,estimates,5yearly,15_19,413.486
5500,2005,estimates,5yearly,20_24,2743.109
5500,2005,estimates,5yearly,25_29,2182.251
5500,2005,estimates,5yearly,30_34,1154.662
5500,2005,estimates,5yearly,35_39,461.634
5500,2005,estimates,5yearly,40_44,117.821
5500,2005,estimates,5yearly,45_49,7.738
5500,2010,estimates,5yearly,15_19,405.853
5500,2010,estimates,5yearly,20_24,2938.293
5500,2010,estimates,5yearly,25_29,2605.97
5500,2010,estimates,5yearly,30_34,1362.455
5500,2010,estimates,5yearly,35_39,517.622
5500,2010,estimates,5yearly,40_44,125.603
5500,2010,estimates,5yearly,45_49,8.083
5500,2015,constant_fertility,5yearly,15_19,364.846
5500,2015,constant_mortality,5yearly,15_19,333.875
5500,2015,high_variant,5yearly,15_19,365.601
5500,2015,instant_replacement,5yearly,15_19,272.002
5500,2015,low_variant,5yearly,15_19,302.239
5500,2015,medium_variant,5yearly,15_19,333.917
5500,2015,momentum,5yearly,15_19,274.186
5500,2015,no_change,5yearly,15_19,364.8
5500,2015,zero_migration,5yearly,15_19,335.029
5500,2015,constant_fertility,5yearly,20_24,2704.036
5500,2015,constant_mortality,5yearly,20_24,2454.985
5500,2015,high_variant,5yearly,20_24,2698.304
5500,2015,instant_replacement,5yearly,20_24,2089.844
5500,2015,low_variant,5yearly,20_24,2212.46
5500,2015,medium_variant,5yearly,20_24,2455.384
5500,2015,momentum,5yearly,20_24,2107.362
5500,2015,no_change,5yearly,20_24,2703.593
5500,2015,zero_migration,5yearly,20_24,2465.224
5500,2015,constant_fertility,5yearly,25_29,2815.195
5500,2015,constant_mortality,5yearly,25_29,2684.408
5500,2015,high_variant,5yearly,25_29,2948.963
5500,2015,instant_replacement,5yearly,25_29,2268.328
5500,2015,low_variant,5yearly,25_29,2421.101
5500,2015,medium_variant,5yearly,25_29,2685.027
5500,2015,momentum,5yearly,25_29,2286.234
5500,2015,no_change,5yearly,25_29,2814.549
5500,2015,zero_migration,5yearly,25_29,2694.383
5500,2015,constant_fertility,5yearly,30_34,1628.084
5500,2015,constant_mortality,5yearly,30_34,1587.761
5500,2015,high_variant,5yearly,30_34,1743.555
5500,2015,instant_replacement,5yearly,30_34,1332.878
5500,2015,low_variant,5yearly,30_34,1433.023
5500,2015,medium_variant,5yearly,30_34,1588.298
5500,2015,momentum,5yearly,30_34,1342.624
5500,2015,no_change,5yearly,30_34,1627.537
5500,2015,zero_migration,5yearly,30_34,1592.941
5500,2015,constant_fertility,5yearly,35_39,581.347
5500,2015,constant_mortality,5yearly,35_39,562.315
5500,2015,high_variant,5yearly,35_39,616.615
5500,2015,instant_replacement,5yearly,35_39,462.408
5500,2015,low_variant,5yearly,35_39,508.511
5500,2015,medium_variant,5yearly,35_39,562.557
5500,2015,momentum,5yearly,35_39,465.653
5500,2015,no_change,5yearly,35_39,581.105
5500,2015,zero_migration,5yearly,35_39,564.051
5500,2015,constant_fertility,5yearly,40_44,135.039
5500,2015,constant_mortality,5yearly,40_44,133.193
5500,2015,high_variant,5yearly,40_44,145.987
5500,2015,instant_replacement,5yearly,40_44,108.767
5500,2015,low_variant,5yearly,40_44,120.534
5500,2015,medium_variant,5yearly,40_44,133.263
5500,2015,momentum,5yearly,40_44,109.478
5500,2015,no_change,5yearly,40_44,134.97
5500,2015,zero_migration,5yearly,40_44,133.563
5500,2015,constant_fertility,5yearly,45_49,8.266
5500,2015,constant_mortality,5yearly,45_49,7.882
5500,2015,high_variant,5yearly,45_49,8.631
5500,2015,instant_replacement,5yearly,45_49,6.374
5500,2015,low_variant,5yearly,45_49,7.141
5500,2015,medium_variant,5yearly,45_49,7.886
5500,2015,momentum,5yearly,45_49,6.421
5500,2015,no_change,5yearly,45_49,8.262
5500,2015,zero_migration,5yearly,45_49,7.905
5500,2020,constant_fertility,5yearly,15_19,396.462
5500,2020,constant_mortality,5yearly,15_19,331.49
5500,2020,high_variant,5yearly,15_19,384.664
5500,2020,instant_replacement,5yearly,15_19,283.281
5500,2020,low_variant,5yearly,15_19,278.613
5500,2020,medium_variant,5yearly,15_19,331.638
5500,2020,momentum,5yearly,15_19,287.619
5500,2020,no_change,5yearly,15_19,396.283
5500,2020,zero_migration,5yearly,15_19,333.947
5500,2020,constant_fertility,5yearly,20_24,2427.806
5500,2020,constant_mortality,5yearly,20_24,2005.327
5500,2020,high_variant,5yearly,20_24,2340.416
5500,2020,instant_replacement,5yearly,20_24,1788.486
5500,2020,low_variant,5yearly,20_24,1672.639
5500,2020,medium_variant,5yearly,20_24,2006.527
5500,2020,momentum,5yearly,20_24,1822.606
5500,2020,no_change,5yearly,20_24,2426.344
5500,2020,zero_migration,5yearly,20_24,2029.795
5500,2020,constant_fertility,5yearly,25_29,2579.814
5500,2020,constant_mortality,5yearly,25_29,2358.463
5500,2020,high_variant,5yearly,25_29,2751.078
5500,2020,instant_replacement,5yearly,25_29,2092.116
5500,2020,low_variant,5yearly,25_29,1969.428
5500,2020,medium_variant,5yearly,25_29,2360.25
5500,2020,momentum,5yearly,25_29,2131.867
5500,2020,no_change,5yearly,25_29,2577.857
5500,2020,zero_migration,5yearly,25_29,2387.893
5500,2020,constant_fertility,5yearly,30_34,1762.794
5500,2020,constant_mortality,5yearly,30_34,1689.302
5500,2020,high_variant,5yearly,30_34,1969.911
5500,2020,instant_replacement,5yearly,30_34,1490.57
5500,2020,low_variant,5yearly,30_34,1412.151
5500,2020,medium_variant,5yearly,30_34,1691.028
5500,2020,momentum,5yearly,30_34,1514.655
5500,2020,no_change,5yearly,30_34,1761.004
5500,2020,zero_migration,5yearly,30_34,1706.015
5500,2020,constant_fertility,5yearly,35_39,698.948
5500,2020,constant_mortality,5yearly,35_39,661.325
5500,2020,high_variant,5yearly,35_39,769.483
5500,2020,instant_replacement,5yearly,35_39,570.59
5500,2020,low_variant,5yearly,35_39,555.125
5500,2020,medium_variant,5yearly,35_39,662.3
5500,2020,momentum,5yearly,35_39,578.656
5500,2020,no_change,5yearly,35_39,697.965
5500,2020,zero_migration,5yearly,35_39,667.151
5500,2020,constant_fertility,5yearly,40_44,152.16
5500,2020,constant_mortality,5yearly,40_44,149.016
5500,2020,high_variant,5yearly,40_44,173.373
5500,2020,instant_replacement,5yearly,40_44,128.106
5500,2020,low_variant,5yearly,40_44,125.199
5500,2020,medium_variant,5yearly,40_44,149.293
5500,2020,momentum,5yearly,40_44,129.775
5500,2020,no_change,5yearly,40_44,151.896
5500,2020,zero_migration,5yearly,40_44,150.287
5500,2020,constant_fertility,5yearly,45_49,8.902
5500,2020,constant_mortality,5yearly,45_49,8.327
5500,2020,high_variant,5yearly,45_49,9.679
5500,2020,instant_replacement,5yearly,45_49,7.096
5500,2020,low_variant,5yearly,45_49,7.012
5500,2020,medium_variant,5yearly,45_49,8.344
5500,2020,momentum,5yearly,45_49,7.194
5500,2020,no_change,5yearly,45_49,8.885
5500,2020,zero_migration,5yearly,45_49,8.404
5500,2025,constant_fertility,5yearly,15_19,475.523
5500,2025,constant_mortality,5yearly,15_19,362.921
5500,2025,high_variant,5yearly,15_19,439.17
5500,2025,instant_replacement,5yearly,15_19,323.125
5500,2025,low_variant,5yearly,15_19,287.421
5500,2025,medium_variant,5yearly,15_19,363.295
5500,2025,momentum,5yearly,15_19,329.153
5500,2025,no_change,5yearly,15_19,475.029
5500,2025,zero_migration,5yearly,15_19,365.94
5500,2025,constant_fertility,5yearly,20_24,2599.204
5500,2025,constant_mortality,5yearly,20_24,1948.332
5500,2025,high_variant,5yearly,20_24,2374.258
5500,2025,instant_replacement,5yearly,20_24,1809.07
5500,2025,low_variant,5yearly,20_24,1526.821
5500,2025,medium_variant,5yearly,20_24,1950.545
5500,2025,momentum,5yearly,20_24,1853.101
5500,2025,no_change,5yearly,20_24,2596.23
5500,2025,zero_migration,5yearly,20_24,1977.945
5500,2025,constant_fertility,5yearly,25_29,2316.839
5500,2025,constant_mortality,5yearly,25_29,2040.739
5500,2025,high_variant,5yearly,25_29,2484.955
5500,2025,instant_replacement,5yearly,25_29,1884.037
5500,2025,low_variant,5yearly,25_29,1602.398
5500,2025,medium_variant,5yearly,25_29,2043.672
5500,2025,momentum,5yearly,25_29,1939.932
5500,2025,no_change,5yearly,25_29,2313.496
5500,2025,zero_migration,5yearly,25_29,2085.211
5500,2025,constant_fertility,5yearly,30_34,1608.285
5500,2025,constant_mortality,5yearly,30_34,1525.62
5500,2025,high_variant,5yearly,30_34,1858.931
5500,2025,instant_replacement,5yearly,30_34,1409.66
5500,2025,low_variant,5yearly,30_34,1197.92
5500,2025,medium_variant,5yearly,30_34,1528.424
5500,2025,momentum,5yearly,30_34,1447.113
5500,2025,no_change,5yearly,30_34,1605.352
5500,2025,zero_migration,5yearly,30_34,1555.143
5500,2025,constant_fertility,5yearly,35_39,754.894
5500,2025,constant_mortality,5yearly,35_39,704.258
5500,2025,high_variant,5yearly,35_39,855.9
5500,2025,instant_replacement,5yearly,35_39,635.998
5500,2025,low_variant,5yearly,35_39,556.311
5500,2025,medium_variant,5yearly,35_39,706.108
5500,2025,momentum,5yearly,35_39,649.618
5500,2025,no_change,5yearly,35_39,753.013
5500,2025,zero_migration,5yearly,35_39,715.297
5500,2025,constant_fertility,5yearly,40_44,183.976
5500,2025,constant_mortality,5yearly,40_44,180.685
5500,2025,high_variant,5yearly,40_44,219.601
5500,2025,instant_replacement,5yearly,40_44,162.22
5500,2025,low_variant,5yearly,40_44,143.072
5500,2025,medium_variant,5yearly,40_44,181.335
5500,2025,momentum,5yearly,40_44,165.169
5500,2025,no_change,5yearly,40_44,183.376
5500,2025,zero_migration,5yearly,40_44,183.302
5500,2025,constant_fertility,5yearly,45_49,10.056
5500,2025,constant_mortality,5yearly,45_49,9.18
5500,2025,high_variant,5yearly,45_49,11.149
5500,2025,instant_replacement,5yearly,45_49,8.198
5500,2025,low_variant,5yearly,45_49,7.287
5500,2025,medium_variant,5yearly,45_49,9.218
5500,2025,momentum,5yearly,45_49,8.356
5500,2025,no_change,5yearly,45_49,10.017
5500,2025,zero_migration,5yearly,45_49,9.333
5500,2030,constant_fertility,5yearly,15_19,520.792
5500,2030,constant_mortality,5yearly,15_19,354.288
5500,2030,high_variant,5yearly,15_19,453.002
5500,2030,instant_replacement,5yearly,15_19,298.639
5500,2030,low_variant,5yearly,15_19,265.422
5500,2030,medium_variant,5yearly,15_19,355.54
5500,2030,momentum,5yearly,15_19,306.455
5500,2030,no_change,5yearly,15_19,518.95
5500,2030,zero_migration,5yearly,15_19,359.628
5500,2030,constant_fertility,5yearly,20_24,3064.617
5500,2030,constant_mortality,5yearly,20_24,2083.784
5500,2030,high_variant,5yearly,20_24,2557.576
5500,2030,instant_replacement,5yearly,20_24,1999.498
