region,year,variant,freq,age5yearinterval,noofbirthbymother
1502,1950,estimates,5yearly,15_19,19330.66
1502,1950,estimates,5yearly,20_24,53870.637
1502,1950,estimates,5yearly,25_29,51571.635
1502,1950,estimates,5yearly,30_34,37209.581
1502,1950,estimates,5yearly,35_39,26073.96
1502,1950,estimates,5yearly,40_44,12193.246
1502,1950,estimates,5yearly,45_49,2135.799
1502,1955,estimates,5yearly,15_19,17441.047
1502,1955,estimates,5yearly,20_24,54381.023
1502,1955,estimates,5yearly,25_29,52100.796
1502,1955,estimates,5yearly,30_34,38955.552
1502,1955,estimates,5yearly,35_39,25231.685
1502,1955,estimates,5yearly,40_44,11460.018
1502,1955,estimates,5yearly,45_49,1950.145
1502,1960,estimates,5yearly,15_19,19083.155
1502,1960,estimates,5yearly,20_24,60780.879
1502,1960,estimates,5yearly,25_29,60674.825
1502,1960,estimates,5yearly,30_34,45852.582
1502,1960,estimates,5yearly,35_39,30109.612
1502,1960,estimates,5yearly,40_44,11906.42
1502,1960,estimates,5yearly,45_49,1866.755
1502,1965,estimates,5yearly,15_19,21151.826
1502,1965,estimates,5yearly,20_24,68528.201
1502,1965,estimates,5yearly,25_29,63830.554
1502,1965,estimates,5yearly,30_34,48301.153
1502,1965,estimates,5yearly,35_39,30335.337
1502,1965,estimates,5yearly,40_44,12580.84
1502,1965,estimates,5yearly,45_49,1879.858
1502,1970,estimates,5yearly,15_19,19190.657
1502,1970,estimates,5yearly,20_24,76670.355
1502,1970,estimates,5yearly,25_29,64157.115
1502,1970,estimates,5yearly,30_34,40460.106
1502,1970,estimates,5yearly,35_39,25113.65
1502,1970,estimates,5yearly,40_44,10080.813
1502,1970,estimates,5yearly,45_49,1635.9
1502,1975,estimates,5yearly,15_19,17798.057
1502,1975,estimates,5yearly,20_24,74908.229
1502,1975,estimates,5yearly,25_29,64613.263
1502,1975,estimates,5yearly,30_34,32414.237
1502,1975,estimates,5yearly,35_39,15559.961
1502,1975,estimates,5yearly,40_44,6510.027
1502,1975,estimates,5yearly,45_49,1276.444
1502,1980,estimates,5yearly,15_19,20284.076
1502,1980,estimates,5yearly,20_24,84453.799
1502,1980,estimates,5yearly,25_29,72088.306
1502,1980,estimates,5yearly,30_34,29215.329
1502,1980,estimates,5yearly,35_39,11522.329
1502,1980,estimates,5yearly,40_44,4335.731
1502,1980,estimates,5yearly,45_49,836.259
1502,1985,estimates,5yearly,15_19,22434.804
1502,1985,estimates,5yearly,20_24,104168.903
1502,1985,estimates,5yearly,25_29,73185.825
1502,1985,estimates,5yearly,30_34,33500.614
1502,1985,estimates,5yearly,35_39,13402.854
1502,1985,estimates,5yearly,40_44,3923.346
1502,1985,estimates,5yearly,45_49,767.361
1502,1990,estimates,5yearly,15_19,19746.501
1502,1990,estimates,5yearly,20_24,81305.71
1502,1990,estimates,5yearly,25_29,68008.396
1502,1990,estimates,5yearly,30_34,27850.575
1502,1990,estimates,5yearly,35_39,10757.591
1502,1990,estimates,5yearly,40_44,3588.918
1502,1990,estimates,5yearly,45_49,621.15
1502,1995,estimates,5yearly,15_19,17468.592
1502,1995,estimates,5yearly,20_24,66060.133
1502,1995,estimates,5yearly,25_29,59585.436
1502,1995,estimates,5yearly,30_34,26694.307
1502,1995,estimates,5yearly,35_39,9940.296
1502,1995,estimates,5yearly,40_44,3082.831
1502,1995,estimates,5yearly,45_49,578.013
1502,2000,estimates,5yearly,15_19,16236.038
1502,2000,estimates,5yearly,20_24,60716.547
1502,2000,estimates,5yearly,25_29,56236.396
1502,2000,estimates,5yearly,30_34,29679.975
1502,2000,estimates,5yearly,35_39,11045.707
1502,2000,estimates,5yearly,40_44,2878.331
1502,2000,estimates,5yearly,45_49,569.456
1502,2005,estimates,5yearly,15_19,14775.059
1502,2005,estimates,5yearly,20_24,64307.14
1502,2005,estimates,5yearly,25_29,55262.423
1502,2005,estimates,5yearly,30_34,29864.373
1502,2005,estimates,5yearly,35_39,12654.462
1502,2005,estimates,5yearly,40_44,3736.03
1502,2005,estimates,5yearly,45_49,586.443
1502,2010,estimates,5yearly,15_19,13431.626
1502,2010,estimates,5yearly,20_24,61639.688
1502,2010,estimates,5yearly,25_29,61867.204
1502,2010,estimates,5yearly,30_34,31619.21
1502,2010,estimates,5yearly,35_39,13937.521
1502,2010,estimates,5yearly,40_44,4391.861
1502,2010,estimates,5yearly,45_49,666.53
1502,2015,constant_fertility,5yearly,15_19,13048.788
1502,2015,constant_mortality,5yearly,15_19,11988.53
1502,2015,high_variant,5yearly,15_19,13503.649
1502,2015,instant_replacement,5yearly,15_19,12832.122
1502,2015,low_variant,5yearly,15_19,10475.969
1502,2015,medium_variant,5yearly,15_19,11989.813
1502,2015,momentum,5yearly,15_19,12895.446
1502,2015,no_change,5yearly,15_19,13047.388
1502,2015,zero_migration,5yearly,15_19,11991.742
1502,2015,constant_fertility,5yearly,20_24,52654.147
1502,2015,constant_mortality,5yearly,20_24,49064.671
