region,year,variant,freq,age5yearinterval,noofbirthbymother
914,1950,estimates,5yearly,15_19,3244.456
914,1950,estimates,5yearly,20_24,4532.98
914,1950,estimates,5yearly,25_29,3803.844
914,1950,estimates,5yearly,30_34,2933.477
914,1950,estimates,5yearly,35_39,1847.528
914,1950,estimates,5yearly,40_44,866.146
914,1950,estimates,5yearly,45_49,308.773
914,1955,estimates,5yearly,15_19,3561.042
914,1955,estimates,5yearly,20_24,4980.316
914,1955,estimates,5yearly,25_29,4160.716
914,1955,estimates,5yearly,30_34,3217.394
914,1955,estimates,5yearly,35_39,2065.227
914,1955,estimates,5yearly,40_44,987.619
914,1955,estimates,5yearly,45_49,348.426
914,1960,estimates,5yearly,15_19,3877.16
914,1960,estimates,5yearly,20_24,5539.241
914,1960,estimates,5yearly,25_29,4627.999
914,1960,estimates,5yearly,30_34,3557.752
914,1960,estimates,5yearly,35_39,2303.278
914,1960,estimates,5yearly,40_44,1132.251
914,1960,estimates,5yearly,45_49,397.526
914,1965,estimates,5yearly,15_19,4211.21
914,1965,estimates,5yearly,20_24,6120.759
914,1965,estimates,5yearly,25_29,5212.875
914,1965,estimates,5yearly,30_34,3950.427
914,1965,estimates,5yearly,35_39,2565.756
914,1965,estimates,5yearly,40_44,1300.517
914,1965,estimates,5yearly,45_49,453.926
914,1970,estimates,5yearly,15_19,4812.764
914,1970,estimates,5yearly,20_24,6874.476
914,1970,estimates,5yearly,25_29,5924.106
914,1970,estimates,5yearly,30_34,4475.058
914,1970,estimates,5yearly,35_39,2921.408
914,1970,estimates,5yearly,40_44,1522.355
914,1970,estimates,5yearly,45_49,544.865
914,1975,estimates,5yearly,15_19,5542.995
914,1975,estimates,5yearly,20_24,7825.363
914,1975,estimates,5yearly,25_29,6694.59
914,1975,estimates,5yearly,30_34,5039.255
914,1975,estimates,5yearly,35_39,3328.699
914,1975,estimates,5yearly,40_44,1748.819
914,1975,estimates,5yearly,45_49,644.524
914,1980,estimates,5yearly,15_19,6167.023
914,1980,estimates,5yearly,20_24,8847.927
914,1980,estimates,5yearly,25_29,7616.502
914,1980,estimates,5yearly,30_34,5659.819
914,1980,estimates,5yearly,35_39,3730.538
914,1980,estimates,5yearly,40_44,1957.665
914,1980,estimates,5yearly,45_49,699.135
914,1985,estimates,5yearly,15_19,6754.361
914,1985,estimates,5yearly,20_24,9816.194
914,1985,estimates,5yearly,25_29,8572.96
914,1985,estimates,5yearly,30_34,6377.231
914,1985,estimates,5yearly,35_39,4091.214
914,1985,estimates,5yearly,40_44,2093.833
914,1985,estimates,5yearly,45_49,722.696
914,1990,estimates,5yearly,15_19,7440.379
914,1990,estimates,5yearly,20_24,10922.277
914,1990,estimates,5yearly,25_29,9643.581
914,1990,estimates,5yearly,30_34,7256.041
914,1990,estimates,5yearly,35_39,4509.544
914,1990,estimates,5yearly,40_44,2221.337
914,1990,estimates,5yearly,45_49,702.63
914,1995,estimates,5yearly,15_19,8216.622
914,1995,estimates,5yearly,20_24,12368.715
914,1995,estimates,5yearly,25_29,11059.162
914,1995,estimates,5yearly,30_34,8196.981
914,1995,estimates,5yearly,35_39,4977.009
914,1995,estimates,5yearly,40_44,2358.19
914,1995,estimates,5yearly,45_49,703.526
914,2000,estimates,5yearly,15_19,8858.533
914,2000,estimates,5yearly,20_24,13852.567
914,2000,estimates,5yearly,25_29,12755.809
914,2000,estimates,5yearly,30_34,9337.808
914,2000,estimates,5yearly,35_39,5539.45
914,2000,estimates,5yearly,40_44,2538.847
914,2000,estimates,5yearly,45_49,756.139
914,2005,estimates,5yearly,15_19,9477.043
914,2005,estimates,5yearly,20_24,15252.3
914,2005,estimates,5yearly,25_29,14432.271
914,2005,estimates,5yearly,30_34,10634.85
914,2005,estimates,5yearly,35_39,6293.986
914,2005,estimates,5yearly,40_44,2729.074
914,2005,estimates,5yearly,45_49,838.387
914,2010,estimates,5yearly,15_19,10250.294
914,2010,estimates,5yearly,20_24,16729.245
914,2010,estimates,5yearly,25_29,15792.973
914,2010,estimates,5yearly,30_34,11818.713
914,2010,estimates,5yearly,35_39,7284.244
914,2010,estimates,5yearly,40_44,2957.048
914,2010,estimates,5yearly,45_49,893.057
914,2015,constant_fertility,5yearly,15_19,11923.628
914,2015,constant_mortality,5yearly,15_19,11021.624
914,2015,high_variant,5yearly,15_19,11557.734
914,2015,instant_replacement,5yearly,15_19,5238.58
914,2015,low_variant,5yearly,15_19,10511.236
914,2015,medium_variant,5yearly,15_19,11034.521
914,2015,momentum,5yearly,15_19,5412.195
914,2015,no_change,5yearly,15_19,11909.741
914,2015,zero_migration,5yearly,15_19,11043.012
914,2015,constant_fertility,5yearly,20_24,19145.965
914,2015,constant_mortality,5yearly,20_24,18163.581
914,2015,high_variant,5yearly,20_24,19061.686
914,2015,instant_replacement,5yearly,20_24,8723.968
914,2015,low_variant,5yearly,20_24,17318.884
914,2015,medium_variant,5yearly,20_24,18190.247
914,2015,momentum,5yearly,20_24,9011.448
914,2015,no_change,5yearly,20_24,19117.924
914,2015,zero_migration,5yearly,20_24,18217.967
914,2015,constant_fertility,5yearly,25_29,17759.558
914,2015,constant_mortality,5yearly,25_29,16763.084
914,2015,high_variant,5yearly,25_29,17601.294
914,2015,instant_replacement,5yearly,25_29,8106.825
914,2015,low_variant,5yearly,25_29,15978.267
914,2015,medium_variant,5yearly,25_29,16789.772
914,2015,momentum,5yearly,25_29,8374.763
914,2015,no_change,5yearly,25_29,17731.293
914,2015,zero_migration,5yearly,25_29,16827
914,2015,constant_fertility,5yearly,30_34,13411.985
914,2015,constant_mortality,5yearly,30_34,12529.62
914,2015,high_variant,5yearly,30_34,13158.003
914,2015,instant_replacement,5yearly,30_34,6075.074
914,2015,low_variant,5yearly,30_34,11941.399
914,2015,medium_variant,5yearly,30_34,12549.728
914,2015,momentum,5yearly,30_34,6274.625
914,2015,no_change,5yearly,30_34,13390.432
914,2015,zero_migration,5yearly,30_34,12577.773
914,2015,constant_fertility,5yearly,35_39,8520.352
914,2015,constant_mortality,5yearly,35_39,8082.033
914,2015,high_variant,5yearly,35_39,8486.399
914,2015,instant_replacement,5yearly,35_39,3912.089
914,2015,low_variant,5yearly,35_39,7705.342
914,2015,medium_variant,5yearly,35_39,8095.86
914,2015,momentum,5yearly,35_39,4039.829
914,2015,no_change,5yearly,35_39,8505.799
914,2015,zero_migration,5yearly,35_39,8110.565
914,2015,constant_fertility,5yearly,40_44,3517.475
914,2015,constant_mortality,5yearly,40_44,3182.762
914,2015,high_variant,5yearly,40_44,3342.075
914,2015,instant_replacement,5yearly,40_44,1537.57
914,2015,low_variant,5yearly,40_44,3035.431
914,2015,medium_variant,5yearly,40_44,3188.743
914,2015,momentum,5yearly,40_44,1587.573
914,2015,no_change,5yearly,40_44,3510.911
914,2015,zero_migration,5yearly,40_44,3193.38
914,2015,constant_fertility,5yearly,45_49,1051.691
914,2015,constant_mortality,5yearly,45_49,967.607
914,2015,high_variant,5yearly,45_49,1015.633
914,2015,instant_replacement,5yearly,45_49,463.797
914,2015,low_variant,5yearly,45_49,923.435
914,2015,medium_variant,5yearly,45_49,969.541
914,2015,momentum,5yearly,45_49,478.828
914,2015,no_change,5yearly,45_49,1049.601
914,2015,zero_migration,5yearly,45_49,970.718
914,2020,constant_fertility,5yearly,15_19,13869.324
914,2020,constant_mortality,5yearly,15_19,11725.47
914,2020,high_variant,5yearly,15_19,12736.509
914,2020,instant_replacement,5yearly,15_19,5786.023
914,2020,low_variant,5yearly,15_19,10830.663
914,2020,medium_variant,5yearly,15_19,11783.589
914,2020,momentum,5yearly,15_19,6141.795
914,2020,no_change,5yearly,15_19,13801.251
914,2020,zero_migration,5yearly,15_19,11804.226
914,2020,constant_fertility,5yearly,20_24,22312.246
914,2020,constant_mortality,5yearly,20_24,19904.51
914,2020,high_variant,5yearly,20_24,21649.868
914,2020,instant_replacement,5yearly,20_24,9929.039
914,2020,low_variant,5yearly,20_24,18383.294
