region,year,variant,freq,age5yearinterval,noofbirthbymother
902,1950,estimates,5yearly,15_19,46172.899
902,1950,estimates,5yearly,20_24,103770.136
902,1950,estimates,5yearly,25_29,97891.8609999999
902,1950,estimates,5yearly,30_34,72831.773
902,1950,estimates,5yearly,35_39,48042.538
902,1950,estimates,5yearly,40_44,21823.984
902,1950,estimates,5yearly,45_49,5000.572
902,1955,estimates,5yearly,15_19,46285.039
902,1955,estimates,5yearly,20_24,110126.632
902,1955,estimates,5yearly,25_29,105792.817
902,1955,estimates,5yearly,30_34,78460.739
902,1955,estimates,5yearly,35_39,49970.29
902,1955,estimates,5yearly,40_44,22551.851
902,1955,estimates,5yearly,45_49,5170.598
902,1960,estimates,5yearly,15_19,50970.475
902,1960,estimates,5yearly,20_24,122217.316
902,1960,estimates,5yearly,25_29,120085.402
902,1960,estimates,5yearly,30_34,90953.294
902,1960,estimates,5yearly,35_39,58018.473
902,1960,estimates,5yearly,40_44,24236.856
902,1960,estimates,5yearly,45_49,5276.214
902,1965,estimates,5yearly,15_19,58069.027
902,1965,estimates,5yearly,20_24,136731.743
902,1965,estimates,5yearly,25_29,129107.57
902,1965,estimates,5yearly,30_34,97439.252
902,1965,estimates,5yearly,35_39,60700.339
902,1965,estimates,5yearly,40_44,25911.834
902,1965,estimates,5yearly,45_49,5472.56100000001
902,1970,estimates,5yearly,15_19,61424.726
902,1970,estimates,5yearly,20_24,154880.202
902,1970,estimates,5yearly,25_29,134513.312
902,1970,estimates,5yearly,30_34,91623.14
902,1970,estimates,5yearly,35_39,56626.539
902,1970,estimates,5yearly,40_44,24029.632
902,1970,estimates,5yearly,45_49,5492.54
902,1975,estimates,5yearly,15_19,65221.017
902,1975,estimates,5yearly,20_24,165603.144
902,1975,estimates,5yearly,25_29,141951.546
902,1975,estimates,5yearly,30_34,84519.218
902,1975,estimates,5yearly,35_39,46814.217
902,1975,estimates,5yearly,40_44,20365.047
902,1975,estimates,5yearly,45_49,5202.306
902,1980,estimates,5yearly,15_19,72405.681
902,1980,estimates,5yearly,20_24,187844.692
902,1980,estimates,5yearly,25_29,159662.622
902,1980,estimates,5yearly,30_34,85005.119
902,1980,estimates,5yearly,35_39,43069.826
902,1980,estimates,5yearly,40_44,18037.501
902,1980,estimates,5yearly,45_49,4810.145
902,1985,estimates,5yearly,15_19,77083.1189999999
902,1985,estimates,5yearly,20_24,216186.159
902,1985,estimates,5yearly,25_29,167354.036
902,1985,estimates,5yearly,30_34,92812.942
902,1985,estimates,5yearly,35_39,45685.322
902,1985,estimates,5yearly,40_44,17422.848
902,1985,estimates,5yearly,45_49,4618.185
902,1990,estimates,5yearly,15_19,76042.481
902,1990,estimates,5yearly,20_24,200193.117
902,1990,estimates,5yearly,25_29,167966.121
902,1990,estimates,5yearly,30_34,90762.632
902,1990,estimates,5yearly,35_39,44825.452
902,1990,estimates,5yearly,40_44,17152.627
902,1990,estimates,5yearly,45_49,4066.565
902,1995,estimates,5yearly,15_19,73788.927
902,1995,estimates,5yearly,20_24,191243.817
902,1995,estimates,5yearly,25_29,164085.089
902,1995,estimates,5yearly,30_34,92007.829
902,1995,estimates,5yearly,35_39,44836.345
902,1995,estimates,5yearly,40_44,16914.243
902,1995,estimates,5yearly,45_49,4242.414
902,2000,estimates,5yearly,15_19,71975.133
902,2000,estimates,5yearly,20_24,194336.07
902,2000,estimates,5yearly,25_29,166262.753
902,2000,estimates,5yearly,30_34,97200.955
902,2000,estimates,5yearly,35_39,46218.544
902,2000,estimates,5yearly,40_44,16472.452
902,2000,estimates,5yearly,45_49,4235.326
902,2005,estimates,5yearly,15_19,67933.918
902,2005,estimates,5yearly,20_24,204861.983
902,2005,estimates,5yearly,25_29,173580.567
902,2005,estimates,5yearly,30_34,100435.375
902,2005,estimates,5yearly,35_39,48083.093
902,2005,estimates,5yearly,40_44,16858.979
902,2005,estimates,5yearly,45_49,4286.487
902,2010,estimates,5yearly,15_19,64239.798
902,2010,estimates,5yearly,20_24,203743.329
902,2010,estimates,5yearly,25_29,185914.968
902,2010,estimates,5yearly,30_34,106356.584
902,2010,estimates,5yearly,35_39,50752.687
902,2010,estimates,5yearly,40_44,17312.46
902,2010,estimates,5yearly,45_49,4192.684
902,2015,constant_fertility,5yearly,15_19,68751.568
902,2015,constant_mortality,5yearly,15_19,61464.141
902,2015,high_variant,5yearly,15_19,66502.0529999999
902,2015,instant_replacement,5yearly,15_19,45367.907
902,2015,low_variant,5yearly,15_19,56328.138
902,2015,medium_variant,5yearly,15_19,61499.977
902,2015,momentum,5yearly,15_19,46092.646
902,2015,no_change,5yearly,15_19,68711.66
902,2015,zero_migration,5yearly,15_19,61608.805
902,2015,constant_fertility,5yearly,20_24,205385.342
902,2015,constant_mortality,5yearly,20_24,193635.905
902,2015,high_variant,5yearly,20_24,212516.582
902,2015,instant_replacement,5yearly,20_24,168318.302
902,2015,low_variant,5yearly,20_24,174665.499
902,2015,medium_variant,5yearly,20_24,193748.918
902,2015,momentum,5yearly,20_24,170560.083
