region,year,variant,freq,age5yearinterval,noofbirthbymother
915,1950,estimates,5yearly,15_19,457.255
915,1950,estimates,5yearly,20_24,1018.945
915,1950,estimates,5yearly,25_29,887.641
915,1950,estimates,5yearly,30_34,607.227
915,1950,estimates,5yearly,35_39,371.22
915,1950,estimates,5yearly,40_44,148.48
915,1950,estimates,5yearly,45_49,42.072
915,1955,estimates,5yearly,15_19,520.847
915,1955,estimates,5yearly,20_24,1075.493
915,1955,estimates,5yearly,25_29,925.266
915,1955,estimates,5yearly,30_34,639.96
915,1955,estimates,5yearly,35_39,392.123
915,1955,estimates,5yearly,40_44,160.49
915,1955,estimates,5yearly,45_49,45.973
915,1960,estimates,5yearly,15_19,630.979
915,1960,estimates,5yearly,20_24,1226.881
915,1960,estimates,5yearly,25_29,1054.364
915,1960,estimates,5yearly,30_34,727.178
915,1960,estimates,5yearly,35_39,439.363
915,1960,estimates,5yearly,40_44,178.651
915,1960,estimates,5yearly,45_49,50.952
915,1965,estimates,5yearly,15_19,697.209
915,1965,estimates,5yearly,20_24,1188.785
915,1965,estimates,5yearly,25_29,1013.729
915,1965,estimates,5yearly,30_34,711.267
915,1965,estimates,5yearly,35_39,429.552
915,1965,estimates,5yearly,40_44,175.549
915,1965,estimates,5yearly,45_49,49.082
915,1970,estimates,5yearly,15_19,766.397
915,1970,estimates,5yearly,20_24,1191.073
915,1970,estimates,5yearly,25_29,953.255
915,1970,estimates,5yearly,30_34,654.073
915,1970,estimates,5yearly,35_39,386.379
915,1970,estimates,5yearly,40_44,159.679
915,1970,estimates,5yearly,45_49,40.967
915,1975,estimates,5yearly,15_19,784.04
915,1975,estimates,5yearly,20_24,1160.372
915,1975,estimates,5yearly,25_29,915.931
915,1975,estimates,5yearly,30_34,574.234
915,1975,estimates,5yearly,35_39,323.526
915,1975,estimates,5yearly,40_44,137.093
915,1975,estimates,5yearly,45_49,42.047
915,1980,estimates,5yearly,15_19,785.803
915,1980,estimates,5yearly,20_24,1260.759
915,1980,estimates,5yearly,25_29,1014.051
915,1980,estimates,5yearly,30_34,626.948
915,1980,estimates,5yearly,35_39,320.249
915,1980,estimates,5yearly,40_44,138.417
915,1980,estimates,5yearly,45_49,47.595
