region,year,variant,freq,age5yearinterval,noofbirthbymother
1500,1950,estimates,5yearly,15_19,4732.757
1500,1950,estimates,5yearly,20_24,8206.686
1500,1950,estimates,5yearly,25_29,7225.154
1500,1950,estimates,5yearly,30_34,5385.845
1500,1950,estimates,5yearly,35_39,3412.263
1500,1950,estimates,5yearly,40_44,1738.89
1500,1950,estimates,5yearly,45_49,667.088
1500,1955,estimates,5yearly,15_19,5216.028
1500,1955,estimates,5yearly,20_24,9096.536
1500,1955,estimates,5yearly,25_29,8178.452
1500,1955,estimates,5yearly,30_34,6102.578
1500,1955,estimates,5yearly,35_39,3886.651
1500,1955,estimates,5yearly,40_44,1959.773
1500,1955,estimates,5yearly,45_49,710.284
1500,1960,estimates,5yearly,15_19,5784.552
1500,1960,estimates,5yearly,20_24,9981.945
1500,1960,estimates,5yearly,25_29,8938.426
1500,1960,estimates,5yearly,30_34,6681.445
1500,1960,estimates,5yearly,35_39,4301.318
1500,1960,estimates,5yearly,40_44,2160.053
1500,1960,estimates,5yearly,45_49,758.527
1500,1965,estimates,5yearly,15_19,6446.356
1500,1965,estimates,5yearly,20_24,11180.035
1500,1965,estimates,5yearly,25_29,10300.844
1500,1965,estimates,5yearly,30_34,7588.83
1500,1965,estimates,5yearly,35_39,4861.966
1500,1965,estimates,5yearly,40_44,2424.353
1500,1965,estimates,5yearly,45_49,824.004
1500,1970,estimates,5yearly,15_19,7299.363
1500,1970,estimates,5yearly,20_24,12555.215
1500,1970,estimates,5yearly,25_29,11519.319
1500,1970,estimates,5yearly,30_34,8538.202
1500,1970,estimates,5yearly,35_39,5455.802
1500,1970,estimates,5yearly,40_44,2680.334
1500,1970,estimates,5yearly,45_49,883.312
1500,1975,estimates,5yearly,15_19,8258.404
1500,1975,estimates,5yearly,20_24,14205.717
1500,1975,estimates,5yearly,25_29,12570.556
1500,1975,estimates,5yearly,30_34,9351.871
1500,1975,estimates,5yearly,35_39,6073.535
1500,1975,estimates,5yearly,40_44,2907.711
1500,1975,estimates,5yearly,45_49,964.267
1500,1980,estimates,5yearly,15_19,9278.761
1500,1980,estimates,5yearly,20_24,16075.639
1500,1980,estimates,5yearly,25_29,14320.278
1500,1980,estimates,5yearly,30_34,10414.955
1500,1980,estimates,5yearly,35_39,6834.02
1500,1980,estimates,5yearly,40_44,3195.593
1500,1980,estimates,5yearly,45_49,1042.385
1500,1985,estimates,5yearly,15_19,10464.011
1500,1985,estimates,5yearly,20_24,17864.82
1500,1985,estimates,5yearly,25_29,15995.915
1500,1985,estimates,5yearly,30_34,11528.452
1500,1985,estimates,5yearly,35_39,7500.364
1500,1985,estimates,5yearly,40_44,3539.879
1500,1985,estimates,5yearly,45_49,1088.938
1500,1990,estimates,5yearly,15_19,12075.076
1500,1990,estimates,5yearly,20_24,20201.924
1500,1990,estimates,5yearly,25_29,18005.612
1500,1990,estimates,5yearly,30_34,12790.123
1500,1990,estimates,5yearly,35_39,8130.678
1500,1990,estimates,5yearly,40_44,3822.397
1500,1990,estimates,5yearly,45_49,1111.854
1500,1995,estimates,5yearly,15_19,13880.452
1500,1995,estimates,5yearly,20_24,23136.325
1500,1995,estimates,5yearly,25_29,20251.339
1500,1995,estimates,5yearly,30_34,14192.265
1500,1995,estimates,5yearly,35_39,8716.693
1500,1995,estimates,5yearly,40_44,4003.631
1500,1995,estimates,5yearly,45_49,1144.334
1500,2000,estimates,5yearly,15_19,15225.268
1500,2000,estimates,5yearly,20_24,26145.074
1500,2000,estimates,5yearly,25_29,22387.987
1500,2000,estimates,5yearly,30_34,15782.586
1500,2000,estimates,5yearly,35_39,9259.264
1500,2000,estimates,5yearly,40_44,4098.186
1500,2000,estimates,5yearly,45_49,1169.096
1500,2005,estimates,5yearly,15_19,16259.711
1500,2005,estimates,5yearly,20_24,29027.542
1500,2005,estimates,5yearly,25_29,25231.928
1500,2005,estimates,5yearly,30_34,17439.275
1500,2005,estimates,5yearly,35_39,9915.103
1500,2005,estimates,5yearly,40_44,4053.523
1500,2005,estimates,5yearly,45_49,1201.897
1500,2010,estimates,5yearly,15_19,17097.203
1500,2010,estimates,5yearly,20_24,31410.146
1500,2010,estimates,5yearly,25_29,28201.499
