region,year,variant,freq,age5yearinterval,noofbirthbymother
1501,1950,estimates,5yearly,15_19,22490.487
1501,1950,estimates,5yearly,20_24,46840.126
1501,1950,estimates,5yearly,25_29,45100.055
1501,1950,estimates,5yearly,30_34,32444.718
1501,1950,estimates,5yearly,35_39,19736.839
1501,1950,estimates,5yearly,40_44,8518.331
1501,1950,estimates,5yearly,45_49,2278.728
1501,1955,estimates,5yearly,15_19,24238.33
1501,1955,estimates,5yearly,20_24,51696.35
1501,1955,estimates,5yearly,25_29,50171.996
1501,1955,estimates,5yearly,30_34,36348.807
1501,1955,estimates,5yearly,35_39,21596.648
1501,1955,estimates,5yearly,40_44,9267.984
1501,1955,estimates,5yearly,45_49,2524.978
1501,1960,estimates,5yearly,15_19,26595.266
1501,1960,estimates,5yearly,20_24,55547.697
1501,1960,estimates,5yearly,25_29,53702.813
1501,1960,estimates,5yearly,30_34,40163.368
1501,1960,estimates,5yearly,35_39,24269.075
1501,1960,estimates,5yearly,40_44,10144.207
1501,1960,estimates,5yearly,45_49,2638.099
1501,1965,estimates,5yearly,15_19,31248.534
1501,1965,estimates,5yearly,20_24,59968.721
1501,1965,estimates,5yearly,25_29,56494.641
1501,1965,estimates,5yearly,30_34,42851.326
1501,1965,estimates,5yearly,35_39,25945.491
1501,1965,estimates,5yearly,40_44,10942.097
1501,1965,estimates,5yearly,45_49,2717.208
1501,1970,estimates,5yearly,15_19,36021.268
1501,1970,estimates,5yearly,20_24,70161.844
1501,1970,estimates,5yearly,25_29,59612.807
1501,1970,estimates,5yearly,30_34,43360.576
1501,1970,estimates,5yearly,35_39,26510.802
1501,1970,estimates,5yearly,40_44,11264.602
1501,1970,estimates,5yearly,45_49,2917.816
1501,1975,estimates,5yearly,15_19,40369.977
1501,1975,estimates,5yearly,20_24,81414.634
1501,1975,estimates,5yearly,25_29,66200.375
1501,1975,estimates,5yearly,30_34,43150.205
1501,1975,estimates,5yearly,35_39,25381.086
1501,1975,estimates,5yearly,40_44,10957.072
1501,1975,estimates,5yearly,45_49,2894.862
1501,1980,estimates,5yearly,15_19,44118.564
