region,year,variant,freq,age5yearinterval,noofbirthbymother
923,1950,estimates,5yearly,15_19,1414.874
923,1950,estimates,5yearly,20_24,9108.314
923,1950,estimates,5yearly,25_29,10039.337
923,1950,estimates,5yearly,30_34,4921.374
923,1950,estimates,5yearly,35_39,2839.976
923,1950,estimates,5yearly,40_44,1311.384
923,1950,estimates,5yearly,45_49,183.151
923,1955,estimates,5yearly,15_19,1738.691
923,1955,estimates,5yearly,20_24,9399.617
923,1955,estimates,5yearly,25_29,9145.428
923,1955,estimates,5yearly,30_34,6068.21
923,1955,estimates,5yearly,35_39,2586.109
923,1955,estimates,5yearly,40_44,802.418
923,1955,estimates,5yearly,45_49,126.978
923,1960,estimates,5yearly,15_19,1609.891
923,1960,estimates,5yearly,20_24,8343.674
923,1960,estimates,5yearly,25_29,7617.588
923,1960,estimates,5yearly,30_34,4674.661
923,1960,estimates,5yearly,35_39,2345.141
923,1960,estimates,5yearly,40_44,602.702
923,1960,estimates,5yearly,45_49,69.069
923,1965,estimates,5yearly,15_19,1973.356
923,1965,estimates,5yearly,20_24,7312.689
923,1965,estimates,5yearly,25_29,5835.712
923,1965,estimates,5yearly,30_34,3973.89
923,1965,estimates,5yearly,35_39,1843.679
923,1965,estimates,5yearly,40_44,539.616
923,1965,estimates,5yearly,45_49,42.549
923,1970,estimates,5yearly,15_19,2353.911
923,1970,estimates,5yearly,20_24,9704.874
923,1970,estimates,5yearly,25_29,5412.144
923,1970,estimates,5yearly,30_34,3202.867
923,1970,estimates,5yearly,35_39,1641.907
923,1970,estimates,5yearly,40_44,423.866
923,1970,estimates,5yearly,45_49,34.004
923,1975,estimates,5yearly,15_19,2638.392
923,1975,estimates,5yearly,20_24,10664.805
923,1975,estimates,5yearly,25_29,6584.418
923,1975,estimates,5yearly,30_34,2631.59
923,1975,estimates,5yearly,35_39,1130.812
923,1975,estimates,5yearly,40_44,329.447
923,1975,estimates,5yearly,45_49,24.171
923,1980,estimates,5yearly,15_19,2614.481
923,1980,estimates,5yearly,20_24,10410.459
923,1980,estimates,5yearly,25_29,7108.034
923,1980,estimates,5yearly,30_34,3239.563
923,1980,estimates,5yearly,35_39,967.995
923,1980,estimates,5yearly,40_44,218.206
923,1980,estimates,5yearly,45_49,17.013
923,1985,estimates,5yearly,15_19,2671.42
923,1985,estimates,5yearly,20_24,9160.265
923,1985,estimates,5yearly,25_29,6794.517
923,1985,estimates,5yearly,30_34,3553.687
923,1985,estimates,5yearly,35_39,1285.881
923,1985,estimates,5yearly,40_44,216.022
923,1985,estimates,5yearly,45_49,10.914
923,1990,estimates,5yearly,15_19,2750.329
923,1990,estimates,5yearly,20_24,7277.442
923,1990,estimates,5yearly,25_29,4398.533
923,1990,estimates,5yearly,30_34,2266.353
923,1990,estimates,5yearly,35_39,907.268
923,1990,estimates,5yearly,40_44,187.504
923,1990,estimates,5yearly,45_49,8.235
923,1995,estimates,5yearly,15_19,2020.472
923,1995,estimates,5yearly,20_24,5686.081
923,1995,estimates,5yearly,25_29,3834.313
923,1995,estimates,5yearly,30_34,1857.073
923,1995,estimates,5yearly,35_39,746.606
923,1995,estimates,5yearly,40_44,163.605
923,1995,estimates,5yearly,45_49,7.993
923,2000,estimates,5yearly,15_19,1559.256
923,2000,estimates,5yearly,20_24,5108.254
923,2000,estimates,5yearly,25_29,4334.262
923,2000,estimates,5yearly,30_34,2229.653
923,2000,estimates,5yearly,35_39,814.682
923,2000,estimates,5yearly,40_44,170.076
923,2000,estimates,5yearly,45_49,8.008
923,2005,estimates,5yearly,15_19,1401.656
923,2005,estimates,5yearly,20_24,4825.549
923,2005,estimates,5yearly,25_29,5086.662
923,2005,estimates,5yearly,30_34,3266.531
923,2005,estimates,5yearly,35_39,1210.569
923,2005,estimates,5yearly,40_44,215.319
923,2005,estimates,5yearly,45_49,10.508
923,2010,estimates,5yearly,15_19,976.349
923,2010,estimates,5yearly,20_24,4099.327
923,2010,estimates,5yearly,25_29,5767.925
923,2010,estimates,5yearly,30_34,4124.51
923,2010,estimates,5yearly,35_39,1778.598
923,2010,estimates,5yearly,40_44,321.028
923,2010,estimates,5yearly,45_49,15.287
923,2015,constant_fertility,5yearly,15_19,850.034
923,2015,constant_mortality,5yearly,15_19,722.654
923,2015,high_variant,5yearly,15_19,835.374
