variant,continent,year,potentialsupport2064_65
estimates,935,1950,12.202
estimates,935,1951,12.117
estimates,935,1952,12.099
estimates,935,1953,12.159
estimates,935,1954,12.305
estimates,935,1955,12.536
estimates,935,1956,12.508
estimates,935,1957,12.565
estimates,935,1958,12.695
estimates,935,1959,12.881
estimates,935,1960,13.114
estimates,935,1961,12.979
estimates,935,1962,12.9
estimates,935,1963,12.874
estimates,935,1964,12.901
estimates,935,1965,12.979
estimates,935,1966,12.699
estimates,935,1967,12.468
estimates,935,1968,12.287
estimates,935,1969,12.155
estimates,935,1970,12.072
estimates,935,1971,11.896
estimates,935,1972,11.778
estimates,935,1973,11.7
estimates,935,1974,11.643
estimates,935,1975,11.594
estimates,935,1976,11.443
estimates,935,1977,11.313
estimates,935,1978,11.206
estimates,935,1979,11.125
estimates,935,1980,11.071
estimates,935,1981,10.962
estimates,935,1982,10.884
estimates,935,1983,10.835
estimates,935,1984,10.81
estimates,935,1985,10.807
estimates,935,1986,10.756
estimates,935,1987,10.733
estimates,935,1988,10.723
estimates,935,1989,10.71
estimates,935,1990,10.685
estimates,935,1991,10.587
estimates,935,1992,10.493
estimates,935,1993,10.397
estimates,935,1994,10.296
estimates,935,1995,10.186
estimates,935,1996,10.025
estimates,935,1997,9.87
estimates,935,1998,9.722
estimates,935,1999,9.585
estimates,935,2000,9.462
estimates,935,2001,9.312
estimates,935,2002,9.179
estimates,935,2003,9.067
estimates,935,2004,8.981
estimates,935,2005,8.92
estimates,935,2006,8.854
estimates,935,2007,8.809
estimates,935,2008,8.772
estimates,935,2009,8.726
estimates,935,2010,8.661
estimates,935,2011,8.562
estimates,935,2012,8.456
estimates,935,2013,8.332
estimates,935,2014,8.176
estimates,935,2015,7.985
medium_variant,935,2015,7.985
medium_variant,935,2016,7.748
medium_variant,935,2017,7.493
medium_variant,935,2018,7.237
medium_variant,935,2019,7.001
medium_variant,935,2020,6.791
medium_variant,935,2021,6.593
medium_variant,935,2022,6.418
medium_variant,935,2023,6.255
medium_variant,935,2024,6.092
medium_variant,935,2025,5.924
medium_variant,935,2026,5.752
medium_variant,935,2027,5.583
medium_variant,935,2028,5.416
medium_variant,935,2029,5.249
medium_variant,935,2030,5.082
medium_variant,935,2031,4.918
medium_variant,935,2032,4.758
medium_variant,935,2033,4.604
medium_variant,935,2034,4.459
medium_variant,935,2035,4.325
medium_variant,935,2036,4.201
medium_variant,935,2037,4.087
medium_variant,935,2038,3.981
medium_variant,935,2039,3.887
medium_variant,935,2040,3.803
medium_variant,935,2041,3.731
medium_variant,935,2042,3.669
medium_variant,935,2043,3.612
medium_variant,935,2044,3.555
medium_variant,935,2045,3.496
medium_variant,935,2046,3.437
medium_variant,935,2047,3.377
medium_variant,935,2048,3.315
medium_variant,935,2049,3.249
medium_variant,935,2050,3.178
medium_variant,935,2051,3.104
medium_variant,935,2052,3.027
medium_variant,935,2053,2.95
medium_variant,935,2054,2.878
medium_variant,935,2055,2.813
medium_variant,935,2056,2.757
medium_variant,935,2057,2.708
medium_variant,935,2058,2.664
medium_variant,935,2059,2.625
medium_variant,935,2060,2.59
medium_variant,935,2061,2.563
medium_variant,935,2062,2.539
medium_variant,935,2063,2.518
medium_variant,935,2064,2.498
medium_variant,935,2065,2.478
medium_variant,935,2066,2.462
medium_variant,935,2067,2.444
medium_variant,935,2068,2.426
medium_variant,935,2069,2.408
medium_variant,935,2070,2.389
medium_variant,935,2071,2.372
medium_variant,935,2072,2.354
medium_variant,935,2073,2.334
medium_variant,935,2074,2.313
medium_variant,935,2075,2.29
medium_variant,935,2076,2.27
medium_variant,935,2077,2.248
medium_variant,935,2078,2.225
medium_variant,935,2079,2.201
medium_variant,935,2080,2.177
medium_variant,935,2081,2.157
medium_variant,935,2082,2.136
medium_variant,935,2083,2.115
medium_variant,935,2084,2.096
medium_variant,935,2085,2.077
medium_variant,935,2086,2.062
medium_variant,935,2087,2.047
medium_variant,935,2088,2.032
