variant,continent,year,potentialsupport2064_65
estimates,903,1950,14.039
estimates,903,1951,14.015
estimates,903,1952,14.059
estimates,903,1953,14.163
estimates,903,1954,14.316
estimates,903,1955,14.515
estimates,903,1956,14.391
estimates,903,1957,14.326
estimates,903,1958,14.311
estimates,903,1959,14.337
estimates,903,1960,14.397
estimates,903,1961,14.207
estimates,903,1962,14.071
estimates,903,1963,13.984
estimates,903,1964,13.943
estimates,903,1965,13.947
estimates,903,1966,13.797
estimates,903,1967,13.71
estimates,903,1968,13.673
estimates,903,1969,13.676
estimates,903,1970,13.711
estimates,903,1971,13.572
estimates,903,1972,13.481
estimates,903,1973,13.435
estimates,903,1974,13.433
estimates,903,1975,13.471
estimates,903,1976,13.377
estimates,903,1977,13.331
estimates,903,1978,13.318
estimates,903,1979,13.329
estimates,903,1980,13.358
estimates,903,1981,13.282
estimates,903,1982,13.24
estimates,903,1983,13.227
estimates,903,1984,13.235
estimates,903,1985,13.257
estimates,903,1986,13.166
estimates,903,1987,13.104
estimates,903,1988,13.066
estimates,903,1989,13.047
estimates,903,1990,13.044
estimates,903,1991,12.966
estimates,903,1992,12.921
estimates,903,1993,12.902
estimates,903,1994,12.904
estimates,903,1995,12.92
estimates,903,1996,12.832
estimates,903,1997,12.772
estimates,903,1998,12.74
estimates,903,1999,12.738
estimates,903,2000,12.766
estimates,903,2001,12.726
estimates,903,2002,12.725
estimates,903,2003,12.753
estimates,903,2004,12.803
estimates,903,2005,12.868
estimates,903,2006,12.849
estimates,903,2007,12.857
estimates,903,2008,12.882
estimates,903,2009,12.913
estimates,903,2010,12.943
estimates,903,2011,12.936
estimates,903,2012,12.935
estimates,903,2013,12.937
estimates,903,2014,12.939
estimates,903,2015,12.936
medium_variant,903,2015,12.936
medium_variant,903,2016,12.863
medium_variant,903,2017,12.798
medium_variant,903,2018,12.739
medium_variant,903,2019,12.681
medium_variant,903,2020,12.624
medium_variant,903,2021,12.507
medium_variant,903,2022,12.404
medium_variant,903,2023,12.312
medium_variant,903,2024,12.227
medium_variant,903,2025,12.146
medium_variant,903,2026,12.03
medium_variant,903,2027,11.927
medium_variant,903,2028,11.834
medium_variant,903,2029,11.751
medium_variant,903,2030,11.677
medium_variant,903,2031,11.58
medium_variant,903,2032,11.496
medium_variant,903,2033,11.418
medium_variant,903,2034,11.338
medium_variant,903,2035,11.25
medium_variant,903,2036,11.136
medium_variant,903,2037,11.023
medium_variant,903,2038,10.906
medium_variant,903,2039,10.779
medium_variant,903,2040,10.641
medium_variant,903,2041,10.48
medium_variant,903,2042,10.318
medium_variant,903,2043,10.153
medium_variant,903,2044,9.981
medium_variant,903,2045,9.801
medium_variant,903,2046,9.611
medium_variant,903,2047,9.423
medium_variant,903,2048,9.239
medium_variant,903,2049,9.058
medium_variant,903,2050,8.88
medium_variant,903,2051,8.707
medium_variant,903,2052,8.541
medium_variant,903,2053,8.384
medium_variant,903,2054,8.235
medium_variant,903,2055,8.093
medium_variant,903,2056,7.961
medium_variant,903,2057,7.839
medium_variant,903,2058,7.722
medium_variant,903,2059,7.609
medium_variant,903,2060,7.498
medium_variant,903,2061,7.392
medium_variant,903,2062,7.291
medium_variant,903,2063,7.191
medium_variant,903,2064,7.09
medium_variant,903,2065,6.986
medium_variant,903,2066,6.884
medium_variant,903,2067,6.783
medium_variant,903,2068,6.68
medium_variant,903,2069,6.575
medium_variant,903,2070,6.466
medium_variant,903,2071,6.36
medium_variant,903,2072,6.254
medium_variant,903,2073,6.147
medium_variant,903,2074,6.036
medium_variant,903,2075,5.923
medium_variant,903,2076,5.812
medium_variant,903,2077,5.701
medium_variant,903,2078,5.592
medium_variant,903,2079,5.485
medium_variant,903,2080,5.381
medium_variant,903,2081,5.286
medium_variant,903,2082,5.196
medium_variant,903,2083,5.108
