variant,continent,year,potentialsupport2064_65
estimates,909,1950,7.505
estimates,909,1951,7.4
estimates,909,1952,7.307
estimates,909,1953,7.231
estimates,909,1954,7.178
estimates,909,1955,7.148
estimates,909,1956,7.058
estimates,909,1957,6.997
estimates,909,1958,6.961
estimates,909,1959,6.944
estimates,909,1960,6.941
estimates,909,1961,6.904
estimates,909,1962,6.884
estimates,909,1963,6.881
estimates,909,1964,6.894
estimates,909,1965,6.924
estimates,909,1966,6.966
estimates,909,1967,7.029
estimates,909,1968,7.104
estimates,909,1969,7.179
estimates,909,1970,7.244
estimates,909,1971,7.184
estimates,909,1972,7.128
estimates,909,1973,7.077
estimates,909,1974,7.03
estimates,909,1975,6.983
estimates,909,1976,6.881
estimates,909,1977,6.782
estimates,909,1978,6.692
estimates,909,1979,6.62
estimates,909,1980,6.568
estimates,909,1981,6.522
estimates,909,1982,6.497
estimates,909,1983,6.479
estimates,909,1984,6.45
estimates,909,1985,6.403
estimates,909,1986,6.342
estimates,909,1987,6.271
estimates,909,1988,6.196
estimates,909,1989,6.128
estimates,909,1990,6.073
estimates,909,1991,6.008
estimates,909,1992,5.955
estimates,909,1993,5.913
estimates,909,1994,5.881
estimates,909,1995,5.856
estimates,909,1996,5.831
estimates,909,1997,5.811
estimates,909,1998,5.794
estimates,909,1999,5.775
estimates,909,2000,5.751
estimates,909,2001,5.73
estimates,909,2002,5.706
estimates,909,2003,5.679
estimates,909,2004,5.647
estimates,909,2005,5.61
estimates,909,2006,5.579
estimates,909,2007,5.543
estimates,909,2008,5.5
estimates,909,2009,5.442
estimates,909,2010,5.364
estimates,909,2011,5.263
estimates,909,2012,5.146
estimates,909,2013,5.022
estimates,909,2014,4.901
estimates,909,2015,4.792
medium_variant,909,2015,4.792
medium_variant,909,2016,4.694
medium_variant,909,2017,4.604
medium_variant,909,2018,4.52
medium_variant,909,2019,4.435
medium_variant,909,2020,4.347
medium_variant,909,2021,4.26
medium_variant,909,2022,4.171
medium_variant,909,2023,4.082
medium_variant,909,2024,3.993
medium_variant,909,2025,3.906
medium_variant,909,2026,3.827
medium_variant,909,2027,3.748
medium_variant,909,2028,3.673
medium_variant,909,2029,3.606
medium_variant,909,2030,3.548
medium_variant,909,2031,3.508
medium_variant,909,2032,3.476
medium_variant,909,2033,3.447
medium_variant,909,2034,3.415
medium_variant,909,2035,3.376
medium_variant,909,2036,3.341
medium_variant,909,2037,3.299
medium_variant,909,2038,3.256
medium_variant,909,2039,3.218
medium_variant,909,2040,3.19
medium_variant,909,2041,3.179
medium_variant,909,2042,3.175
medium_variant,909,2043,3.172
medium_variant,909,2044,3.166
medium_variant,909,2045,3.152
medium_variant,909,2046,3.137
medium_variant,909,2047,3.114
medium_variant,909,2048,3.086
medium_variant,909,2049,3.055
medium_variant,909,2050,3.024
medium_variant,909,2051,3.001
medium_variant,909,2052,2.977
medium_variant,909,2053,2.951
medium_variant,909,2054,2.924
medium_variant,909,2055,2.896
medium_variant,909,2056,2.874
medium_variant,909,2057,2.849
medium_variant,909,2058,2.824
medium_variant,909,2059,2.8
medium_variant,909,2060,2.777
medium_variant,909,2061,2.762
medium_variant,909,2062,2.747
medium_variant,909,2063,2.732
