variant,continent,year,potentialsupport2064_65
estimates,905,1950,6.987
estimates,905,1951,6.824
estimates,905,1952,6.678
estimates,905,1953,6.539
estimates,905,1954,6.405
estimates,905,1955,6.273
estimates,905,1956,6.15
estimates,905,1957,6.046
estimates,905,1958,5.959
estimates,905,1959,5.886
estimates,905,1960,5.826
estimates,905,1961,5.728
estimates,905,1962,5.647
estimates,905,1963,5.584
estimates,905,1964,5.542
estimates,905,1965,5.523
estimates,905,1966,5.507
estimates,905,1967,5.509
estimates,905,1968,5.516
estimates,905,1969,5.515
estimates,905,1970,5.502
estimates,905,1971,5.469
estimates,905,1972,5.433
estimates,905,1973,5.394
estimates,905,1974,5.359
estimates,905,1975,5.334
estimates,905,1976,5.278
estimates,905,1977,5.228
estimates,905,1978,5.181
estimates,905,1979,5.133
estimates,905,1980,5.087
estimates,905,1981,5.061
estimates,905,1982,5.043
estimates,905,1983,5.023
estimates,905,1984,4.996
estimates,905,1985,4.962
estimates,905,1986,4.922
estimates,905,1987,4.879
estimates,905,1988,4.834
estimates,905,1989,4.793
estimates,905,1990,4.758
estimates,905,1991,4.733
estimates,905,1992,4.714
estimates,905,1993,4.701
estimates,905,1994,4.697
estimates,905,1995,4.703
estimates,905,1996,4.716
estimates,905,1997,4.738
estimates,905,1998,4.765
estimates,905,1999,4.793
estimates,905,2000,4.82
estimates,905,2001,4.837
estimates,905,2002,4.85
estimates,905,2003,4.859
estimates,905,2004,4.863
estimates,905,2005,4.86
estimates,905,2006,4.834
estimates,905,2007,4.8
estimates,905,2008,4.754
estimates,905,2009,4.689
estimates,905,2010,4.606
estimates,905,2011,4.504
estimates,905,2012,4.389
estimates,905,2013,4.267
estimates,905,2014,4.144
estimates,905,2015,4.024
medium_variant,905,2015,4.024
medium_variant,905,2016,3.912
medium_variant,905,2017,3.801
medium_variant,905,2018,3.691
medium_variant,905,2019,3.581
medium_variant,905,2020,3.469
medium_variant,905,2021,3.363
medium_variant,905,2022,3.258
medium_variant,905,2023,3.156
medium_variant,905,2024,3.059
medium_variant,905,2025,2.967
medium_variant,905,2026,2.888
medium_variant,905,2027,2.812
medium_variant,905,2028,2.742
medium_variant,905,2029,2.682
medium_variant,905,2030,2.631
medium_variant,905,2031,2.596
medium_variant,905,2032,2.569
medium_variant,905,2033,2.548
medium_variant,905,2034,2.528
medium_variant,905,2035,2.507
medium_variant,905,2036,2.494
medium_variant,905,2037,2.479
medium_variant,905,2038,2.465
medium_variant,905,2039,2.453
medium_variant,905,2040,2.445
medium_variant,905,2041,2.448
medium_variant,905,2042,2.453
medium_variant,905,2043,2.457
medium_variant,905,2044,2.459
medium_variant,905,2045,2.454
medium_variant,905,2046,2.451
medium_variant,905,2047,2.441
medium_variant,905,2048,2.426
medium_variant,905,2049,2.41
medium_variant,905,2050,2.395
medium_variant,905,2051,2.387
medium_variant,905,2052,2.378
medium_variant,905,2053,2.368
medium_variant,905,2054,2.353
medium_variant,905,2055,2.334
medium_variant,905,2056,2.316
medium_variant,905,2057,2.292
medium_variant,905,2058,2.266
medium_variant,905,2059,2.242
medium_variant,905,2060,2.221
medium_variant,905,2061,2.211
medium_variant,905,2062,2.203
medium_variant,905,2063,2.196
medium_variant,905,2064,2.187
medium_variant,905,2065,2.175
medium_variant,905,2066,2.17
medium_variant,905,2067,2.162
medium_variant,905,2068,2.151
medium_variant,905,2069,2.139
medium_variant,905,2070,2.125
medium_variant,905,2071,2.118
medium_variant,905,2072,2.108
