variant,region,year,childdependencyratio2069
estimates,922,1950,98.849
estimates,922,1951,99.564
estimates,922,1952,100.476
estimates,922,1953,101.097
estimates,922,1954,101.349
estimates,922,1955,101.397
estimates,922,1956,102.817
estimates,922,1957,103.575
estimates,922,1958,104.118
estimates,922,1959,104.803
estimates,922,1960,105.746
estimates,922,1961,106.939
estimates,922,1962,108.441
estimates,922,1963,110.082
estimates,922,1964,111.566
estimates,922,1965,112.757
estimates,922,1966,114.52
estimates,922,1967,115.938
estimates,922,1968,116.969
estimates,922,1969,117.603
estimates,922,1970,117.837
estimates,922,1971,117.803
estimates,922,1972,117.391
estimates,922,1973,116.751
estimates,922,1974,116.029
estimates,922,1975,115.32
estimates,922,1976,115.027
estimates,922,1977,114.575
estimates,922,1978,114.023
estimates,922,1979,113.419
estimates,922,1980,112.781
estimates,922,1981,112.109
estimates,922,1982,111.346
estimates,922,1983,110.487
estimates,922,1984,109.5
estimates,922,1985,108.388
estimates,922,1986,108.003
estimates,922,1987,107.347
estimates,922,1988,106.51
estimates,922,1989,105.578
estimates,922,1990,104.59
estimates,922,1991,103.201
estimates,922,1992,101.848
estimates,922,1993,100.497
estimates,922,1994,99.093
estimates,922,1995,97.616
estimates,922,1996,96.307
estimates,922,1997,94.811
estimates,922,1998,93.187
estimates,922,1999,91.466
estimates,922,2000,89.681
estimates,922,2001,88.279
estimates,922,2002,86.678
estimates,922,2003,84.953
estimates,922,2004,83.183
estimates,922,2005,81.415
estimates,922,2006,79.484
estimates,922,2007,77.528
estimates,922,2008,75.586
estimates,922,2009,73.698
estimates,922,2010,71.924
estimates,922,2011,70.895
estimates,922,2012,69.969
estimates,922,2013,69.131
estimates,922,2014,68.342
estimates,922,2015,67.564
medium_variant,922,2015,67.564
medium_variant,922,2016,66.819
medium_variant,922,2017,65.961
medium_variant,922,2018,65.055
medium_variant,922,2019,64.192
medium_variant,922,2020,63.425
medium_variant,922,2021,62.716
medium_variant,922,2022,62.132
medium_variant,922,2023,61.614
medium_variant,922,2024,61.065
medium_variant,922,2025,60.436
medium_variant,922,2026,59.921
medium_variant,922,2027,59.326
medium_variant,922,2028,58.66
medium_variant,922,2029,57.948
medium_variant,922,2030,57.21
medium_variant,922,2031,56.542
medium_variant,922,2032,55.821
medium_variant,922,2033,55.077
medium_variant,922,2034,54.336
medium_variant,922,2035,53.621
medium_variant,922,2036,53.037
medium_variant,922,2037,52.465
medium_variant,922,2038,51.914
medium_variant,922,2039,51.39
medium_variant,922,2040,50.895
