variant,region,year,childdependencyratio2069
estimates,924,1950,48.072
estimates,924,1951,48.442
estimates,924,1952,48.445
estimates,924,1953,48.626
estimates,924,1954,49.057
estimates,924,1955,49.587
estimates,924,1956,49.595
estimates,924,1957,49.971
estimates,924,1958,50.442
estimates,924,1959,50.814
estimates,924,1960,51.05
estimates,924,1961,51.657
estimates,924,1962,52.069
estimates,924,1963,52.315
estimates,924,1964,52.441
estimates,924,1965,52.437
estimates,924,1966,52.534
estimates,924,1967,52.324
estimates,924,1968,51.959
estimates,924,1969,51.619
estimates,924,1970,51.394
estimates,924,1971,51.253
estimates,924,1972,51.224
estimates,924,1973,51.219
estimates,924,1974,51.113
estimates,924,1975,50.845
estimates,924,1976,50.612
estimates,924,1977,50.278
estimates,924,1978,49.815
estimates,924,1979,49.22
estimates,924,1980,48.509
estimates,924,1981,47.814
estimates,924,1982,47.055
estimates,924,1983,46.241
estimates,924,1984,45.391
estimates,924,1985,44.535
estimates,924,1986,43.9
estimates,924,1987,43.226
estimates,924,1988,42.582
estimates,924,1989,42.037
estimates,924,1990,41.613
estimates,924,1991,41.304
estimates,924,1992,41.085
estimates,924,1993,40.936
estimates,924,1994,40.817
estimates,924,1995,40.701
estimates,924,1996,40.596
estimates,924,1997,40.467
estimates,924,1998,40.301
estimates,924,1999,40.094
estimates,924,2000,39.846
estimates,924,2001,39.624
estimates,924,2002,39.361
estimates,924,2003,39.044
estimates,924,2004,38.678
estimates,924,2005,38.291
estimates,924,2006,38.145
estimates,924,2007,37.994
estimates,924,2008,37.818
estimates,924,2009,37.578
estimates,924,2010,37.256
estimates,924,2011,37.174
estimates,924,2012,36.909
estimates,924,2013,36.578
estimates,924,2014,36.338
estimates,924,2015,36.265
medium_variant,924,2015,36.265
medium_variant,924,2016,36.257
medium_variant,924,2017,36.457
medium_variant,924,2018,36.778
medium_variant,924,2019,37.085
medium_variant,924,2020,37.315
medium_variant,924,2021,37.669
medium_variant,924,2022,37.96
medium_variant,924,2023,38.174
medium_variant,924,2024,38.31
medium_variant,924,2025,38.363
medium_variant,924,2026,38.425
medium_variant,924,2027,38.373
medium_variant,924,2028,38.242
medium_variant,924,2029,38.086
medium_variant,924,2030,37.941
medium_variant,924,2031,37.882
medium_variant,924,2032,37.837
medium_variant,924,2033,37.792
medium_variant,924,2034,37.729
medium_variant,924,2035,37.641
medium_variant,924,2036,37.642
medium_variant,924,2037,37.629
medium_variant,924,2038,37.596
medium_variant,924,2039,37.54
medium_variant,924,2040,37.46
medium_variant,924,2041,37.472
medium_variant,924,2042,37.45
medium_variant,924,2043,37.405
medium_variant,924,2044,37.353
medium_variant,924,2045,37.305
medium_variant,924,2046,37.35
medium_variant,924,2047,37.388
medium_variant,924,2048,37.42
medium_variant,924,2049,37.452
medium_variant,924,2050,37.486
medium_variant,924,2051,37.602
medium_variant,924,2052,37.718
medium_variant,924,2053,37.825
medium_variant,924,2054,37.912
medium_variant,924,2055,37.973
medium_variant,924,2056,38.088
medium_variant,924,2057,38.176
medium_variant,924,2058,38.233
medium_variant,924,2059,38.258
medium_variant,924,2060,38.253
medium_variant,924,2061,38.298
medium_variant,924,2062,38.312
medium_variant,924,2063,38.291
medium_variant,924,2064,38.231
medium_variant,924,2065,38.134
medium_variant,924,2066,38.079
medium_variant,924,2067,37.991
medium_variant,924,2068,37.874
medium_variant,924,2069,37.736
medium_variant,924,2070,37.585
medium_variant,924,2071,37.496
medium_variant,924,2072,37.393
medium_variant,924,2073,37.284
medium_variant,924,2074,37.184
medium_variant,924,2075,37.102
medium_variant,924,2076,37.104
medium_variant,924,2077,37.12
medium_variant,924,2078,37.144
medium_variant,924,2079,37.166
medium_variant,924,2080,37.18
medium_variant,924,2081,37.244
medium_variant,924,2082,37.299
medium_variant,924,2083,37.343
medium_variant,924,2084,37.375
medium_variant,924,2085,37.396
medium_variant,924,2086,37.458
medium_variant,924,2087,37.506
medium_variant,924,2088,37.537
medium_variant,924,2089,37.55
medium_variant,924,2090,37.546
medium_variant,924,2091,37.572
medium_variant,924,2092,37.582
medium_variant,924,2093,37.571
medium_variant,924,2094,37.541
medium_variant,924,2095,37.492
medium_variant,924,2096,37.474
medium_variant,924,2097,37.437
medium_variant,924,2098,37.385
medium_variant,924,2099,37.32
medium_variant,924,2100,37.249
high_variant,924,2015,36.2652676000346
low_variant,924,2015,36.2652676000346
constant_fertility,924,2015,36.2652676000346
instant_replacement,924,2015,36.2652676000346
zero_migration,924,2015,36.2652676000346
constant_mortality,924,2015,36.2652676000346
no_change,924,2015,36.2652676000346
high_variant,924,2020,38.5768657989916
low_variant,924,2020,36.0538846733191
constant_fertility,924,2020,37.2726260413793
instant_replacement,924,2020,38.2968678426596
zero_migration,924,2020,37.2016043569119
constant_mortality,924,2020,37.3517027473301
no_change,924,2020,37.3089412951111
high_variant,924,2025,41.6151011726842
low_variant,924,2025,35.1114355675519
constant_fertility,924,2025,38.230809887634
instant_replacement,924,2025,40.2951498902143
zero_migration,924,2025,38.1933841180816
constant_mortality,924,2025,38.4652555111107
no_change,924,2025,38.3325378672614
high_variant,924,2030,43.5659446758936
low_variant,924,2030,32.3170193595435
constant_fertility,924,2030,37.7693129356322
instant_replacement,924,2030,40.7606241878129
zero_migration,924,2030,37.4917406724317
constant_mortality,924,2030,38.118982268718
no_change,924,2030,37.9461025902451
high_variant,924,2035,45.6431027893857
low_variant,924,2035,29.6439127025427
constant_fertility,924,2035,37.4720200647161
instant_replacement,924,2035,41.3428494575992
zero_migration,924,2035,36.7756121772364
constant_mortality,924,2035,37.8896600122508
no_change,924,2035,37.7199734969406
high_variant,924,2040,46.1950709767764
low_variant,924,2040,28.5635821236933
constant_fertility,924,2040,37.3225184531512
instant_replacement,924,2040,40.7653395233835
zero_migration,924,2040,36.3884645541944
constant_mortality,924,2040,37.7743916966287
no_change,924,2040,37.6363911013848
high_variant,924,2045,46.0744014033497
low_variant,924,2045,28.2288279234023
constant_fertility,924,2045,37.2153959852293
instant_replacement,924,2045,40.4341946168184
zero_migration,924,2045,36.2413026544261
constant_mortality,924,2045,37.6882465567166
no_change,924,2045,37.5985717867962
high_variant,924,2050,46.3572113588747
low_variant,924,2050,28.3668678503545
constant_fertility,924,2050,37.3500096419824
instant_replacement,924,2050,40.7849069595366
zero_migration,924,2050,36.6139381206787
constant_mortality,924,2050,37.9454844376014
no_change,924,2050,37.8091396644667
high_variant,924,2055,47.6696153254601
low_variant,924,2055,28.2859760246043
constant_fertility,924,2055,37.7238896738604
instant_replacement,924,2055,41.6856163439187
zero_migration,924,2055,37.3470452496111
constant_mortality,924,2055,38.5025347200013
no_change,924,2055,38.2536645568231
high_variant,924,2060,49.0136902210321
low_variant,924,2060,27.7908696301894
constant_fertility,924,2060,37.9485118598263
instant_replacement,924,2060,42.3547014807176
zero_migration,924,2060,37.7338891611418
constant_mortality,924,2060,38.8353840918096
no_change,924,2060,38.531613244482
high_variant,924,2065,49.6251405525449
low_variant,924,2065,27.0626550689846
constant_fertility,924,2065,37.8641320505018
instant_replacement,924,2065,42.3660595877295
zero_migration,924,2065,37.5210894490899
constant_mortality,924,2065,38.7477399412822
no_change,924,2065,38.4816869520625
high_variant,924,2070,49.1093271518043
low_variant,924,2070,26.3671290217756
constant_fertility,924,2070,37.3861538485187
instant_replacement,924,2070,41.6141902647168
zero_migration,924,2070,36.7634315917375
constant_mortality,924,2070,38.2378408948078
no_change,924,2070,38.0464211536684
high_variant,924,2075,48.1742593386215
low_variant,924,2075,26.132409785299
constant_fertility,924,2075,36.9500034509052
instant_replacement,924,2075,40.8072837270056
zero_migration,924,2075,36.1755805185898
constant_mortality,924,2075,37.8103746665489
no_change,924,2075,37.666786932753
high_variant,924,2080,47.7915160629211
low_variant,924,2080,26.5744710822159
constant_fertility,924,2080,37.0243414152098
instant_replacement,924,2080,40.6874851500831
zero_migration,924,2080,36.4021664828283
constant_mortality,924,2080,37.9334647573116
no_change,924,2080,37.7851626415384
high_variant,924,2085,47.7718326966816
low_variant,924,2085,27.13931917204
constant_fertility,924,2085,37.1957472011562
instant_replacement,924,2085,40.8471950200559
zero_migration,924,2085,36.8608909937166
constant_mortality,924,2085,38.1928551651606
no_change,924,2085,37.9969073892874
high_variant,924,2090,48.2176258097191
low_variant,924,2090,27.2032261926121
constant_fertility,924,2090,37.3055458756908
instant_replacement,924,2090,41.2627588314615
zero_migration,924,2090,37.155602315535
constant_mortality,924,2090,38.3762321845041
no_change,924,2090,38.1390738150506
high_variant,924,2095,48.5445019610061
low_variant,924,2095,26.893197076879
constant_fertility,924,2095,37.2564521915466
instant_replacement,924,2095,41.3499653946561
zero_migration,924,2095,37.1020132264983
constant_mortality,924,2095,38.3465038694899
no_change,924,2095,38.1156632105535
high_variant,924,2100,48.4737978884884
low_variant,924,2100,26.4443161140544
constant_fertility,924,2100,37.0697706634938
instant_replacement,924,2100,41.0655466546596
zero_migration,924,2100,36.7582983736278
constant_mortality,924,2100,38.1275050085288
no_change,924,2100,37.9547238777174
