variant,region,year,gender,potentialsupport2064_65
estimates,916,1950,male,13.355
estimates,916,1951,male,13.389
estimates,916,1952,male,13.441
estimates,916,1953,male,13.514
estimates,916,1954,male,13.611
estimates,916,1955,male,13.729
estimates,916,1956,male,13.566
estimates,916,1957,male,13.434
estimates,916,1958,male,13.321
estimates,916,1959,male,13.216
estimates,916,1960,male,13.116
estimates,916,1961,male,12.896
estimates,916,1962,male,12.705
estimates,916,1963,male,12.536
estimates,916,1964,male,12.38
estimates,916,1965,male,12.235
estimates,916,1966,male,12.044
estimates,916,1967,male,11.872
estimates,916,1968,male,11.734
estimates,916,1969,male,11.649
estimates,916,1970,male,11.625
estimates,916,1971,male,11.591
estimates,916,1972,male,11.613
estimates,916,1973,male,11.669
estimates,916,1974,male,11.731
estimates,916,1975,male,11.785
estimates,916,1976,male,11.774
estimates,916,1977,male,11.761
estimates,916,1978,male,11.757
estimates,916,1979,male,11.784
estimates,916,1980,male,11.848
estimates,916,1981,male,11.889
estimates,916,1982,male,11.962
estimates,916,1983,male,12.041
estimates,916,1984,male,12.094
estimates,916,1985,male,12.106
estimates,916,1986,male,12.055
estimates,916,1987,male,11.981
estimates,916,1988,male,11.895
estimates,916,1989,male,11.817
estimates,916,1990,male,11.754
estimates,916,1991,male,11.688
estimates,916,1992,male,11.644
estimates,916,1993,male,11.613
estimates,916,1994,male,11.583
estimates,916,1995,male,11.547
estimates,916,1996,male,11.465
estimates,916,1997,male,11.382
estimates,916,1998,male,11.297
estimates,916,1999,male,11.213
estimates,916,2000,male,11.132
estimates,916,2001,male,11.05
estimates,916,2002,male,10.972
estimates,916,2003,male,10.89
estimates,916,2004,male,10.798
estimates,916,2005,male,10.691
estimates,916,2006,male,10.573
estimates,916,2007,male,10.447
estimates,916,2008,male,10.32
estimates,916,2009,male,10.2
estimates,916,2010,male,10.088
estimates,916,2011,male,9.987
estimates,916,2012,male,9.896
estimates,916,2013,male,9.798
estimates,916,2014,male,9.673
estimates,916,2015,male,9.513
medium_variant,916,2015,male,9.513
medium_variant,916,2016,male,9.329
medium_variant,916,2017,male,9.128
medium_variant,916,2018,male,8.916
medium_variant,916,2019,male,8.706
medium_variant,916,2020,male,8.501
medium_variant,916,2021,male,8.309
medium_variant,916,2022,male,8.123
medium_variant,916,2023,male,7.939
medium_variant,916,2024,male,7.756
medium_variant,916,2025,male,7.571
medium_variant,916,2026,male,7.4
medium_variant,916,2027,male,7.228
medium_variant,916,2028,male,7.056
medium_variant,916,2029,male,6.882
medium_variant,916,2030,male,6.705
medium_variant,916,2031,male,6.541
medium_variant,916,2032,male,6.38
medium_variant,916,2033,male,6.214
medium_variant,916,2034,male,6.034
medium_variant,916,2035,male,5.839
medium_variant,916,2036,male,5.647
medium_variant,916,2037,male,5.448
medium_variant,916,2038,male,5.251
medium_variant,916,2039,male,5.064
medium_variant,916,2040,male,4.889
medium_variant,916,2041,male,4.737
medium_variant,916,2042,male,4.595
medium_variant,916,2043,male,4.461
medium_variant,916,2044,male,4.332
medium_variant,916,2045,male,4.206
medium_variant,916,2046,male,4.095
medium_variant,916,2047,male,3.988
medium_variant,916,2048,male,3.884
medium_variant,916,2049,male,3.781
medium_variant,916,2050,male,3.678
medium_variant,916,2051,male,3.585
medium_variant,916,2052,male,3.494
medium_variant,916,2053,male,3.403
medium_variant,916,2054,male,3.312
medium_variant,916,2055,male,3.221
medium_variant,916,2056,male,3.141
medium_variant,916,2057,male,3.061
medium_variant,916,2058,male,2.983
medium_variant,916,2059,male,2.905
medium_variant,916,2060,male,2.828
medium_variant,916,2061,male,2.761
medium_variant,916,2062,male,2.696
medium_variant,916,2063,male,2.633
medium_variant,916,2064,male,2.571
medium_variant,916,2065,male,2.51
medium_variant,916,2066,male,2.458
medium_variant,916,2067,male,2.409
medium_variant,916,2068,male,2.362
medium_variant,916,2069,male,2.317
medium_variant,916,2070,male,2.272
medium_variant,916,2071,male,2.236
medium_variant,916,2072,male,2.203
medium_variant,916,2073,male,2.171
medium_variant,916,2074,male,2.137
medium_variant,916,2075,male,2.102
medium_variant,916,2076,male,2.074
medium_variant,916,2077,male,2.046
medium_variant,916,2078,male,2.017
medium_variant,916,2079,male,1.987
medium_variant,916,2080,male,1.956
medium_variant,916,2081,male,1.933
medium_variant,916,2082,male,1.911
medium_variant,916,2083,male,1.888
medium_variant,916,2084,male,1.864
medium_variant,916,2085,male,1.839
medium_variant,916,2086,male,1.822
medium_variant,916,2087,male,1.804
medium_variant,916,2088,male,1.787
medium_variant,916,2089,male,1.769
medium_variant,916,2090,male,1.749
medium_variant,916,2091,male,1.736
medium_variant,916,2092,male,1.724
medium_variant,916,2093,male,1.711
medium_variant,916,2094,male,1.698
medium_variant,916,2095,male,1.682
medium_variant,916,2096,male,1.673
medium_variant,916,2097,male,1.665
medium_variant,916,2098,male,1.655
medium_variant,916,2099,male,1.645
medium_variant,916,2100,male,1.632
estimates,916,1950,female,12.377
estimates,916,1951,female,12.455
estimates,916,1952,female,12.534
estimates,916,1953,female,12.614
estimates,916,1954,female,12.699
estimates,916,1955,female,12.784
estimates,916,1956,female,12.637
estimates,916,1957,female,12.504
estimates,916,1958,female,12.378
estimates,916,1959,female,12.253
estimates,916,1960,female,12.128
estimates,916,1961,female,11.922
estimates,916,1962,female,11.736
estimates,916,1963,female,11.563
estimates,916,1964,female,11.394
estimates,916,1965,female,11.225
estimates,916,1966,female,11.022
estimates,916,1967,female,10.829
estimates,916,1968,female,10.659
estimates,916,1969,female,10.531
estimates,916,1970,female,10.451
estimates,916,1971,female,10.376
estimates,916,1972,female,10.346
estimates,916,1973,female,10.341
estimates,916,1974,female,10.337
estimates,916,1975,female,10.321
estimates,916,1976,female,10.267
estimates,916,1977,female,10.206
estimates,916,1978,female,10.15
estimates,916,1979,female,10.115
estimates,916,1980,female,10.108
estimates,916,1981,female,10.11
estimates,916,1982,female,10.137
estimates,916,1983,female,10.165
estimates,916,1984,female,10.169
estimates,916,1985,female,10.135
estimates,916,1986,female,10.073
estimates,916,1987,female,9.988
estimates,916,1988,female,9.891
estimates,916,1989,female,9.796
estimates,916,1990,female,9.71
estimates,916,1991,female,9.657
estimates,916,1992,female,9.617
estimates,916,1993,female,9.581
estimates,916,1994,female,9.541
estimates,916,1995,female,9.49
estimates,916,1996,female,9.42
estimates,916,1997,female,9.344
estimates,916,1998,female,9.268
estimates,916,1999,female,9.201
estimates,916,2000,female,9.146
estimates,916,2001,female,9.113
estimates,916,2002,female,9.09
estimates,916,2003,female,9.067
estimates,916,2004,female,9.031
estimates,916,2005,female,8.975
estimates,916,2006,female,8.927
estimates,916,2007,female,8.864
estimates,916,2008,female,8.793
estimates,916,2009,female,8.723
estimates,916,2010,female,8.656
estimates,916,2011,female,8.604
estimates,916,2012,female,8.557
estimates,916,2013,female,8.498
estimates,916,2014,female,8.408
estimates,916,2015,female,8.277
medium_variant,916,2015,female,8.277
medium_variant,916,2016,female,8.127
medium_variant,916,2017,female,7.953
medium_variant,916,2018,female,7.764
medium_variant,916,2019,female,7.571
medium_variant,916,2020,female,7.377
medium_variant,916,2021,female,7.195
medium_variant,916,2022,female,7.016
medium_variant,916,2023,female,6.836
medium_variant,916,2024,female,6.655
medium_variant,916,2025,female,6.471
medium_variant,916,2026,female,6.302
medium_variant,916,2027,female,6.135
medium_variant,916,2028,female,5.966
medium_variant,916,2029,female,5.797
medium_variant,916,2030,female,5.625
medium_variant,916,2031,female,5.471
medium_variant,916,2032,female,5.319
medium_variant,916,2033,female,5.164
medium_variant,916,2034,female,5
medium_variant,916,2035,female,4.826
medium_variant,916,2036,female,4.663
medium_variant,916,2037,female,4.497
medium_variant,916,2038,female,4.333
medium_variant,916,2039,female,4.176
medium_variant,916,2040,female,4.029
medium_variant,916,2041,female,3.906
medium_variant,916,2042,female,3.79
medium_variant,916,2043,female,3.681
medium_variant,916,2044,female,3.575
medium_variant,916,2045,female,3.472
medium_variant,916,2046,female,3.385
medium_variant,916,2047,female,3.301
medium_variant,916,2048,female,3.221
medium_variant,916,2049,female,3.14
medium_variant,916,2050,female,3.059
medium_variant,916,2051,female,2.99
medium_variant,916,2052,female,2.922
medium_variant,916,2053,female,2.854
medium_variant,916,2054,female,2.784
medium_variant,916,2055,female,2.713
medium_variant,916,2056,female,2.653
medium_variant,916,2057,female,2.594
medium_variant,916,2058,female,2.534
medium_variant,916,2059,female,2.473
medium_variant,916,2060,female,2.411
medium_variant,916,2061,female,2.359
medium_variant,916,2062,female,2.308
medium_variant,916,2063,female,2.257
medium_variant,916,2064,female,2.207
medium_variant,916,2065,female,2.158
medium_variant,916,2066,female,2.119
medium_variant,916,2067,female,2.082
medium_variant,916,2068,female,2.046
medium_variant,916,2069,female,2.011
medium_variant,916,2070,female,1.976
medium_variant,916,2071,female,1.949
medium_variant,916,2072,female,1.924
medium_variant,916,2073,female,1.898
medium_variant,916,2074,female,1.871
medium_variant,916,2075,female,1.841
medium_variant,916,2076,female,1.82
medium_variant,916,2077,female,1.797
medium_variant,916,2078,female,1.774
medium_variant,916,2079,female,1.749
medium_variant,916,2080,female,1.723
medium_variant,916,2081,female,1.704
medium_variant,916,2082,female,1.686
medium_variant,916,2083,female,1.667
medium_variant,916,2084,female,1.647
medium_variant,916,2085,female,1.625
medium_variant,916,2086,female,1.61
medium_variant,916,2087,female,1.596
medium_variant,916,2088,female,1.582
medium_variant,916,2089,female,1.566
medium_variant,916,2090,female,1.549
medium_variant,916,2091,female,1.539
medium_variant,916,2092,female,1.529
medium_variant,916,2093,female,1.518
medium_variant,916,2094,female,1.506
medium_variant,916,2095,female,1.492
medium_variant,916,2096,female,1.485
medium_variant,916,2097,female,1.479
medium_variant,916,2098,female,1.471
medium_variant,916,2099,female,1.462
medium_variant,916,2100,female,1.45
