variant,region,year,gender,potentialsupport2064_65
estimates,5500,1950,male,7.958
estimates,5500,1951,male,7.848
estimates,5500,1952,male,7.723
estimates,5500,1953,male,7.629
estimates,5500,1954,male,7.622
estimates,5500,1955,male,7.726
estimates,5500,1956,male,7.828
estimates,5500,1957,male,8.028
estimates,5500,1958,male,8.28
estimates,5500,1959,male,8.524
estimates,5500,1960,male,8.724
estimates,5500,1961,male,8.779
estimates,5500,1962,male,8.816
estimates,5500,1963,male,8.849
estimates,5500,1964,male,8.898
estimates,5500,1965,male,8.971
estimates,5500,1966,male,8.956
estimates,5500,1967,male,8.962
estimates,5500,1968,male,8.998
estimates,5500,1969,male,9.075
estimates,5500,1970,male,9.199
estimates,5500,1971,male,9.207
estimates,5500,1972,male,9.306
estimates,5500,1973,male,9.488
estimates,5500,1974,male,9.735
estimates,5500,1975,male,10.028
estimates,5500,1976,male,10.179
estimates,5500,1977,male,10.355
estimates,5500,1978,male,10.583
estimates,5500,1979,male,10.909
estimates,5500,1980,male,11.357
estimates,5500,1981,male,11.79
estimates,5500,1982,male,12.332
estimates,5500,1983,male,12.948
estimates,5500,1984,male,13.581
estimates,5500,1985,male,14.186
estimates,5500,1986,male,14.567
estimates,5500,1987,male,14.935
estimates,5500,1988,male,15.206
estimates,5500,1989,male,15.26
estimates,5500,1990,male,15.053
estimates,5500,1991,male,14.403
estimates,5500,1992,male,13.656
estimates,5500,1993,male,12.969
estimates,5500,1994,male,12.478
estimates,5500,1995,male,12.212
estimates,5500,1996,male,12.026
estimates,5500,1997,male,12.036
estimates,5500,1998,male,12.141
estimates,5500,1999,male,12.211
estimates,5500,2000,male,12.193
estimates,5500,2001,male,11.916
estimates,5500,2002,male,11.613
estimates,5500,2003,male,11.391
estimates,5500,2004,male,11.355
estimates,5500,2005,male,11.538
estimates,5500,2006,male,11.75
estimates,5500,2007,male,12.111
estimates,5500,2008,male,12.574
estimates,5500,2009,male,13.08
estimates,5500,2010,male,13.593
estimates,5500,2011,male,13.905
estimates,5500,2012,male,14.25
estimates,5500,2013,male,14.584
estimates,5500,2014,male,14.816
estimates,5500,2015,male,14.874
medium_variant,5500,2015,male,14.874
medium_variant,5500,2016,male,14.606
medium_variant,5500,2017,male,14.206
medium_variant,5500,2018,male,13.736
medium_variant,5500,2019,male,13.259
medium_variant,5500,2020,male,12.8
medium_variant,5500,2021,male,12.225
medium_variant,5500,2022,male,11.707
medium_variant,5500,2023,male,11.232
medium_variant,5500,2024,male,10.785
medium_variant,5500,2025,male,10.361
medium_variant,5500,2026,male,9.898
medium_variant,5500,2027,male,9.484
medium_variant,5500,2028,male,9.131
medium_variant,5500,2029,male,8.856
medium_variant,5500,2030,male,8.657
medium_variant,5500,2031,male,8.477
medium_variant,5500,2032,male,8.359
medium_variant,5500,2033,male,8.279
medium_variant,5500,2034,male,8.208
medium_variant,5500,2035,male,8.133
medium_variant,5500,2036,male,8.015
medium_variant,5500,2037,male,7.902
medium_variant,5500,2038,male,7.793
medium_variant,5500,2039,male,7.692
medium_variant,5500,2040,male,7.599
medium_variant,5500,2041,male,7.467
medium_variant,5500,2042,male,7.345
medium_variant,5500,2043,male,7.226
medium_variant,5500,2044,male,7.105
medium_variant,5500,2045,male,6.978
medium_variant,5500,2046,male,6.802
medium_variant,5500,2047,male,6.634
medium_variant,5500,2048,male,6.467
medium_variant,5500,2049,male,6.289
medium_variant,5500,2050,male,6.097
medium_variant,5500,2051,male,5.865
medium_variant,5500,2052,male,5.64
medium_variant,5500,2053,male,5.429
medium_variant,5500,2054,male,5.237
medium_variant,5500,2055,male,5.068
medium_variant,5500,2056,male,4.898
medium_variant,5500,2057,male,4.751
medium_variant,5500,2058,male,4.627
medium_variant,5500,2059,male,4.531
medium_variant,5500,2060,male,4.461
medium_variant,5500,2061,male,4.4
medium_variant,5500,2062,male,4.362
medium_variant,5500,2063,male,4.342
medium_variant,5500,2064,male,4.337
medium_variant,5500,2065,male,4.344
medium_variant,5500,2066,male,4.344
medium_variant,5500,2067,male,4.357
medium_variant,5500,2068,male,4.373
medium_variant,5500,2069,male,4.38
medium_variant,5500,2070,male,4.37
medium_variant,5500,2071,male,4.326
medium_variant,5500,2072,male,4.272
medium_variant,5500,2073,male,4.207
medium_variant,5500,2074,male,4.131
medium_variant,5500,2075,male,4.045
medium_variant,5500,2076,male,3.934
medium_variant,5500,2077,male,3.819
medium_variant,5500,2078,male,3.707
medium_variant,5500,2079,male,3.602
medium_variant,5500,2080,male,3.509
medium_variant,5500,2081,male,3.412
medium_variant,5500,2082,male,3.328
medium_variant,5500,2083,male,3.253
medium_variant,5500,2084,male,3.187
medium_variant,5500,2085,male,3.129
medium_variant,5500,2086,male,3.07
medium_variant,5500,2087,male,3.02
medium_variant,5500,2088,male,2.977
medium_variant,5500,2089,male,2.939
medium_variant,5500,2090,male,2.906
medium_variant,5500,2091,male,2.874
medium_variant,5500,2092,male,2.848
medium_variant,5500,2093,male,2.825
medium_variant,5500,2094,male,2.803
medium_variant,5500,2095,male,2.782
medium_variant,5500,2096,male,2.76
medium_variant,5500,2097,male,2.739
medium_variant,5500,2098,male,2.719
medium_variant,5500,2099,male,2.697
medium_variant,5500,2100,male,2.673
estimates,5500,1950,female,8.549
estimates,5500,1951,female,8.432
estimates,5500,1952,female,8.272
estimates,5500,1953,female,8.115
estimates,5500,1954,female,8.021
estimates,5500,1955,female,8.01
estimates,5500,1956,female,8.057
estimates,5500,1957,female,8.172
estimates,5500,1958,female,8.301
estimates,5500,1959,female,8.375
estimates,5500,1960,female,8.355
estimates,5500,1961,female,8.265
estimates,5500,1962,female,8.133
estimates,5500,1963,female,7.965
estimates,5500,1964,female,7.774
estimates,5500,1965,female,7.569
estimates,5500,1966,female,7.346
estimates,5500,1967,female,7.128
estimates,5500,1968,female,6.935
estimates,5500,1969,female,6.789
estimates,5500,1970,female,6.693
estimates,5500,1971,female,6.589
estimates,5500,1972,female,6.545
estimates,5500,1973,female,6.542
estimates,5500,1974,female,6.555
estimates,5500,1975,female,6.572
estimates,5500,1976,female,6.551
estimates,5500,1977,female,6.539
estimates,5500,1978,female,6.552
estimates,5500,1979,female,6.615
estimates,5500,1980,female,6.738
estimates,5500,1981,female,6.867
estimates,5500,1982,female,7.049
estimates,5500,1983,female,7.256
estimates,5500,1984,female,7.445
estimates,5500,1985,female,7.588
estimates,5500,1986,female,7.689
estimates,5500,1987,female,7.764
estimates,5500,1988,female,7.806
estimates,5500,1989,female,7.809
estimates,5500,1990,female,7.771
estimates,5500,1991,female,7.638
estimates,5500,1992,female,7.484
estimates,5500,1993,female,7.346
estimates,5500,1994,female,7.268
estimates,5500,1995,female,7.268
estimates,5500,1996,female,7.329
estimates,5500,1997,female,7.477
estimates,5500,1998,female,7.67
estimates,5500,1999,female,7.844
estimates,5500,2000,female,7.96
estimates,5500,2001,female,7.926
estimates,5500,2002,female,7.854
estimates,5500,2003,female,7.805
estimates,5500,2004,female,7.848
estimates,5500,2005,female,8.015
estimates,5500,2006,female,8.227
estimates,5500,2007,female,8.532
estimates,5500,2008,female,8.899
estimates,5500,2009,female,9.279
estimates,5500,2010,female,9.637
estimates,5500,2011,female,9.841
estimates,5500,2012,female,10.038
estimates,5500,2013,female,10.209
estimates,5500,2014,female,10.311
estimates,5500,2015,female,10.302
medium_variant,5500,2015,female,10.302
medium_variant,5500,2016,female,10.142
medium_variant,5500,2017,female,9.878
medium_variant,5500,2018,female,9.553
medium_variant,5500,2019,female,9.208
medium_variant,5500,2020,female,8.864
medium_variant,5500,2021,female,8.493
medium_variant,5500,2022,female,8.143
medium_variant,5500,2023,female,7.807
medium_variant,5500,2024,female,7.477
medium_variant,5500,2025,female,7.151
medium_variant,5500,2026,female,6.833
medium_variant,5500,2027,female,6.533
medium_variant,5500,2028,female,6.262
medium_variant,5500,2029,female,6.035
medium_variant,5500,2030,female,5.852
medium_variant,5500,2031,female,5.713
medium_variant,5500,2032,female,5.607
medium_variant,5500,2033,female,5.522
medium_variant,5500,2034,female,5.441
medium_variant,5500,2035,female,5.353
medium_variant,5500,2036,female,5.274
medium_variant,5500,2037,female,5.192
medium_variant,5500,2038,female,5.108
medium_variant,5500,2039,female,5.023
medium_variant,5500,2040,female,4.94
medium_variant,5500,2041,female,4.865
medium_variant,5500,2042,female,4.791
medium_variant,5500,2043,female,4.713
medium_variant,5500,2044,female,4.63
medium_variant,5500,2045,female,4.541
medium_variant,5500,2046,female,4.449
medium_variant,5500,2047,female,4.357
medium_variant,5500,2048,female,4.259
medium_variant,5500,2049,female,4.15
medium_variant,5500,2050,female,4.028
medium_variant,5500,2051,female,3.899
medium_variant,5500,2052,female,3.766
