variant,region,year,gender,potentialsupport2064_65
estimates,954,1950,male,19.539
estimates,954,1951,male,19.405
estimates,954,1952,male,19.137
estimates,954,1953,male,18.964
estimates,954,1954,male,18.737
estimates,954,1955,male,18.776
estimates,954,1956,male,18.436
estimates,954,1957,male,18.205
estimates,954,1958,male,17.947
estimates,954,1959,male,17.772
estimates,954,1960,male,17.729
estimates,954,1961,male,17.541
estimates,954,1962,male,17.543
estimates,954,1963,male,17.663
estimates,954,1964,male,17.876
estimates,954,1965,male,18.189
estimates,954,1966,male,17.964
estimates,954,1967,male,17.946
estimates,954,1968,male,17.977
estimates,954,1969,male,18.093
estimates,954,1970,male,18.283
estimates,954,1971,male,17.6
estimates,954,1972,male,16.866
estimates,954,1973,male,16.185
estimates,954,1974,male,15.587
estimates,954,1975,male,15.034
estimates,954,1976,male,15.101
estimates,954,1977,male,15.119
estimates,954,1978,male,15.156
estimates,954,1979,male,15.234
estimates,954,1980,male,15.296
estimates,954,1981,male,15.359
estimates,954,1982,male,15.43
estimates,954,1983,male,15.45
estimates,954,1984,male,15.464
estimates,954,1985,male,15.477
estimates,954,1986,male,15.573
estimates,954,1987,male,15.686
estimates,954,1988,male,15.845
estimates,954,1989,male,15.99
estimates,954,1990,male,16.068
estimates,954,1991,male,15.76
estimates,954,1992,male,15.531
estimates,954,1993,male,15.363
estimates,954,1994,male,15.23
estimates,954,1995,male,15.155
estimates,954,1996,male,14.939
estimates,954,1997,male,14.794
estimates,954,1998,male,14.681
estimates,954,1999,male,14.683
estimates,954,2000,male,14.733
estimates,954,2001,male,14.327
estimates,954,2002,male,13.974
estimates,954,2003,male,13.656
estimates,954,2004,male,13.417
estimates,954,2005,male,13.239
estimates,954,2006,male,13.051
estimates,954,2007,male,12.917
estimates,954,2008,male,12.774
estimates,954,2009,male,12.59
estimates,954,2010,male,12.311
estimates,954,2011,male,11.816
estimates,954,2012,male,11.307
estimates,954,2013,male,10.777
estimates,954,2014,male,10.267
estimates,954,2015,male,9.78
medium_variant,954,2015,male,9.78
medium_variant,954,2016,male,9.322
medium_variant,954,2017,male,8.876
medium_variant,954,2018,male,8.47
medium_variant,954,2019,male,8.094
medium_variant,954,2020,male,7.745
medium_variant,954,2021,male,7.425
medium_variant,954,2022,male,7.133
medium_variant,954,2023,male,6.862
medium_variant,954,2024,male,6.594
medium_variant,954,2025,male,6.332
medium_variant,954,2026,male,6.087
medium_variant,954,2027,male,5.854
medium_variant,954,2028,male,5.637
medium_variant,954,2029,male,5.444
medium_variant,954,2030,male,5.276
medium_variant,954,2031,male,5.133
medium_variant,954,2032,male,5.009
medium_variant,954,2033,male,4.907
medium_variant,954,2034,male,4.826
medium_variant,954,2035,male,4.766
medium_variant,954,2036,male,4.729
medium_variant,954,2037,male,4.71
medium_variant,954,2038,male,4.707
medium_variant,954,2039,male,4.718
medium_variant,954,2040,male,4.745
medium_variant,954,2041,male,4.779
medium_variant,954,2042,male,4.828
medium_variant,954,2043,male,4.887
medium_variant,954,2044,male,4.937
medium_variant,954,2045,male,4.976
medium_variant,954,2046,male,4.993
medium_variant,954,2047,male,5.002
medium_variant,954,2048,male,5
