variant,region,year,infantmortality
estimates,957,1950,1.256
estimates,957,1951,1.243
estimates,957,1952,1.218
estimates,957,1953,1.197
estimates,957,1954,1.178
estimates,957,1955,1.162
estimates,957,1956,1.15
estimates,957,1957,1.14
estimates,957,1958,1.132
estimates,957,1959,1.127
estimates,957,1960,1.122
estimates,957,1961,1.117
estimates,957,1962,1.111
estimates,957,1963,1.104
estimates,957,1964,1.094
estimates,957,1965,1.082
estimates,957,1966,1.066
estimates,957,1967,1.049
estimates,957,1968,1.03
estimates,957,1969,1.009
estimates,957,1970,0.988
estimates,957,1971,0.966
estimates,957,1972,0.944
estimates,957,1973,0.922
estimates,957,1974,0.9
estimates,957,1975,0.878
estimates,957,1976,0.854
estimates,957,1977,0.829
estimates,957,1978,0.802
estimates,957,1979,0.773
estimates,957,1980,0.743
estimates,957,1981,0.712
estimates,957,1982,0.68
estimates,957,1983,0.649
estimates,957,1984,0.619
estimates,957,1985,0.591
estimates,957,1986,0.566
estimates,957,1987,0.543
estimates,957,1988,0.523
estimates,957,1989,0.505
estimates,957,1990,0.488
estimates,957,1991,0.472
estimates,957,1992,0.456
estimates,957,1993,0.438
estimates,957,1994,0.419
estimates,957,1995,0.401
estimates,957,1996,0.382
estimates,957,1997,0.365
estimates,957,1998,0.35
estimates,957,1999,0.337
estimates,957,2000,0.326
estimates,957,2001,0.317
estimates,957,2002,0.309
estimates,957,2003,0.301
estimates,957,2004,0.294
estimates,957,2005,0.286
estimates,957,2006,0.277
estimates,957,2007,0.268
estimates,957,2008,0.258
estimates,957,2009,0.248
estimates,957,2010,0.239
estimates,957,2011,0.229
estimates,957,2012,0.22
estimates,957,2013,0.212
estimates,957,2014,0.204
estimates,957,2015,0.198
medium_variant,957,2015,0.198
medium_variant,957,2016,0.192
medium_variant,957,2017,0.187
medium_variant,957,2018,0.183
medium_variant,957,2019,0.179
medium_variant,957,2020,0.176
medium_variant,957,2021,0.172
medium_variant,957,2022,0.169
medium_variant,957,2023,0.167
medium_variant,957,2024,0.164
medium_variant,957,2025,0.162
medium_variant,957,2026,0.159
medium_variant,957,2027,0.157
medium_variant,957,2028,0.155
medium_variant,957,2029,0.153
medium_variant,957,2030,0.15
medium_variant,957,2031,0.148
medium_variant,957,2032,0.146
medium_variant,957,2033,0.143
medium_variant,957,2034,0.141
medium_variant,957,2035,0.139
medium_variant,957,2036,0.136
medium_variant,957,2037,0.133
medium_variant,957,2038,0.13
medium_variant,957,2039,0.128
medium_variant,957,2040,0.125
medium_variant,957,2041,0.122
medium_variant,957,2042,0.119
medium_variant,957,2043,0.116
medium_variant,957,2044,0.113
medium_variant,957,2045,0.11
medium_variant,957,2046,0.107
medium_variant,957,2047,0.105
medium_variant,957,2048,0.102
medium_variant,957,2049,0.1
medium_variant,957,2050,0.098
medium_variant,957,2051,0.096
medium_variant,957,2052,0.094
medium_variant,957,2053,0.092
medium_variant,957,2054,0.09
medium_variant,957,2055,0.088
medium_variant,957,2056,0.087
medium_variant,957,2057,0.085
medium_variant,957,2058,0.084
medium_variant,957,2059,0.083
medium_variant,957,2060,0.081
medium_variant,957,2061,0.08
medium_variant,957,2062,0.079
medium_variant,957,2063,0.077
medium_variant,957,2064,0.076
medium_variant,957,2065,0.074
medium_variant,957,2066,0.073
medium_variant,957,2067,0.071
medium_variant,957,2068,0.07
medium_variant,957,2069,0.068
medium_variant,957,2070,0.067
medium_variant,957,2071,0.065
medium_variant,957,2072,0.064
medium_variant,957,2073,0.062
medium_variant,957,2074,0.06
medium_variant,957,2075,0.059
medium_variant,957,2076,0.058
medium_variant,957,2077,0.056
medium_variant,957,2078,0.055
medium_variant,957,2079,0.053
medium_variant,957,2080,0.052
medium_variant,957,2081,0.051
medium_variant,957,2082,0.05
medium_variant,957,2083,0.049
medium_variant,957,2084,0.048
medium_variant,957,2085,0.047
medium_variant,957,2086,0.046
medium_variant,957,2087,0.045
medium_variant,957,2088,0.044
medium_variant,957,2089,0.043
medium_variant,957,2090,0.042
medium_variant,957,2091,0.041
medium_variant,957,2092,0.04
medium_variant,957,2093,0.039
medium_variant,957,2094,0.039
medium_variant,957,2095,0.038
medium_variant,957,2096,0.037
medium_variant,957,2097,0.036
medium_variant,957,2098,0.035
medium_variant,957,2099,0.035
