variant,region,year,infantmortality
estimates,913,1950,94.812
estimates,913,1951,94.264
estimates,913,1952,93.256
estimates,913,1953,92.424
estimates,913,1954,91.769
estimates,913,1955,91.289
estimates,913,1956,90.982
estimates,913,1957,90.84
estimates,913,1958,90.851
estimates,913,1959,90.996
estimates,913,1960,91.247
estimates,913,1961,91.572
estimates,913,1962,91.935
estimates,913,1963,92.292
estimates,913,1964,92.609
estimates,913,1965,92.861
estimates,913,1966,93.039
estimates,913,1967,93.144
estimates,913,1968,93.17
estimates,913,1969,93.096
estimates,913,1970,92.891
estimates,913,1971,92.525
estimates,913,1972,91.991
estimates,913,1973,91.294
estimates,913,1974,90.441
estimates,913,1975,89.462
estimates,913,1976,88.396
estimates,913,1977,87.278
estimates,913,1978,86.13
estimates,913,1979,84.957
estimates,913,1980,83.725
estimates,913,1981,82.379
estimates,913,1982,80.885
estimates,913,1983,79.24
estimates,913,1984,77.476
estimates,913,1985,75.614
estimates,913,1986,73.679
estimates,913,1987,71.752
estimates,913,1988,69.943
estimates,913,1989,68.366
estimates,913,1990,67.193
estimates,913,1991,66.593
estimates,913,1992,66.622
estimates,913,1993,67.274
estimates,913,1994,68.503
estimates,913,1995,70.245
estimates,913,1996,72.401
estimates,913,1997,74.763
estimates,913,1998,77.101
estimates,913,1999,79.216
estimates,913,2000,80.905
estimates,913,2001,82.007
estimates,913,2002,82.477
estimates,913,2003,82.286
estimates,913,2004,81.393
estimates,913,2005,79.744
estimates,913,2006,77.317
estimates,913,2007,74.243
estimates,913,2008,70.699
estimates,913,2009,66.856
estimates,913,2010,62.925
estimates,913,2011,59.111
estimates,913,2012,55.561
estimates,913,2013,52.389
estimates,913,2014,49.679
estimates,913,2015,47.461
medium_variant,913,2015,47.461
medium_variant,913,2016,45.696
medium_variant,913,2017,44.242
medium_variant,913,2018,42.97
medium_variant,913,2019,41.822
medium_variant,913,2020,40.748
medium_variant,913,2021,39.719
medium_variant,913,2022,38.736
medium_variant,913,2023,37.793
medium_variant,913,2024,36.874
medium_variant,913,2025,35.968
medium_variant,913,2026,35.075
medium_variant,913,2027,34.21
medium_variant,913,2028,33.381
medium_variant,913,2029,32.588
medium_variant,913,2030,31.83
medium_variant,913,2031,31.106
medium_variant,913,2032,30.413
medium_variant,913,2033,29.749
medium_variant,913,2034,29.112
medium_variant,913,2035,28.5
medium_variant,913,2036,27.913
medium_variant,913,2037,27.35
medium_variant,913,2038,26.808
medium_variant,913,2039,26.286
medium_variant,913,2040,25.781
medium_variant,913,2041,25.291
medium_variant,913,2042,24.813
medium_variant,913,2043,24.346
medium_variant,913,2044,23.885
medium_variant,913,2045,23.425
medium_variant,913,2046,22.962
medium_variant,913,2047,22.494
medium_variant,913,2048,22.022
medium_variant,913,2049,21.543
medium_variant,913,2050,21.059
medium_variant,913,2051,20.57
medium_variant,913,2052,20.081
medium_variant,913,2053,19.594
medium_variant,913,2054,19.113
medium_variant,913,2055,18.641
medium_variant,913,2056,18.18
medium_variant,913,2057,17.731
medium_variant,913,2058,17.296
medium_variant,913,2059,16.876
medium_variant,913,2060,16.473
medium_variant,913,2061,16.087
medium_variant,913,2062,15.717
medium_variant,913,2063,15.363
medium_variant,913,2064,15.025
medium_variant,913,2065,14.703
medium_variant,913,2066,14.398
medium_variant,913,2067,14.109
medium_variant,913,2068,13.835
medium_variant,913,2069,13.576
medium_variant,913,2070,13.33
medium_variant,913,2071,13.097
medium_variant,913,2072,12.874
medium_variant,913,2073,12.661
medium_variant,913,2074,12.454
medium_variant,913,2075,12.253
medium_variant,913,2076,12.056
medium_variant,913,2077,11.862
medium_variant,913,2078,11.671
medium_variant,913,2079,11.482
medium_variant,913,2080,11.295
medium_variant,913,2081,11.109
medium_variant,913,2082,10.925
medium_variant,913,2083,10.744
medium_variant,913,2084,10.565
medium_variant,913,2085,10.389
medium_variant,913,2086,10.216
medium_variant,913,2087,10.046
medium_variant,913,2088,9.878
medium_variant,913,2089,9.714
medium_variant,913,2090,9.553
medium_variant,913,2091,9.395
medium_variant,913,2092,9.24
medium_variant,913,2093,9.088
medium_variant,913,2094,8.939
medium_variant,913,2095,8.793
medium_variant,913,2096,8.649
medium_variant,913,2097,8.508
medium_variant,913,2098,8.371
medium_variant,913,2099,8.236
