variant,region,year,infantmortality
estimates,925,1950,196.646
estimates,925,1951,192.681
estimates,925,1952,184.991
estimates,925,1953,177.777
estimates,925,1954,171.039
estimates,925,1955,164.771
estimates,925,1956,158.954
estimates,925,1957,153.554
estimates,925,1958,148.509
estimates,925,1959,143.718
estimates,925,1960,139.057
estimates,925,1961,134.393
estimates,925,1962,129.594
estimates,925,1963,124.558
estimates,925,1964,119.246
estimates,925,1965,113.663
estimates,925,1966,107.868
estimates,925,1967,101.995
estimates,925,1968,96.164
estimates,925,1969,90.438
estimates,925,1970,84.85
estimates,925,1971,79.4
estimates,925,1972,74.075
estimates,925,1973,68.879
estimates,925,1974,63.852
estimates,925,1975,59.046
estimates,925,1976,54.512
estimates,925,1977,50.279
estimates,925,1978,46.363
estimates,925,1979,42.773
estimates,925,1980,39.503
estimates,925,1981,36.531
estimates,925,1982,33.811
estimates,925,1983,31.303
estimates,925,1984,28.983
estimates,925,1985,26.84
estimates,925,1986,24.877
estimates,925,1987,23.099
estimates,925,1988,21.497
estimates,925,1989,20.051
estimates,925,1990,18.737
estimates,925,1991,17.529
estimates,925,1992,16.409
estimates,925,1993,15.36
estimates,925,1994,14.369
estimates,925,1995,13.431
estimates,925,1996,12.552
estimates,925,1997,11.745
estimates,925,1998,11.019
estimates,925,1999,10.37
estimates,925,2000,9.797
estimates,925,2001,9.298
estimates,925,2002,8.864
estimates,925,2003,8.484
estimates,925,2004,8.144
estimates,925,2005,7.831
estimates,925,2006,7.532
estimates,925,2007,7.241
estimates,925,2008,6.95
estimates,925,2009,6.655
estimates,925,2010,6.351
estimates,925,2011,6.04
estimates,925,2012,5.729
estimates,925,2013,5.425
estimates,925,2014,5.133
estimates,925,2015,4.858
medium_variant,925,2015,4.858
medium_variant,925,2016,4.605
medium_variant,925,2017,4.374
medium_variant,925,2018,4.168
medium_variant,925,2019,3.985
medium_variant,925,2020,3.824
medium_variant,925,2021,3.683
medium_variant,925,2022,3.557
medium_variant,925,2023,3.441
medium_variant,925,2024,3.332
medium_variant,925,2025,3.229
medium_variant,925,2026,3.132
medium_variant,925,2027,3.041
medium_variant,925,2028,2.956
medium_variant,925,2029,2.878
medium_variant,925,2030,2.804
medium_variant,925,2031,2.735
medium_variant,925,2032,2.67
medium_variant,925,2033,2.608
medium_variant,925,2034,2.55
medium_variant,925,2035,2.493
medium_variant,925,2036,2.439
medium_variant,925,2037,2.386
medium_variant,925,2038,2.335
medium_variant,925,2039,2.285
medium_variant,925,2040,2.236
medium_variant,925,2041,2.188
medium_variant,925,2042,2.14
medium_variant,925,2043,2.093
medium_variant,925,2044,2.047
medium_variant,925,2045,2.001
medium_variant,925,2046,1.956
medium_variant,925,2047,1.913
medium_variant,925,2048,1.87
medium_variant,925,2049,1.829
medium_variant,925,2050,1.789
medium_variant,925,2051,1.75
medium_variant,925,2052,1.713
medium_variant,925,2053,1.677
medium_variant,925,2054,1.642
medium_variant,925,2055,1.609
medium_variant,925,2056,1.577
medium_variant,925,2057,1.546
medium_variant,925,2058,1.516
medium_variant,925,2059,1.488
medium_variant,925,2060,1.461
medium_variant,925,2061,1.434
medium_variant,925,2062,1.409
medium_variant,925,2063,1.385
medium_variant,925,2064,1.361
medium_variant,925,2065,1.339
medium_variant,925,2066,1.317
medium_variant,925,2067,1.296
medium_variant,925,2068,1.276
medium_variant,925,2069,1.255
medium_variant,925,2070,1.236
medium_variant,925,2071,1.216
medium_variant,925,2072,1.198
medium_variant,925,2073,1.179
medium_variant,925,2074,1.161
medium_variant,925,2075,1.143
medium_variant,925,2076,1.126
medium_variant,925,2077,1.109
medium_variant,925,2078,1.092
medium_variant,925,2079,1.075
medium_variant,925,2080,1.058
medium_variant,925,2081,1.042
medium_variant,925,2082,1.025
medium_variant,925,2083,1.009
medium_variant,925,2084,0.992
medium_variant,925,2085,0.976
medium_variant,925,2086,0.96
medium_variant,925,2087,0.944
medium_variant,925,2088,0.929
medium_variant,925,2089,0.914
medium_variant,925,2090,0.9
medium_variant,925,2091,0.887
medium_variant,925,2092,0.875
medium_variant,925,2093,0.865
medium_variant,925,2094,0.855
medium_variant,925,2095,0.847
medium_variant,925,2096,0.84
medium_variant,925,2097,0.835
medium_variant,925,2098,0.831
medium_variant,925,2099,0.828
