variant,region,year,infantmortality
estimates,926,1950,117.052
estimates,926,1951,114.834
estimates,926,1952,110.522
estimates,926,1953,106.458
estimates,926,1954,102.641
estimates,926,1955,99.067
estimates,926,1956,95.721
estimates,926,1957,92.582
estimates,926,1958,89.607
estimates,926,1959,86.726
estimates,926,1960,83.854
estimates,926,1961,80.906
estimates,926,1962,77.797
estimates,926,1963,74.475
estimates,926,1964,70.932
estimates,926,1965,67.198
estimates,926,1966,63.34
estimates,926,1967,59.467
estimates,926,1968,55.675
estimates,926,1969,52.017
estimates,926,1970,48.509
estimates,926,1971,45.137
estimates,926,1972,41.872
estimates,926,1973,38.711
estimates,926,1974,35.686
estimates,926,1975,32.858
estimates,926,1976,30.296
estimates,926,1977,28.041
estimates,926,1978,26.109
estimates,926,1979,24.493
estimates,926,1980,23.168
estimates,926,1981,22.089
estimates,926,1982,21.183
estimates,926,1983,20.377
estimates,926,1984,19.62
estimates,926,1985,18.872
estimates,926,1986,18.109
estimates,926,1987,17.339
estimates,926,1988,16.568
estimates,926,1989,15.788
estimates,926,1990,14.993
estimates,926,1991,14.183
estimates,926,1992,13.373
estimates,926,1993,12.583
estimates,926,1994,11.826
estimates,926,1995,11.124
estimates,926,1996,10.5
estimates,926,1997,9.963
estimates,926,1998,9.516
estimates,926,1999,9.154
estimates,926,2000,8.865
estimates,926,2001,8.628
estimates,926,2002,8.418
estimates,926,2003,8.214
estimates,926,2004,8.007
estimates,926,2005,7.796
estimates,926,2006,7.592
estimates,926,2007,7.407
estimates,926,2008,7.246
estimates,926,2009,7.104
estimates,926,2010,6.963
estimates,926,2011,6.803
estimates,926,2012,6.609
estimates,926,2013,6.375
estimates,926,2014,6.103
estimates,926,2015,5.806
medium_variant,926,2015,5.806
medium_variant,926,2016,5.504
medium_variant,926,2017,5.222
medium_variant,926,2018,4.975
medium_variant,926,2019,4.77
medium_variant,926,2020,4.607
medium_variant,926,2021,4.479
medium_variant,926,2022,4.369
medium_variant,926,2023,4.264
medium_variant,926,2024,4.16
medium_variant,926,2025,4.052
medium_variant,926,2026,3.943
medium_variant,926,2027,3.836
medium_variant,926,2028,3.733
medium_variant,926,2029,3.635
medium_variant,926,2030,3.543
medium_variant,926,2031,3.455
medium_variant,926,2032,3.371
medium_variant,926,2033,3.291
medium_variant,926,2034,3.214
medium_variant,926,2035,3.141
medium_variant,926,2036,3.07
medium_variant,926,2037,3.003
medium_variant,926,2038,2.939
medium_variant,926,2039,2.878
medium_variant,926,2040,2.82
medium_variant,926,2041,2.764
medium_variant,926,2042,2.711
medium_variant,926,2043,2.66
medium_variant,926,2044,2.611
medium_variant,926,2045,2.564
medium_variant,926,2046,2.519
medium_variant,926,2047,2.475
medium_variant,926,2048,2.433
medium_variant,926,2049,2.392
medium_variant,926,2050,2.352
medium_variant,926,2051,2.313
medium_variant,926,2052,2.275
medium_variant,926,2053,2.238
medium_variant,926,2054,2.201
medium_variant,926,2055,2.165
medium_variant,926,2056,2.129
medium_variant,926,2057,2.093
medium_variant,926,2058,2.058
medium_variant,926,2059,2.022
medium_variant,926,2060,1.987
medium_variant,926,2061,1.952
medium_variant,926,2062,1.917
medium_variant,926,2063,1.882
medium_variant,926,2064,1.848
medium_variant,926,2065,1.814
medium_variant,926,2066,1.781
medium_variant,926,2067,1.749
medium_variant,926,2068,1.718
medium_variant,926,2069,1.687
medium_variant,926,2070,1.658
medium_variant,926,2071,1.629
medium_variant,926,2072,1.601
medium_variant,926,2073,1.573
medium_variant,926,2074,1.546
medium_variant,926,2075,1.52
medium_variant,926,2076,1.494
medium_variant,926,2077,1.468
medium_variant,926,2078,1.442
medium_variant,926,2079,1.416
medium_variant,926,2080,1.391
medium_variant,926,2081,1.366
medium_variant,926,2082,1.343
medium_variant,926,2083,1.32
medium_variant,926,2084,1.298
medium_variant,926,2085,1.277
medium_variant,926,2086,1.256
medium_variant,926,2087,1.235
medium_variant,926,2088,1.214
medium_variant,926,2089,1.194
medium_variant,926,2090,1.173
medium_variant,926,2091,1.152
medium_variant,926,2092,1.131
medium_variant,926,2093,1.11
medium_variant,926,2094,1.089
medium_variant,926,2095,1.068
medium_variant,926,2096,1.048
medium_variant,926,2097,1.028
medium_variant,926,2098,1.008
medium_variant,926,2099,0.989
