variant,region,year,infantmortality
estimates,927,1950,5.969
estimates,927,1951,6.014
estimates,927,1952,6.093
estimates,927,1953,6.152
estimates,927,1954,6.189
estimates,927,1955,6.204
estimates,927,1956,6.2
estimates,927,1957,6.175
estimates,927,1958,6.134
estimates,927,1959,6.077
estimates,927,1960,6.01
estimates,927,1961,5.935
estimates,927,1962,5.859
estimates,927,1963,5.785
estimates,927,1964,5.714
estimates,927,1965,5.653
estimates,927,1966,5.607
estimates,927,1967,5.572
estimates,927,1968,5.541
estimates,927,1969,5.504
estimates,927,1970,5.444
estimates,927,1971,5.336
estimates,927,1972,5.169
estimates,927,1973,4.942
estimates,927,1974,4.663
estimates,927,1975,4.35
estimates,927,1976,4.029
estimates,927,1977,3.729
estimates,927,1978,3.47
estimates,927,1979,3.264
estimates,927,1980,3.115
estimates,927,1981,3.02
estimates,927,1982,2.959
estimates,927,1983,2.915
estimates,927,1984,2.878
estimates,927,1985,2.838
estimates,927,1986,2.786
estimates,927,1987,2.72
estimates,927,1988,2.639
estimates,927,1989,2.542
estimates,927,1990,2.431
estimates,927,1991,2.313
estimates,927,1992,2.193
estimates,927,1993,2.08
estimates,927,1994,1.977
estimates,927,1995,1.887
estimates,927,1996,1.809
estimates,927,1997,1.743
estimates,927,1998,1.685
estimates,927,1999,1.637
estimates,927,2000,1.599
estimates,927,2001,1.574
estimates,927,2002,1.561
estimates,927,2003,1.558
estimates,927,2004,1.563
estimates,927,2005,1.572
estimates,927,2006,1.58
estimates,927,2007,1.584
estimates,927,2008,1.58
estimates,927,2009,1.568
estimates,927,2010,1.545
estimates,927,2011,1.512
estimates,927,2012,1.472
estimates,927,2013,1.429
estimates,927,2014,1.383
estimates,927,2015,1.338
medium_variant,927,2015,1.338
medium_variant,927,2016,1.294
medium_variant,927,2017,1.253
medium_variant,927,2018,1.214
medium_variant,927,2019,1.18
medium_variant,927,2020,1.15
medium_variant,927,2021,1.122
medium_variant,927,2022,1.097
medium_variant,927,2023,1.073
medium_variant,927,2024,1.05
medium_variant,927,2025,1.026
medium_variant,927,2026,1.003
medium_variant,927,2027,0.981
medium_variant,927,2028,0.96
medium_variant,927,2029,0.939
medium_variant,927,2030,0.92
medium_variant,927,2031,0.902
medium_variant,927,2032,0.885
medium_variant,927,2033,0.87
medium_variant,927,2034,0.855
medium_variant,927,2035,0.842
medium_variant,927,2036,0.83
medium_variant,927,2037,0.819
medium_variant,927,2038,0.809
medium_variant,927,2039,0.799
medium_variant,927,2040,0.79
medium_variant,927,2041,0.78
medium_variant,927,2042,0.771
medium_variant,927,2043,0.762
medium_variant,927,2044,0.753
medium_variant,927,2045,0.743
medium_variant,927,2046,0.733
medium_variant,927,2047,0.723
medium_variant,927,2048,0.712
medium_variant,927,2049,0.701
medium_variant,927,2050,0.69
medium_variant,927,2051,0.678
medium_variant,927,2052,0.665
medium_variant,927,2053,0.653
medium_variant,927,2054,0.641
medium_variant,927,2055,0.628
medium_variant,927,2056,0.616
medium_variant,927,2057,0.604
medium_variant,927,2058,0.592
medium_variant,927,2059,0.58
medium_variant,927,2060,0.569
medium_variant,927,2061,0.558
medium_variant,927,2062,0.547
medium_variant,927,2063,0.536
medium_variant,927,2064,0.525
medium_variant,927,2065,0.515
medium_variant,927,2066,0.505
medium_variant,927,2067,0.495
medium_variant,927,2068,0.485
medium_variant,927,2069,0.476
medium_variant,927,2070,0.466
medium_variant,927,2071,0.457
medium_variant,927,2072,0.448
medium_variant,927,2073,0.439
medium_variant,927,2074,0.43
medium_variant,927,2075,0.421
medium_variant,927,2076,0.413
medium_variant,927,2077,0.404
medium_variant,927,2078,0.395
medium_variant,927,2079,0.386
medium_variant,927,2080,0.377
medium_variant,927,2081,0.368
medium_variant,927,2082,0.359
medium_variant,927,2083,0.35
medium_variant,927,2084,0.342
medium_variant,927,2085,0.333
medium_variant,927,2086,0.325
medium_variant,927,2087,0.317
medium_variant,927,2088,0.309
medium_variant,927,2089,0.301
medium_variant,927,2090,0.293
medium_variant,927,2091,0.286
medium_variant,927,2092,0.278
medium_variant,927,2093,0.27
medium_variant,927,2094,0.263
medium_variant,927,2095,0.255
medium_variant,927,2096,0.247
medium_variant,927,2097,0.239
medium_variant,927,2098,0.231
medium_variant,927,2099,0.222
