variant,region,year,infantmortality
estimates,5500,1950,80.434
estimates,5500,1951,82.653
estimates,5500,1952,86.987
estimates,5500,1953,91.114
estimates,5500,1954,95.032
estimates,5500,1955,98.734
estimates,5500,1956,102.188
estimates,5500,1957,105.362
estimates,5500,1958,108.187
estimates,5500,1959,110.54
estimates,5500,1960,112.288
estimates,5500,1961,113.311
estimates,5500,1962,113.521
estimates,5500,1963,112.922
estimates,5500,1964,111.627
estimates,5500,1965,109.857
estimates,5500,1966,107.896
estimates,5500,1967,106.033
estimates,5500,1968,104.497
estimates,5500,1969,103.411
estimates,5500,1970,102.803
estimates,5500,1971,102.597
estimates,5500,1972,102.6
estimates,5500,1973,102.661
estimates,5500,1974,102.742
estimates,5500,1975,102.851
estimates,5500,1976,103.031
estimates,5500,1977,103.336
estimates,5500,1978,103.787
estimates,5500,1979,104.358
estimates,5500,1980,105.036
estimates,5500,1981,105.805
estimates,5500,1982,106.596
estimates,5500,1983,107.315
estimates,5500,1984,107.864
estimates,5500,1985,108.139
estimates,5500,1986,108.05
estimates,5500,1987,107.54
estimates,5500,1988,106.554
estimates,5500,1989,105.039
estimates,5500,1990,102.896
estimates,5500,1991,100.039
estimates,5500,1992,96.519
estimates,5500,1993,92.455
estimates,5500,1994,87.988
estimates,5500,1995,83.296
estimates,5500,1996,78.573
estimates,5500,1997,74.009
estimates,5500,1998,69.781
estimates,5500,1999,66.026
estimates,5500,2000,62.876
estimates,5500,2001,60.405
estimates,5500,2002,58.52
estimates,5500,2003,57.096
estimates,5500,2004,56.043
estimates,5500,2005,55.211
estimates,5500,2006,54.435
estimates,5500,2007,53.579
estimates,5500,2008,52.544
estimates,5500,2009,51.282
estimates,5500,2010,49.808
estimates,5500,2011,48.201
estimates,5500,2012,46.589
estimates,5500,2013,45.069
estimates,5500,2014,43.665
estimates,5500,2015,42.366
medium_variant,5500,2015,42.366
medium_variant,5500,2016,41.13
medium_variant,5500,2017,39.895
medium_variant,5500,2018,38.616
medium_variant,5500,2019,37.29
medium_variant,5500,2020,35.919
medium_variant,5500,2021,34.524
medium_variant,5500,2022,33.143
medium_variant,5500,2023,31.813
medium_variant,5500,2024,30.556
medium_variant,5500,2025,29.396
medium_variant,5500,2026,28.347
medium_variant,5500,2027,27.406
medium_variant,5500,2028,26.567
medium_variant,5500,2029,25.827
medium_variant,5500,2030,25.182
medium_variant,5500,2031,24.624
medium_variant,5500,2032,24.135
medium_variant,5500,2033,23.698
medium_variant,5500,2034,23.293
medium_variant,5500,2035,22.909
medium_variant,5500,2036,22.533
medium_variant,5500,2037,22.161
medium_variant,5500,2038,21.787
medium_variant,5500,2039,21.402
medium_variant,5500,2040,20.996
medium_variant,5500,2041,20.566
medium_variant,5500,2042,20.114
medium_variant,5500,2043,19.643
medium_variant,5500,2044,19.156
medium_variant,5500,2045,18.653
medium_variant,5500,2046,18.136
medium_variant,5500,2047,17.612
medium_variant,5500,2048,17.087
medium_variant,5500,2049,16.566
medium_variant,5500,2050,16.056
medium_variant,5500,2051,15.558
medium_variant,5500,2052,15.076
medium_variant,5500,2053,14.611
medium_variant,5500,2054,14.166
medium_variant,5500,2055,13.744
medium_variant,5500,2056,13.346
medium_variant,5500,2057,12.971
medium_variant,5500,2058,12.617
medium_variant,5500,2059,12.285
medium_variant,5500,2060,11.974
medium_variant,5500,2061,11.686
medium_variant,5500,2062,11.42
medium_variant,5500,2063,11.174
medium_variant,5500,2064,10.944
medium_variant,5500,2065,10.73
medium_variant,5500,2066,10.53
medium_variant,5500,2067,10.34
medium_variant,5500,2068,10.157
medium_variant,5500,2069,9.98
medium_variant,5500,2070,9.804
medium_variant,5500,2071,9.627
medium_variant,5500,2072,9.449
medium_variant,5500,2073,9.269
medium_variant,5500,2074,9.086
medium_variant,5500,2075,8.901
medium_variant,5500,2076,8.714
medium_variant,5500,2077,8.525
medium_variant,5500,2078,8.337
medium_variant,5500,2079,8.152
medium_variant,5500,2080,7.968
medium_variant,5500,2081,7.789
medium_variant,5500,2082,7.612
medium_variant,5500,2083,7.441
medium_variant,5500,2084,7.273
medium_variant,5500,2085,7.112
medium_variant,5500,2086,6.956
medium_variant,5500,2087,6.806
medium_variant,5500,2088,6.662
medium_variant,5500,2089,6.523
medium_variant,5500,2090,6.391
medium_variant,5500,2091,6.265
medium_variant,5500,2092,6.145
medium_variant,5500,2093,6.031
medium_variant,5500,2094,5.924
medium_variant,5500,2095,5.822
medium_variant,5500,2096,5.727
medium_variant,5500,2097,5.637
medium_variant,5500,2098,5.554
medium_variant,5500,2099,5.476
