variant,region,year,infantmortality
estimates,5501,1950,4515.342
estimates,5501,1951,4500.244
estimates,5501,1952,4471.325
estimates,5501,1953,4444.96
estimates,5501,1954,4421.15
estimates,5501,1955,4399.862
estimates,5501,1956,4380.999
estimates,5501,1957,4364.464
estimates,5501,1958,4350.047
estimates,5501,1959,4337.365
estimates,5501,1960,4326.019
estimates,5501,1961,4315.666
estimates,5501,1962,4306.087
estimates,5501,1963,4297.382
estimates,5501,1964,4290.031
estimates,5501,1965,4286.367
estimates,5501,1966,4289.373
estimates,5501,1967,4299.928
estimates,5501,1968,4317.094
estimates,5501,1969,4338.428
estimates,5501,1970,4358.73
estimates,5501,1971,4371.612
estimates,5501,1972,4372.348
estimates,5501,1973,4358.317
estimates,5501,1974,4329.384
estimates,5501,1975,4288.484
estimates,5501,1976,4240.902
estimates,5501,1977,4192.877
estimates,5501,1978,4148.825
estimates,5501,1979,4109.932
estimates,5501,1980,4075.431
estimates,5501,1981,4042.636
estimates,5501,1982,4007.057
estimates,5501,1983,3965.117
estimates,5501,1984,3915.492
estimates,5501,1985,3857.296
estimates,5501,1986,3790.549
estimates,5501,1987,3717.077
estimates,5501,1988,3638.805
estimates,5501,1989,3556.921
estimates,5501,1990,3472.85
estimates,5501,1991,3387.923
estimates,5501,1992,3302.94
estimates,5501,1993,3218.499
estimates,5501,1994,3135.05
estimates,5501,1995,3052.357
estimates,5501,1996,2969.634
estimates,5501,1997,2885.93
estimates,5501,1998,2800.75
estimates,5501,1999,2714.312
estimates,5501,2000,2627.257
estimates,5501,2001,2540.504
estimates,5501,2002,2455.027
estimates,5501,2003,2371.546
estimates,5501,2004,2290.351
estimates,5501,2005,2211.082
estimates,5501,2006,2132.94
estimates,5501,2007,2055.24
estimates,5501,2008,1977.799
estimates,5501,2009,1901.066
estimates,5501,2010,1826.103
estimates,5501,2011,1754.284
estimates,5501,2012,1686.746
estimates,5501,2013,1624.187
estimates,5501,2014,1566.729
estimates,5501,2015,1514.028
medium_variant,5501,2015,1514.028
medium_variant,5501,2016,1465.283
medium_variant,5501,2017,1419.204
medium_variant,5501,2018,1374.688
medium_variant,5501,2019,1331.178
medium_variant,5501,2020,1288.373
medium_variant,5501,2021,1246.299
medium_variant,5501,2022,1205.361
medium_variant,5501,2023,1165.845
medium_variant,5501,2024,1127.719
medium_variant,5501,2025,1090.929
medium_variant,5501,2026,1055.407
medium_variant,5501,2027,1021.08
medium_variant,5501,2028,987.885
medium_variant,5501,2029,955.778
medium_variant,5501,2030,924.746
medium_variant,5501,2031,894.8
medium_variant,5501,2032,865.976
medium_variant,5501,2033,838.295
medium_variant,5501,2034,811.749
medium_variant,5501,2035,786.364
medium_variant,5501,2036,762.179
medium_variant,5501,2037,739.168
medium_variant,5501,2038,717.267
medium_variant,5501,2039,696.382
medium_variant,5501,2040,676.417
medium_variant,5501,2041,657.274
medium_variant,5501,2042,638.847
medium_variant,5501,2043,621.018
medium_variant,5501,2044,603.68
medium_variant,5501,2045,586.735
medium_variant,5501,2046,570.126
medium_variant,5501,2047,553.866
medium_variant,5501,2048,537.97
medium_variant,5501,2049,522.428
medium_variant,5501,2050,507.258
medium_variant,5501,2051,492.501
medium_variant,5501,2052,478.204
medium_variant,5501,2053,464.395
medium_variant,5501,2054,451.073
medium_variant,5501,2055,438.224
medium_variant,5501,2056,425.825
medium_variant,5501,2057,413.832
medium_variant,5501,2058,402.205
medium_variant,5501,2059,390.919
medium_variant,5501,2060,379.946
medium_variant,5501,2061,369.271
medium_variant,5501,2062,358.899
medium_variant,5501,2063,348.841
medium_variant,5501,2064,339.103
medium_variant,5501,2065,329.716
medium_variant,5501,2066,320.723
medium_variant,5501,2067,312.144
medium_variant,5501,2068,303.973
medium_variant,5501,2069,296.184
medium_variant,5501,2070,288.729
medium_variant,5501,2071,281.551
medium_variant,5501,2072,274.587
medium_variant,5501,2073,267.782
medium_variant,5501,2074,261.099
medium_variant,5501,2075,254.519
medium_variant,5501,2076,248.047
medium_variant,5501,2077,241.713
medium_variant,5501,2078,235.542
medium_variant,5501,2079,229.537
medium_variant,5501,2080,223.701
medium_variant,5501,2081,218.033
medium_variant,5501,2082,212.533
medium_variant,5501,2083,207.197
medium_variant,5501,2084,202.023
medium_variant,5501,2085,197.015
medium_variant,5501,2086,192.174
medium_variant,5501,2087,187.498
medium_variant,5501,2088,182.982
medium_variant,5501,2089,178.617
medium_variant,5501,2090,174.392
medium_variant,5501,2091,170.295
medium_variant,5501,2092,166.317
medium_variant,5501,2093,162.45
medium_variant,5501,2094,158.687
medium_variant,5501,2095,155.025
medium_variant,5501,2096,151.461
medium_variant,5501,2097,147.994
medium_variant,5501,2098,144.624
medium_variant,5501,2099,141.351
