variant,region,year,infantmortality
estimates,916,1950,262.918
estimates,916,1951,262.06
estimates,916,1952,260.337
estimates,916,1953,258.597
estimates,916,1954,256.843
estimates,916,1955,255.078
estimates,916,1956,253.319
estimates,916,1957,251.589
estimates,916,1958,249.93
estimates,916,1959,248.416
estimates,916,1960,247.132
estimates,916,1961,246.16
estimates,916,1962,245.571
estimates,916,1963,245.394
estimates,916,1964,245.599
estimates,916,1965,246.228
estimates,916,1966,247.317
estimates,916,1967,248.716
estimates,916,1968,250.166
estimates,916,1969,251.371
estimates,916,1970,251.868
estimates,916,1971,251.169
estimates,916,1972,249.022
estimates,916,1973,245.332
estimates,916,1974,240.133
estimates,916,1975,233.613
estimates,916,1976,226.11
estimates,916,1977,218.135
estimates,916,1978,210.149
estimates,916,1979,202.428
estimates,916,1980,195.17
estimates,916,1981,188.439
estimates,916,1982,182.096
estimates,916,1983,176.031
estimates,916,1984,170.242
estimates,916,1985,164.715
estimates,916,1986,159.42
estimates,916,1987,154.302
estimates,916,1988,149.312
estimates,916,1989,144.421
estimates,916,1990,139.621
estimates,916,1991,134.925
estimates,916,1992,130.34
estimates,916,1993,125.853
estimates,916,1994,121.429
estimates,916,1995,116.955
estimates,916,1996,112.303
estimates,916,1997,107.436
estimates,916,1998,102.393
estimates,916,1999,97.27
estimates,916,2000,92.267
estimates,916,2001,87.632
estimates,916,2002,83.564
estimates,916,2003,80.19
estimates,916,2004,77.538
estimates,916,2005,75.575
estimates,916,2006,74.189
estimates,916,2007,73.154
estimates,916,2008,72.251
estimates,916,2009,71.348
estimates,916,2010,70.322
estimates,916,2011,69.097
estimates,916,2012,67.687
estimates,916,2013,66.114
estimates,916,2014,64.374
estimates,916,2015,62.485
medium_variant,916,2015,62.485
medium_variant,916,2016,60.49
medium_variant,916,2017,58.458
medium_variant,916,2018,56.451
medium_variant,916,2019,54.5
medium_variant,916,2020,52.625
medium_variant,916,2021,50.83
medium_variant,916,2022,49.096
medium_variant,916,2023,47.407
medium_variant,916,2024,45.768
medium_variant,916,2025,44.178
medium_variant,916,2026,42.64
medium_variant,916,2027,41.154
medium_variant,916,2028,39.719
medium_variant,916,2029,38.337
medium_variant,916,2030,37.008
medium_variant,916,2031,35.733
medium_variant,916,2032,34.512
medium_variant,916,2033,33.342
medium_variant,916,2034,32.223
medium_variant,916,2035,31.153
medium_variant,916,2036,30.132
medium_variant,916,2037,29.158
medium_variant,916,2038,28.228
medium_variant,916,2039,27.34
medium_variant,916,2040,26.492
medium_variant,916,2041,25.686
medium_variant,916,2042,24.919
medium_variant,916,2043,24.19
medium_variant,916,2044,23.494
medium_variant,916,2045,22.828
medium_variant,916,2046,22.187
medium_variant,916,2047,21.569
medium_variant,916,2048,20.972
medium_variant,916,2049,20.392
medium_variant,916,2050,19.83
medium_variant,916,2051,19.287
medium_variant,916,2052,18.765
medium_variant,916,2053,18.265
medium_variant,916,2054,17.785
medium_variant,916,2055,17.324
medium_variant,916,2056,16.88
medium_variant,916,2057,16.451
medium_variant,916,2058,16.034
medium_variant,916,2059,15.628
medium_variant,916,2060,15.231
medium_variant,916,2061,14.845
medium_variant,916,2062,14.469
medium_variant,916,2063,14.104
medium_variant,916,2064,13.75
medium_variant,916,2065,13.406
medium_variant,916,2066,13.072
medium_variant,916,2067,12.748
medium_variant,916,2068,12.433
medium_variant,916,2069,12.127
medium_variant,916,2070,11.83
medium_variant,916,2071,11.54
medium_variant,916,2072,11.259
medium_variant,916,2073,10.986
medium_variant,916,2074,10.721
medium_variant,916,2075,10.463
medium_variant,916,2076,10.215
medium_variant,916,2077,9.974
medium_variant,916,2078,9.742
medium_variant,916,2079,9.517
medium_variant,916,2080,9.3
medium_variant,916,2081,9.091
medium_variant,916,2082,8.889
medium_variant,916,2083,8.692
medium_variant,916,2084,8.502
medium_variant,916,2085,8.316
medium_variant,916,2086,8.133
medium_variant,916,2087,7.953
medium_variant,916,2088,7.776
medium_variant,916,2089,7.602
medium_variant,916,2090,7.43
medium_variant,916,2091,7.261
medium_variant,916,2092,7.096
medium_variant,916,2093,6.935
medium_variant,916,2094,6.778
medium_variant,916,2095,6.627
medium_variant,916,2096,6.48
medium_variant,916,2097,6.338
medium_variant,916,2098,6.202
medium_variant,916,2099,6.07
