variant,region,year,infantmortality
estimates,902,1950,13160.519
estimates,902,1951,13030.013
estimates,902,1952,12799.684
estimates,902,1953,12630.721
estimates,902,1954,12523.124
estimates,902,1955,12475.812
estimates,902,1956,12484.905
estimates,902,1957,12544.436
estimates,902,1958,12643.289
estimates,902,1959,12762.403
estimates,902,1960,12879.361
estimates,902,1961,12970.548
estimates,902,1962,13012.496
estimates,902,1963,12989.005
estimates,902,1964,12895.399
estimates,902,1965,12738.177
estimates,902,1966,12534.448
estimates,902,1967,12310.996
estimates,902,1968,12089.372
estimates,902,1969,11878.336
estimates,902,1970,11678.536
estimates,902,1971,11483.188
estimates,902,1972,11281.426
estimates,902,1973,11067.552
estimates,902,1974,10844.658
estimates,902,1975,10620.237
estimates,902,1976,10404.31
estimates,902,1977,10206.332
estimates,902,1978,10032.911
estimates,902,1979,9886.352
estimates,902,1980,9767.546
estimates,902,1981,9674.473
estimates,902,1982,9598.624
estimates,902,1983,9530.802
estimates,902,1984,9464.3
estimates,902,1985,9391.614
estimates,902,1986,9306.321
estimates,902,1987,9205.639
estimates,902,1988,9087.732
estimates,902,1989,8950.953
estimates,902,1990,8794.982
estimates,902,1991,8621.473
estimates,902,1992,8435.522
estimates,902,1993,8242.164
estimates,902,1994,8044.532
estimates,902,1995,7845.337
estimates,902,1996,7646.376
estimates,902,1997,7448.244
estimates,902,1998,7251.783
estimates,902,1999,7058.459
estimates,902,2000,6869.234
estimates,902,2001,6684.359
estimates,902,2002,6503.228
estimates,902,2003,6325.474
estimates,902,2004,6151.374
estimates,902,2005,5980.937
estimates,902,2006,5814.012
estimates,902,2007,5650.627
estimates,902,2008,5491.074
estimates,902,2009,5335.882
estimates,902,2010,5185.936
estimates,902,2011,5042.2
estimates,902,2012,4905.216
estimates,902,2013,4775.214
estimates,902,2014,4652.136
estimates,902,2015,4535.668
medium_variant,902,2015,4535.668
medium_variant,902,2016,4425.212
medium_variant,902,2017,4319.76
medium_variant,902,2018,4218.357
medium_variant,902,2019,4120.375
medium_variant,902,2020,4025.368
medium_variant,902,2021,3933.158
medium_variant,902,2022,3843.88
medium_variant,902,2023,3757.578
medium_variant,902,2024,3674.06
medium_variant,902,2025,3593.244
medium_variant,902,2026,3515.137
medium_variant,902,2027,3439.748
medium_variant,902,2028,3366.996
medium_variant,902,2029,3296.695
medium_variant,902,2030,3228.643
medium_variant,902,2031,3162.654
medium_variant,902,2032,3098.574
medium_variant,902,2033,3036.247
medium_variant,902,2034,2975.526
medium_variant,902,2035,2916.373
medium_variant,902,2036,2858.839
medium_variant,902,2037,2802.991
medium_variant,902,2038,2748.815
medium_variant,902,2039,2696.187
medium_variant,902,2040,2644.999
medium_variant,902,2041,2595.147
medium_variant,902,2042,2546.479
medium_variant,902,2043,2498.803
medium_variant,902,2044,2451.92
medium_variant,902,2045,2405.581
medium_variant,902,2046,2359.568
medium_variant,902,2047,2313.836
medium_variant,902,2048,2268.408
medium_variant,902,2049,2223.329
medium_variant,902,2050,2178.725
medium_variant,902,2051,2134.787
medium_variant,902,2052,2091.763
medium_variant,902,2053,2049.868
medium_variant,902,2054,2009.227
medium_variant,902,2055,1969.941
medium_variant,902,2056,1932.048
medium_variant,902,2057,1895.445
medium_variant,902,2058,1860.016
medium_variant,902,2059,1825.693
medium_variant,902,2060,1792.384
medium_variant,902,2061,1759.988
medium_variant,902,2062,1728.422
medium_variant,902,2063,1697.618
medium_variant,902,2064,1667.53
medium_variant,902,2065,1638.176
medium_variant,902,2066,1609.62
medium_variant,902,2067,1581.925
medium_variant,902,2068,1555.1
medium_variant,902,2069,1529.093
medium_variant,902,2070,1503.816
medium_variant,902,2071,1479.161
medium_variant,902,2072,1455.02
medium_variant,902,2073,1431.305
medium_variant,902,2074,1407.96
medium_variant,902,2075,1384.972
medium_variant,902,2076,1362.37
medium_variant,902,2077,1340.218
medium_variant,902,2078,1318.562
medium_variant,902,2079,1297.398
medium_variant,902,2080,1276.723
medium_variant,902,2081,1256.522
medium_variant,902,2082,1236.762
medium_variant,902,2083,1217.407
medium_variant,902,2084,1198.425
medium_variant,902,2085,1179.788
medium_variant,902,2086,1161.471
medium_variant,902,2087,1143.465
medium_variant,902,2088,1125.762
medium_variant,902,2089,1108.353
medium_variant,902,2090,1091.235
medium_variant,902,2091,1074.417
medium_variant,902,2092,1057.906
medium_variant,902,2093,1041.713
medium_variant,902,2094,1025.847
medium_variant,902,2095,1010.313
medium_variant,902,2096,995.114
medium_variant,902,2097,980.252
medium_variant,902,2098,965.728
medium_variant,902,2099,951.542
