variant,region,year,infantmortality
estimates,934,1950,11147.53
estimates,934,1951,11019.694
estimates,934,1952,10793.679
estimates,934,1953,10626.981
estimates,934,1954,10519.599
estimates,934,1955,10470.496
estimates,934,1956,10475.935
estimates,934,1957,10530.082
estimates,934,1958,10622.114
estimates,934,1959,10733.514
estimates,934,1960,10842.42
estimates,934,1961,10925.691
estimates,934,1962,10960.144
estimates,934,1963,10929.402
estimates,934,1964,10828.061
estimates,934,1965,10660.436
estimates,934,1966,10440.898
estimates,934,1967,10194.862
estimates,934,1968,9943.82
estimates,934,1969,9697.706
estimates,934,1970,9460.058
estimates,934,1971,9227.956
estimates,934,1972,8994.119
estimates,934,1973,8755.304
estimates,934,1974,8515.388
estimates,934,1975,8281.125
estimates,934,1976,8060.388
estimates,934,1977,7859.347
estimates,934,1978,7682.106
estimates,934,1979,7530.178
estimates,934,1980,7404.724
estimates,934,1981,7304.899
estimates,934,1982,7223.799
estimates,934,1983,7153.154
estimates,934,1984,7086.058
estimates,934,1985,7013.619
estimates,934,1986,6927.416
estimates,934,1987,6823.345
estimates,934,1988,6699.221
estimates,934,1989,6554.129
estimates,934,1990,6389.57
estimates,934,1991,6209.701
estimates,934,1992,6022.162
estimates,934,1993,5833.87
estimates,934,1994,5648.744
estimates,934,1995,5469.587
estimates,934,1996,5297.433
estimates,934,1997,5130.933
estimates,934,1998,4969.185
estimates,934,1999,4812.8
estimates,934,2000,4662.359
estimates,934,2001,4518.163
estimates,934,2002,4379.757
estimates,934,2003,4246.546
estimates,934,2004,4118.087
estimates,934,2005,3993.604
estimates,934,2006,3872.212
estimates,934,2007,3753.316
estimates,934,2008,3636.584
estimates,934,2009,3521.973
estimates,934,2010,3409.865
estimates,934,2011,3300.965
estimates,934,2012,3196.116
estimates,934,2013,3095.905
estimates,934,2014,3000.477
estimates,934,2015,2909.797
medium_variant,934,2015,2909.797
medium_variant,934,2016,2823.606
medium_variant,934,2017,2741.284
medium_variant,934,2018,2662.238
medium_variant,934,2019,2586.114
medium_variant,934,2020,2512.63
medium_variant,934,2021,2441.632
medium_variant,934,2022,2373.126
medium_variant,934,2023,2307.076
medium_variant,934,2024,2243.35
medium_variant,934,2025,2181.904
medium_variant,934,2026,2122.776
medium_variant,934,2027,2066.003
medium_variant,934,2028,2011.544
medium_variant,934,2029,1959.267
medium_variant,934,2030,1909.029
medium_variant,934,2031,1860.691
medium_variant,934,2032,1814.112
medium_variant,934,2033,1769.139
medium_variant,934,2034,1725.632
medium_variant,934,2035,1683.538
medium_variant,934,2036,1642.878
medium_variant,934,2037,1603.677
medium_variant,934,2038,1565.889
medium_variant,934,2039,1529.382
medium_variant,934,2040,1494.038
medium_variant,934,2041,1459.756
medium_variant,934,2042,1426.407
medium_variant,934,2043,1393.827
medium_variant,934,2044,1361.844
medium_variant,934,2045,1330.246
medium_variant,934,2046,1298.853
medium_variant,934,2047,1267.636
medium_variant,934,2048,1236.62
medium_variant,934,2049,1205.844
medium_variant,934,2050,1175.418
medium_variant,934,2051,1145.505
medium_variant,934,2052,1116.312
medium_variant,934,2053,1088.008
medium_variant,934,2054,1060.689
medium_variant,934,2055,1034.418
medium_variant,934,2056,1009.203
medium_variant,934,2057,984.944
medium_variant,934,2058,961.545
medium_variant,934,2059,938.954
medium_variant,934,2060,917.105
medium_variant,934,2061,895.937
medium_variant,934,2062,875.41
medium_variant,934,2063,855.49
medium_variant,934,2064,836.158
medium_variant,934,2065,817.445
medium_variant,934,2066,799.417
medium_variant,934,2067,782.116
medium_variant,934,2068,765.54
medium_variant,934,2069,749.635
medium_variant,934,2070,734.309
medium_variant,934,2071,719.447
medium_variant,934,2072,704.945
medium_variant,934,2073,690.72
medium_variant,934,2074,676.729
medium_variant,934,2075,662.974
medium_variant,934,2076,649.499
medium_variant,934,2077,636.386
medium_variant,934,2078,623.69
medium_variant,934,2079,611.42
medium_variant,934,2080,599.575
medium_variant,934,2081,588.139
medium_variant,934,2082,577.069
medium_variant,934,2083,566.324
medium_variant,934,2084,555.874
medium_variant,934,2085,545.689
medium_variant,934,2086,535.748
medium_variant,934,2087,526.044
medium_variant,934,2088,516.574
medium_variant,934,2089,507.33
medium_variant,934,2090,498.313
medium_variant,934,2091,489.528
medium_variant,934,2092,480.986
medium_variant,934,2093,472.696
medium_variant,934,2094,464.668
medium_variant,934,2095,456.907
medium_variant,934,2096,449.415
medium_variant,934,2097,442.195
medium_variant,934,2098,435.247
medium_variant,934,2099,428.571
