variant,region,year,infantmortality
estimates,922,1950,487.802
estimates,922,1951,486.258
estimates,922,1952,483.3
estimates,922,1953,480.605
estimates,922,1954,478.175
estimates,922,1955,475.998
estimates,922,1956,474.039
estimates,922,1957,472.248
estimates,922,1958,470.533
estimates,922,1959,468.727
estimates,922,1960,466.644
estimates,922,1961,464.097
estimates,922,1962,460.912
estimates,922,1963,457
estimates,922,1964,452.388
estimates,922,1965,447.286
estimates,922,1966,442.012
estimates,922,1967,436.845
estimates,922,1968,431.934
estimates,922,1969,427.251
estimates,922,1970,422.601
estimates,922,1971,417.675
estimates,922,1972,412.13
estimates,922,1973,405.73
estimates,922,1974,398.406
estimates,922,1975,390.181
estimates,922,1976,381.184
estimates,922,1977,371.682
estimates,922,1978,361.913
estimates,922,1979,352.004
estimates,922,1980,342.002
estimates,922,1981,331.889
estimates,922,1982,321.628
estimates,922,1983,311.242
estimates,922,1984,300.835
estimates,922,1985,290.582
estimates,922,1986,280.669
estimates,922,1987,271.194
estimates,922,1988,262.195
estimates,922,1989,253.652
estimates,922,1990,245.413
estimates,922,1991,237.249
estimates,922,1992,228.965
estimates,922,1993,220.461
estimates,922,1994,211.763
estimates,922,1995,203.005
estimates,922,1996,194.402
estimates,922,1997,186.205
estimates,922,1998,178.603
estimates,922,1999,171.674
estimates,922,2000,165.393
estimates,922,2001,159.65
estimates,922,2002,154.288
estimates,922,2003,149.21
estimates,922,2004,144.428
estimates,922,2005,140.088
estimates,922,2006,136.4
estimates,922,2007,133.483
estimates,922,2008,131.339
estimates,922,2009,129.85
estimates,922,2010,128.775
estimates,922,2011,127.799
estimates,922,2012,126.624
estimates,922,2013,125.034
estimates,922,2014,122.934
estimates,922,2015,120.336
medium_variant,922,2015,120.336
medium_variant,922,2016,117.363
medium_variant,922,2017,114.259
medium_variant,922,2018,111.227
medium_variant,922,2019,108.343
medium_variant,922,2020,105.641
medium_variant,922,2021,103.107
medium_variant,922,2022,100.67
medium_variant,922,2023,98.277
medium_variant,922,2024,95.93
medium_variant,922,2025,93.639
medium_variant,922,2026,91.419
medium_variant,922,2027,89.291
medium_variant,922,2028,87.268
medium_variant,922,2029,85.354
medium_variant,922,2030,83.553
medium_variant,922,2031,81.863
medium_variant,922,2032,80.271
medium_variant,922,2033,78.758
medium_variant,922,2034,77.309
medium_variant,922,2035,75.907
medium_variant,922,2036,74.538
medium_variant,922,2037,73.191
medium_variant,922,2038,71.857
medium_variant,922,2039,70.526
medium_variant,922,2040,69.194
medium_variant,922,2041,67.862
medium_variant,922,2042,66.537
medium_variant,922,2043,65.226
medium_variant,922,2044,63.928
medium_variant,922,2045,62.644
medium_variant,922,2046,61.373
medium_variant,922,2047,60.112
medium_variant,922,2048,58.863
medium_variant,922,2049,57.626
medium_variant,922,2050,56.403
medium_variant,922,2051,55.193
medium_variant,922,2052,54
medium_variant,922,2053,52.825
medium_variant,922,2054,51.671
medium_variant,922,2055,50.539
medium_variant,922,2056,49.429
medium_variant,922,2057,48.342
medium_variant,922,2058,47.28
medium_variant,922,2059,46.244
medium_variant,922,2060,45.235
medium_variant,922,2061,44.255
medium_variant,922,2062,43.304
medium_variant,922,2063,42.384
medium_variant,922,2064,41.496
medium_variant,922,2065,40.645
medium_variant,922,2066,39.834
medium_variant,922,2067,39.064
medium_variant,922,2068,38.333
medium_variant,922,2069,37.636
medium_variant,922,2070,36.967
medium_variant,922,2071,36.32
medium_variant,922,2072,35.686
medium_variant,922,2073,35.06
medium_variant,922,2074,34.438
medium_variant,922,2075,33.815
medium_variant,922,2076,33.192
medium_variant,922,2077,32.573
medium_variant,922,2078,31.962
medium_variant,922,2079,31.361
medium_variant,922,2080,30.772
medium_variant,922,2081,30.197
medium_variant,922,2082,29.638
medium_variant,922,2083,29.096
medium_variant,922,2084,28.571
medium_variant,922,2085,28.063
medium_variant,922,2086,27.569
medium_variant,922,2087,27.086
medium_variant,922,2088,26.615
medium_variant,922,2089,26.155
medium_variant,922,2090,25.709
medium_variant,922,2091,25.277
medium_variant,922,2092,24.863
medium_variant,922,2093,24.467
medium_variant,922,2094,24.092
medium_variant,922,2095,23.739
medium_variant,922,2096,23.407
medium_variant,922,2097,23.098
medium_variant,922,2098,22.812
medium_variant,922,2099,22.548
