variant,region,year,infantmortality
estimates,1517,1950,12305.829
estimates,1517,1951,12149.032
estimates,1517,1952,11867.662
estimates,1517,1953,11650.741
estimates,1517,1954,11498.269
estimates,1517,1955,11409.169
estimates,1517,1956,11379.574
estimates,1517,1957,11403.506
estimates,1517,1958,11469.846
estimates,1517,1959,11559.54
estimates,1517,1960,11650.151
estimates,1517,1961,11718.009
estimates,1517,1962,11739.535
estimates,1517,1963,11698.33
estimates,1517,1964,11589.448
estimates,1517,1965,11419.226
estimates,1517,1966,11204.669
estimates,1517,1967,10972.326
estimates,1517,1968,10743.371
estimates,1517,1969,10526.106
estimates,1517,1970,10320.809
estimates,1517,1971,10120.434
estimates,1517,1972,9913.858
estimates,1517,1973,9695.018
estimates,1517,1974,9466.554
estimates,1517,1975,9235.342
estimates,1517,1976,9010.85
estimates,1517,1977,8802.457
estimates,1517,1978,8616.904
estimates,1517,1979,8456.705
estimates,1517,1980,8323.551
estimates,1517,1981,8216.487
estimates,1517,1982,8127.681
estimates,1517,1983,8048.123
estimates,1517,1984,7970.776
estimates,1517,1985,7886.546
estimates,1517,1986,7786.844
estimates,1517,1987,7667.629
estimates,1517,1988,7526.882
estimates,1517,1989,7363.884
estimates,1517,1990,7180.39
estimates,1517,1991,6980.838
estimates,1517,1992,6773.186
estimates,1517,1993,6564.658
estimates,1517,1994,6359.419
estimates,1517,1995,6160.52
estimates,1517,1996,5969.145
estimates,1517,1997,5783.846
estimates,1517,1998,5603.572
estimates,1517,1999,5428.829
estimates,1517,2000,5259.868
estimates,1517,2001,5096.572
estimates,1517,2002,4938.276
estimates,1517,2003,4784.375
estimates,1517,2004,4634.611
estimates,1517,2005,4488.541
estimates,1517,2006,4345.731
estimates,1517,2007,4206.143
estimates,1517,2008,4069.951
estimates,1517,2009,3937.448
estimates,1517,2010,3809.313
estimates,1517,2011,3686.406
estimates,1517,2012,3569.359
estimates,1517,2013,3458.505
estimates,1517,2014,3353.825
estimates,1517,2015,3255.072
medium_variant,1517,2015,3255.072
medium_variant,1517,2016,3161.745
medium_variant,1517,2017,3072.962
medium_variant,1517,2018,2987.884
medium_variant,1517,2019,2905.959
medium_variant,1517,2020,2826.783
medium_variant,1517,2021,2750.176
medium_variant,1517,2022,2676.234
medium_variant,1517,2023,2604.984
medium_variant,1517,2024,2536.263
medium_variant,1517,2025,2470.01
medium_variant,1517,2026,2406.249
medium_variant,1517,2027,2345.017
medium_variant,1517,2028,2286.266
medium_variant,1517,2029,2229.845
medium_variant,1517,2030,2175.595
medium_variant,1517,2031,2123.368
medium_variant,1517,2032,2073.016
medium_variant,1517,2033,2024.384
medium_variant,1517,2034,1977.324
medium_variant,1517,2035,1931.781
medium_variant,1517,2036,1887.782
medium_variant,1517,2037,1845.355
medium_variant,1517,2038,1804.457
medium_variant,1517,2039,1764.946
medium_variant,1517,2040,1726.699
medium_variant,1517,2041,1689.607
medium_variant,1517,2042,1653.532
medium_variant,1517,2043,1618.301
medium_variant,1517,2044,1583.731
medium_variant,1517,2045,1549.602
medium_variant,1517,2046,1515.731
medium_variant,1517,2047,1482.089
medium_variant,1517,2048,1448.7
medium_variant,1517,2049,1415.599
medium_variant,1517,2050,1382.89
medium_variant,1517,2051,1350.741
medium_variant,1517,2052,1319.353
medium_variant,1517,2053,1288.899
medium_variant,1517,2054,1259.466
medium_variant,1517,2055,1231.113
medium_variant,1517,2056,1203.842
medium_variant,1517,2057,1177.552
medium_variant,1517,2058,1152.142
medium_variant,1517,2059,1127.561
medium_variant,1517,2060,1103.746
medium_variant,1517,2061,1080.641
medium_variant,1517,2062,1058.209
medium_variant,1517,2063,1036.422
medium_variant,1517,2064,1015.257
medium_variant,1517,2065,994.743
medium_variant,1517,2066,974.941
medium_variant,1517,2067,955.889
medium_variant,1517,2068,937.576
medium_variant,1517,2069,919.947
medium_variant,1517,2070,902.906
medium_variant,1517,2071,886.339
medium_variant,1517,2072,870.142
medium_variant,1517,2073,854.232
medium_variant,1517,2074,838.563
medium_variant,1517,2075,823.132
medium_variant,1517,2076,807.98
medium_variant,1517,2077,793.185
medium_variant,1517,2078,778.804
medium_variant,1517,2079,764.845
medium_variant,1517,2080,751.311
medium_variant,1517,2081,738.192
medium_variant,1517,2082,725.45
medium_variant,1517,2083,713.047
medium_variant,1517,2084,700.952
medium_variant,1517,2085,689.136
medium_variant,1517,2086,677.572
medium_variant,1517,2087,666.251
medium_variant,1517,2088,655.162
medium_variant,1517,2089,644.298
medium_variant,1517,2090,633.657
medium_variant,1517,2091,623.247
medium_variant,1517,2092,613.08
medium_variant,1517,2093,603.166
medium_variant,1517,2094,593.516
medium_variant,1517,2095,584.136
medium_variant,1517,2096,575.029
medium_variant,1517,2097,566.197
medium_variant,1517,2098,557.641
medium_variant,1517,2099,549.362
