variant,region,year,infantmortality
estimates,911,1950,235.108
estimates,911,1951,235.526
estimates,911,1952,236.498
estimates,911,1953,237.741
estimates,911,1954,239.254
estimates,911,1955,241.035
estimates,911,1956,243.078
estimates,911,1957,245.367
estimates,911,1958,247.879
estimates,911,1959,250.57
estimates,911,1960,253.392
estimates,911,1961,256.286
estimates,911,1962,259.191
estimates,911,1963,262.057
estimates,911,1964,264.852
estimates,911,1965,267.532
estimates,911,1966,270.068
estimates,911,1967,272.505
estimates,911,1968,274.911
estimates,911,1969,277.355
estimates,911,1970,279.946
estimates,911,1971,282.8
estimates,911,1972,285.994
estimates,911,1973,289.574
estimates,911,1974,293.551
estimates,911,1975,297.875
estimates,911,1976,302.446
estimates,911,1977,307.159
estimates,911,1978,311.951
estimates,911,1979,316.823
estimates,911,1980,321.811
estimates,911,1981,326.986
estimates,911,1982,332.449
estimates,911,1983,338.287
estimates,911,1984,344.544
estimates,911,1985,351.24
estimates,911,1986,358.365
estimates,911,1987,365.881
estimates,911,1988,373.767
estimates,911,1989,382.031
estimates,911,1990,390.898
estimates,911,1991,400.664
estimates,911,1992,411.33
estimates,911,1993,422.669
estimates,911,1994,434.284
estimates,911,1995,445.519
estimates,911,1996,455.622
estimates,911,1997,464.007
estimates,911,1998,470.274
estimates,911,1999,474.253
estimates,911,2000,475.984
estimates,911,2001,475.75
estimates,911,2002,474.178
estimates,911,2003,471.835
estimates,911,2004,469.027
estimates,911,2005,465.941
estimates,911,2006,462.627
estimates,911,2007,459.019
estimates,911,2008,455.124
estimates,911,2009,451.085
estimates,911,2010,447.064
estimates,911,2011,443.203
estimates,911,2012,439.568
estimates,911,2013,436.205
estimates,911,2014,433.152
estimates,911,2015,430.41
medium_variant,911,2015,430.41
medium_variant,911,2016,427.93
medium_variant,911,2017,425.603
medium_variant,911,2018,423.33
medium_variant,911,2019,421.065
medium_variant,911,2020,418.782
medium_variant,911,2021,416.481
medium_variant,911,2022,414.177
medium_variant,911,2023,411.867
medium_variant,911,2024,409.526
medium_variant,911,2025,407.121
medium_variant,911,2026,404.62
medium_variant,911,2027,402.003
medium_variant,911,2028,399.256
medium_variant,911,2029,396.37
medium_variant,911,2030,393.345
medium_variant,911,2031,390.192
medium_variant,911,2032,386.936
medium_variant,911,2033,383.599
medium_variant,911,2034,380.189
medium_variant,911,2035,376.709
medium_variant,911,2036,373.155
medium_variant,911,2037,369.524
medium_variant,911,2038,365.814
medium_variant,911,2039,362.033
medium_variant,911,2040,358.185
medium_variant,911,2041,354.272
medium_variant,911,2042,350.305
medium_variant,911,2043,346.297
medium_variant,911,2044,342.262
medium_variant,911,2045,338.213
medium_variant,911,2046,334.158
medium_variant,911,2047,330.108
medium_variant,911,2048,326.072
medium_variant,911,2049,322.064
medium_variant,911,2050,318.096
medium_variant,911,2051,314.171
medium_variant,911,2052,310.293
medium_variant,911,2053,306.466
medium_variant,911,2054,302.699
medium_variant,911,2055,299.009
medium_variant,911,2056,295.411
medium_variant,911,2057,291.906
medium_variant,911,2058,288.489
medium_variant,911,2059,285.15
medium_variant,911,2060,281.87
medium_variant,911,2061,278.628
medium_variant,911,2062,275.4
medium_variant,911,2063,272.168
medium_variant,911,2064,268.917
medium_variant,911,2065,265.64
medium_variant,911,2066,262.336
medium_variant,911,2067,259.017
medium_variant,911,2068,255.696
medium_variant,911,2069,252.379
medium_variant,911,2070,249.073
medium_variant,911,2071,245.783
medium_variant,911,2072,242.516
medium_variant,911,2073,239.275
medium_variant,911,2074,236.065
medium_variant,911,2075,232.886
medium_variant,911,2076,229.739
medium_variant,911,2077,226.62
medium_variant,911,2078,223.526
medium_variant,911,2079,220.455
medium_variant,911,2080,217.405
medium_variant,911,2081,214.373
medium_variant,911,2082,211.359
medium_variant,911,2083,208.363
medium_variant,911,2084,205.387
medium_variant,911,2085,202.433
medium_variant,911,2086,199.508
medium_variant,911,2087,196.613
medium_variant,911,2088,193.751
medium_variant,911,2089,190.922
medium_variant,911,2090,188.124
medium_variant,911,2091,185.353
medium_variant,911,2092,182.607
medium_variant,911,2093,179.882
medium_variant,911,2094,177.175
medium_variant,911,2095,174.485
medium_variant,911,2096,171.81
medium_variant,911,2097,169.151
medium_variant,911,2098,166.506
medium_variant,911,2099,163.876
