variant,continent,year,potentialsupport1664_65
estimates,909,1950,8.526
estimates,909,1951,8.4
estimates,909,1952,8.296
estimates,909,1953,8.217
estimates,909,1954,8.168
estimates,909,1955,8.148
estimates,909,1956,8.066
estimates,909,1957,8.018
estimates,909,1958,7.998
estimates,909,1959,8.003
estimates,909,1960,8.028
estimates,909,1961,8.025
estimates,909,1962,8.047
estimates,909,1963,8.085
estimates,909,1964,8.134
estimates,909,1965,8.19
estimates,909,1966,8.256
estimates,909,1967,8.329
estimates,909,1968,8.403
estimates,909,1969,8.473
estimates,909,1970,8.537
estimates,909,1971,8.471
estimates,909,1972,8.414
estimates,909,1973,8.361
estimates,909,1974,8.308
estimates,909,1975,8.249
estimates,909,1976,8.128
estimates,909,1977,8.009
estimates,909,1978,7.901
estimates,909,1979,7.81
estimates,909,1980,7.74
estimates,909,1981,7.67
estimates,909,1982,7.621
estimates,909,1983,7.579
estimates,909,1984,7.529
estimates,909,1985,7.464
estimates,909,1986,7.387
estimates,909,1987,7.305
estimates,909,1988,7.221
estimates,909,1989,7.14
estimates,909,1990,7.065
estimates,909,1991,6.97
estimates,909,1992,6.882
estimates,909,1993,6.804
estimates,909,1994,6.742
estimates,909,1995,6.697
estimates,909,1996,6.652
estimates,909,1997,6.622
estimates,909,1998,6.6
estimates,909,1999,6.579
estimates,909,2000,6.552
estimates,909,2001,6.529
estimates,909,2002,6.5
estimates,909,2003,6.463
estimates,909,2004,6.421
estimates,909,2005,6.373
estimates,909,2006,6.342
estimates,909,2007,6.303
estimates,909,2008,6.252
estimates,909,2009,6.179
estimates,909,2010,6.082
estimates,909,2011,5.965
estimates,909,2012,5.831
estimates,909,2013,5.685
estimates,909,2014,5.543
estimates,909,2015,5.412
medium_variant,909,2015,5.412
medium_variant,909,2016,5.296
medium_variant,909,2017,5.191
medium_variant,909,2018,5.092
medium_variant,909,2019,4.995
medium_variant,909,2020,4.897
medium_variant,909,2021,4.801
medium_variant,909,2022,4.707
medium_variant,909,2023,4.612
medium_variant,909,2024,4.517
medium_variant,909,2025,4.421
medium_variant,909,2026,4.333
medium_variant,909,2027,4.244
medium_variant,909,2028,4.157
medium_variant,909,2029,4.079
medium_variant,909,2030,4.013
medium_variant,909,2031,3.968
medium_variant,909,2032,3.932
medium_variant,909,2033,3.9
medium_variant,909,2034,3.864
medium_variant,909,2035,3.818
medium_variant,909,2036,3.777
medium_variant,909,2037,3.728
medium_variant,909,2038,3.676
medium_variant,909,2039,3.631
medium_variant,909,2040,3.596
medium_variant,909,2041,3.582
medium_variant,909,2042,3.573
medium_variant,909,2043,3.568
medium_variant,909,2044,3.558
medium_variant,909,2045,3.539
medium_variant,909,2046,3.521
medium_variant,909,2047,3.493
medium_variant,909,2048,3.46
medium_variant,909,2049,3.423
medium_variant,909,2050,3.387
medium_variant,909,2051,3.361
medium_variant,909,2052,3.333
medium_variant,909,2053,3.303
medium_variant,909,2054,3.272
medium_variant,909,2055,3.24
medium_variant,909,2056,3.215
medium_variant,909,2057,3.188
medium_variant,909,2058,3.16
medium_variant,909,2059,3.133
medium_variant,909,2060,3.107
medium_variant,909,2061,3.089
medium_variant,909,2062,3.073
medium_variant,909,2063,3.055
medium_variant,909,2064,3.036
medium_variant,909,2065,3.015
medium_variant,909,2066,3.004
medium_variant,909,2067,2.99
medium_variant,909,2068,2.974
medium_variant,909,2069,2.956
medium_variant,909,2070,2.934
medium_variant,909,2071,2.917
medium_variant,909,2072,2.897
medium_variant,909,2073,2.871
medium_variant,909,2074,2.842
medium_variant,909,2075,2.812
medium_variant,909,2076,2.792
medium_variant,909,2077,2.769
medium_variant,909,2078,2.745
medium_variant,909,2079,2.718
medium_variant,909,2080,2.69
medium_variant,909,2081,2.669
medium_variant,909,2082,2.646
medium_variant,909,2083,2.62
medium_variant,909,2084,2.593
medium_variant,909,2085,2.565
medium_variant,909,2086,2.545
medium_variant,909,2087,2.524
medium_variant,909,2088,2.502
medium_variant,909,2089,2.479
medium_variant,909,2090,2.454
medium_variant,909,2091,2.437
medium_variant,909,2092,2.419
medium_variant,909,2093,2.399
medium_variant,909,2094,2.378
medium_variant,909,2095,2.356
medium_variant,909,2096,2.341
medium_variant,909,2097,2.325
medium_variant,909,2098,2.308
medium_variant,909,2099,2.288
medium_variant,909,2100,2.268
high_variant,909,2015,5.41220860867693
low_variant,909,2015,5.41220860867693
constant_fertility,909,2015,5.41220860867693
instant_replacement,909,2015,5.41220860867693
zero_migration,909,2015,5.41220860867693
constant_mortality,909,2015,5.41220860867693
no_change,909,2015,5.41220860867693
high_variant,909,2020,4.89659918707457
low_variant,909,2020,4.89659918707457
constant_fertility,909,2020,4.89659918707457
instant_replacement,909,2020,4.89659918707457
zero_migration,909,2020,4.79553666289126
constant_mortality,909,2020,4.94820027176583
no_change,909,2020,4.94820027176583
high_variant,909,2025,4.42110530234746
low_variant,909,2025,4.42110530234746
constant_fertility,909,2025,4.42110530234746
