variant,continent,year,potentialsupport1664_65
estimates,903,1950,17.186
estimates,903,1951,17.145
estimates,903,1952,17.189
estimates,903,1953,17.304
estimates,903,1954,17.483
estimates,903,1955,17.719
estimates,903,1956,17.56
estimates,903,1957,17.476
estimates,903,1958,17.458
estimates,903,1959,17.494
estimates,903,1960,17.578
estimates,903,1961,17.36
estimates,903,1962,17.212
estimates,903,1963,17.128
estimates,903,1964,17.103
estimates,903,1965,17.133
estimates,903,1966,16.974
estimates,903,1967,16.893
estimates,903,1968,16.875
estimates,903,1969,16.904
estimates,903,1970,16.973
estimates,903,1971,16.819
estimates,903,1972,16.725
estimates,903,1973,16.687
estimates,903,1974,16.703
estimates,903,1975,16.768
estimates,903,1976,16.659
estimates,903,1977,16.606
estimates,903,1978,16.595
estimates,903,1979,16.612
estimates,903,1980,16.648
estimates,903,1981,16.555
estimates,903,1982,16.505
estimates,903,1983,16.492
estimates,903,1984,16.505
estimates,903,1985,16.54
estimates,903,1986,16.427
estimates,903,1987,16.354
estimates,903,1988,16.313
estimates,903,1989,16.298
estimates,903,1990,16.304
estimates,903,1991,16.216
estimates,903,1992,16.17
estimates,903,1993,16.157
estimates,903,1994,16.168
estimates,903,1995,16.194
estimates,903,1996,16.091
estimates,903,1997,16.023
estimates,903,1998,15.988
estimates,903,1999,15.987
estimates,903,2000,16.02
estimates,903,2001,15.962
estimates,903,2002,15.949
estimates,903,2003,15.969
estimates,903,2004,16.01
estimates,903,2005,16.065
estimates,903,2006,16.008
estimates,903,2007,15.982
estimates,903,2008,15.977
estimates,903,2009,15.983
estimates,903,2010,15.991
estimates,903,2011,15.955
estimates,903,2012,15.93
estimates,903,2013,15.912
estimates,903,2014,15.897
estimates,903,2015,15.88
medium_variant,903,2015,15.88
medium_variant,903,2016,15.777
medium_variant,903,2017,15.689
medium_variant,903,2018,15.609
medium_variant,903,2019,15.533
medium_variant,903,2020,15.458
medium_variant,903,2021,15.31
medium_variant,903,2022,15.181
medium_variant,903,2023,15.064
medium_variant,903,2024,14.956
medium_variant,903,2025,14.854
medium_variant,903,2026,14.707
medium_variant,903,2027,14.577
medium_variant,903,2028,14.457
medium_variant,903,2029,14.345
medium_variant,903,2030,14.237
medium_variant,903,2031,14.097
medium_variant,903,2032,13.967
medium_variant,903,2033,13.841
medium_variant,903,2034,13.713
