variant,region,year,birthper1000population
estimates,947,1950,47.817
estimates,947,1951,47.791
estimates,947,1952,47.741
estimates,947,1953,47.699
estimates,947,1954,47.663
estimates,947,1955,47.633
estimates,947,1956,47.609
estimates,947,1957,47.589
estimates,947,1958,47.571
estimates,947,1959,47.551
estimates,947,1960,47.524
estimates,947,1961,47.487
estimates,947,1962,47.436
estimates,947,1963,47.371
estimates,947,1964,47.295
estimates,947,1965,47.217
estimates,947,1966,47.149
estimates,947,1967,47.099
estimates,947,1968,47.073
estimates,947,1969,47.071
estimates,947,1970,47.087
estimates,947,1971,47.116
estimates,947,1972,47.145
estimates,947,1973,47.162
estimates,947,1974,47.162
estimates,947,1975,47.14
estimates,947,1976,47.094
estimates,947,1977,47.026
estimates,947,1978,46.939
estimates,947,1979,46.83
estimates,947,1980,46.697
estimates,947,1981,46.537
estimates,947,1982,46.35
estimates,947,1983,46.138
estimates,947,1984,45.902
estimates,947,1985,45.642
estimates,947,1986,45.357
estimates,947,1987,45.053
estimates,947,1988,44.735
estimates,947,1989,44.412
estimates,947,1990,44.093
estimates,947,1991,43.791
estimates,947,1992,43.51
estimates,947,1993,43.254
estimates,947,1994,43.023
estimates,947,1995,42.813
estimates,947,1996,42.618
estimates,947,1997,42.427
estimates,947,1998,42.231
estimates,947,1999,42.025
estimates,947,2000,41.805
estimates,947,2001,41.572
estimates,947,2002,41.33
estimates,947,2003,41.08
estimates,947,2004,40.82
estimates,947,2005,40.547
estimates,947,2006,40.26
estimates,947,2007,39.955
estimates,947,2008,39.632
estimates,947,2009,39.291
estimates,947,2010,38.928
estimates,947,2011,38.544
estimates,947,2012,38.14
estimates,947,2013,37.721
estimates,947,2014,37.289
estimates,947,2015,36.851
medium_variant,947,2015,36.851
medium_variant,947,2016,36.411
medium_variant,947,2017,35.973
medium_variant,947,2018,35.542
medium_variant,947,2019,35.12
medium_variant,947,2020,34.711
medium_variant,947,2021,34.314
medium_variant,947,2022,33.927
medium_variant,947,2023,33.549
medium_variant,947,2024,33.179
medium_variant,947,2025,32.816
medium_variant,947,2026,32.46
medium_variant,947,2027,32.111
medium_variant,947,2028,31.766
medium_variant,947,2029,31.425
medium_variant,947,2030,31.087
medium_variant,947,2031,30.751
medium_variant,947,2032,30.416
medium_variant,947,2033,30.083
medium_variant,947,2034,29.75
medium_variant,947,2035,29.417
medium_variant,947,2036,29.085
medium_variant,947,2037,28.754
medium_variant,947,2038,28.424
medium_variant,947,2039,28.096
medium_variant,947,2040,27.768
medium_variant,947,2041,27.443
medium_variant,947,2042,27.119
medium_variant,947,2043,26.797
medium_variant,947,2044,26.478
medium_variant,947,2045,26.162
medium_variant,947,2046,25.85
medium_variant,947,2047,25.542
medium_variant,947,2048,25.238
medium_variant,947,2049,24.938
medium_variant,947,2050,24.644
medium_variant,947,2051,24.354
medium_variant,947,2052,24.068
medium_variant,947,2053,23.787
medium_variant,947,2054,23.511
medium_variant,947,2055,23.239
medium_variant,947,2056,22.973
medium_variant,947,2057,22.713
medium_variant,947,2058,22.459
medium_variant,947,2059,22.21
medium_variant,947,2060,21.966
medium_variant,947,2061,21.728
medium_variant,947,2062,21.493
medium_variant,947,2063,21.263
medium_variant,947,2064,21.036
medium_variant,947,2065,20.812
medium_variant,947,2066,20.591
medium_variant,947,2067,20.373
medium_variant,947,2068,20.157
medium_variant,947,2069,19.944
medium_variant,947,2070,19.733
medium_variant,947,2071,19.525
medium_variant,947,2072,19.32
medium_variant,947,2073,19.118
medium_variant,947,2074,18.919
medium_variant,947,2075,18.722
medium_variant,947,2076,18.529
medium_variant,947,2077,18.338
medium_variant,947,2078,18.151
medium_variant,947,2079,17.966
medium_variant,947,2080,17.785
medium_variant,947,2081,17.607
medium_variant,947,2082,17.432
medium_variant,947,2083,17.261
medium_variant,947,2084,17.092
medium_variant,947,2085,16.927
medium_variant,947,2086,16.766
medium_variant,947,2087,16.607
medium_variant,947,2088,16.451
medium_variant,947,2089,16.298
medium_variant,947,2090,16.147
medium_variant,947,2091,15.999
medium_variant,947,2092,15.853
medium_variant,947,2093,15.709
medium_variant,947,2094,15.568
medium_variant,947,2095,15.429
medium_variant,947,2096,15.292
medium_variant,947,2097,15.157
medium_variant,947,2098,15.025
medium_variant,947,2099,14.895
