variant,region,year,birthper1000population
estimates,926,1950,17.26
estimates,926,1951,17.235
estimates,926,1952,17.204
estimates,926,1953,17.207
estimates,926,1954,17.244
estimates,926,1955,17.315
estimates,926,1956,17.418
estimates,926,1957,17.546
estimates,926,1958,17.691
estimates,926,1959,17.838
estimates,926,1960,17.968
estimates,926,1961,18.061
estimates,926,1962,18.093
estimates,926,1963,18.047
estimates,926,1964,17.91
estimates,926,1965,17.665
estimates,926,1966,17.303
estimates,926,1967,16.839
estimates,926,1968,16.296
estimates,926,1969,15.697
estimates,926,1970,15.07
estimates,926,1971,14.44
estimates,926,1972,13.835
estimates,926,1973,13.28
estimates,926,1974,12.798
estimates,926,1975,12.41
estimates,926,1976,12.129
estimates,926,1977,11.944
estimates,926,1978,11.84
estimates,926,1979,11.806
estimates,926,1980,11.827
estimates,926,1981,11.887
estimates,926,1982,11.965
estimates,926,1983,12.042
estimates,926,1984,12.101
estimates,926,1985,12.126
estimates,926,1986,12.108
estimates,926,1987,12.052
estimates,926,1988,11.965
estimates,926,1989,11.849
estimates,926,1990,11.716
estimates,926,1991,11.574
estimates,926,1992,11.438
estimates,926,1993,11.315
estimates,926,1994,11.211
estimates,926,1995,11.125
estimates,926,1996,11.053
estimates,926,1997,10.988
estimates,926,1998,10.922
estimates,926,1999,10.853
estimates,926,2000,10.782
estimates,926,2001,10.71
estimates,926,2002,10.64
estimates,926,2003,10.574
estimates,926,2004,10.513
estimates,926,2005,10.458
estimates,926,2006,10.408
estimates,926,2007,10.364
estimates,926,2008,10.324
estimates,926,2009,10.289
estimates,926,2010,10.26
estimates,926,2011,10.238
estimates,926,2012,10.223
estimates,926,2013,10.215
estimates,926,2014,10.213
estimates,926,2015,10.215
medium_variant,926,2015,10.215
medium_variant,926,2016,10.219
medium_variant,926,2017,10.223
medium_variant,926,2018,10.226
medium_variant,926,2019,10.224
medium_variant,926,2020,10.217
medium_variant,926,2021,10.203
medium_variant,926,2022,10.183
medium_variant,926,2023,10.157
medium_variant,926,2024,10.125
medium_variant,926,2025,10.089
medium_variant,926,2026,10.048
medium_variant,926,2027,10.005
medium_variant,926,2028,9.96
medium_variant,926,2029,9.915
medium_variant,926,2030,9.872
medium_variant,926,2031,9.83
medium_variant,926,2032,9.791
medium_variant,926,2033,9.754
medium_variant,926,2034,9.72
medium_variant,926,2035,9.689
medium_variant,926,2036,9.663
medium_variant,926,2037,9.64
medium_variant,926,2038,9.62
medium_variant,926,2039,9.605
medium_variant,926,2040,9.594
medium_variant,926,2041,9.587
medium_variant,926,2042,9.586
medium_variant,926,2043,9.588
medium_variant,926,2044,9.595
medium_variant,926,2045,9.606
medium_variant,926,2046,9.62
medium_variant,926,2047,9.637
medium_variant,926,2048,9.656
medium_variant,926,2049,9.677
medium_variant,926,2050,9.698
medium_variant,926,2051,9.719
medium_variant,926,2052,9.739
medium_variant,926,2053,9.757
medium_variant,926,2054,9.773
medium_variant,926,2055,9.787
medium_variant,926,2056,9.797
medium_variant,926,2057,9.804
medium_variant,926,2058,9.808
medium_variant,926,2059,9.81
medium_variant,926,2060,9.808
medium_variant,926,2061,9.803
medium_variant,926,2062,9.796
medium_variant,926,2063,9.786
medium_variant,926,2064,9.775
medium_variant,926,2065,9.762
medium_variant,926,2066,9.748
medium_variant,926,2067,9.734
medium_variant,926,2068,9.719
medium_variant,926,2069,9.705
medium_variant,926,2070,9.692
medium_variant,926,2071,9.68
medium_variant,926,2072,9.67
medium_variant,926,2073,9.661
medium_variant,926,2074,9.654
medium_variant,926,2075,9.649
medium_variant,926,2076,9.646
medium_variant,926,2077,9.645
medium_variant,926,2078,9.644
medium_variant,926,2079,9.645
medium_variant,926,2080,9.646
medium_variant,926,2081,9.648
medium_variant,926,2082,9.65
medium_variant,926,2083,9.652
medium_variant,926,2084,9.654
medium_variant,926,2085,9.655
medium_variant,926,2086,9.655
medium_variant,926,2087,9.653
medium_variant,926,2088,9.649
medium_variant,926,2089,9.644
medium_variant,926,2090,9.636
medium_variant,926,2091,9.627
medium_variant,926,2092,9.616
medium_variant,926,2093,9.603
medium_variant,926,2094,9.589
medium_variant,926,2095,9.574
medium_variant,926,2096,9.557
medium_variant,926,2097,9.539
medium_variant,926,2098,9.52
medium_variant,926,2099,9.5
