variant,region,year,birthper1000population
estimates,902,1950,45.108
estimates,902,1951,44.664
estimates,902,1952,43.843
estimates,902,1953,43.158
estimates,902,1954,42.608
estimates,902,1955,42.192
estimates,902,1956,41.906
estimates,902,1957,41.741
estimates,902,1958,41.682
estimates,902,1959,41.705
estimates,902,1960,41.778
estimates,902,1961,41.864
estimates,902,1962,41.924
estimates,902,1963,41.918
estimates,902,1964,41.82
estimates,902,1965,41.604
estimates,902,1966,41.261
estimates,902,1967,40.807
estimates,902,1968,40.263
estimates,902,1969,39.638
estimates,902,1970,38.938
estimates,902,1971,38.166
estimates,902,1972,37.339
estimates,902,1973,36.486
estimates,902,1974,35.637
estimates,902,1975,34.833
estimates,902,1976,34.111
estimates,902,1977,33.491
estimates,902,1978,32.984
estimates,902,1979,32.593
estimates,902,1980,32.32
estimates,902,1981,32.159
estimates,902,1982,32.074
estimates,902,1983,32.022
estimates,902,1984,31.965
estimates,902,1985,31.852
estimates,902,1986,31.633
estimates,902,1987,31.29
estimates,902,1988,30.816
estimates,902,1989,30.217
estimates,902,1990,29.512
estimates,902,1991,28.737
estimates,902,1992,27.946
estimates,902,1993,27.183
estimates,902,1994,26.479
estimates,902,1995,25.853
estimates,902,1996,25.314
estimates,902,1997,24.846
estimates,902,1998,24.435
estimates,902,1999,24.077
estimates,902,2000,23.769
estimates,902,2001,23.506
estimates,902,2002,23.277
estimates,902,2003,23.073
estimates,902,2004,22.886
estimates,902,2005,22.707
estimates,902,2006,22.534
estimates,902,2007,22.364
estimates,902,2008,22.196
estimates,902,2009,22.024
estimates,902,2010,21.842
estimates,902,2011,21.648
estimates,902,2012,21.44
estimates,902,2013,21.22
estimates,902,2014,20.988
estimates,902,2015,20.745
medium_variant,902,2015,20.745
medium_variant,902,2016,20.492
medium_variant,902,2017,20.235
medium_variant,902,2018,19.977
medium_variant,902,2019,19.721
medium_variant,902,2020,19.471
medium_variant,902,2021,19.229
medium_variant,902,2022,18.995
medium_variant,902,2023,18.77
medium_variant,902,2024,18.556
medium_variant,902,2025,18.353
medium_variant,902,2026,18.162
medium_variant,902,2027,17.981
medium_variant,902,2028,17.81
medium_variant,902,2029,17.648
medium_variant,902,2030,17.494
medium_variant,902,2031,17.349
medium_variant,902,2032,17.211
medium_variant,902,2033,17.081
medium_variant,902,2034,16.956
medium_variant,902,2035,16.837
medium_variant,902,2036,16.723
medium_variant,902,2037,16.613
medium_variant,902,2038,16.506
medium_variant,902,2039,16.403
medium_variant,902,2040,16.301
medium_variant,902,2041,16.2
medium_variant,902,2042,16.099
medium_variant,902,2043,15.999
medium_variant,902,2044,15.898
medium_variant,902,2045,15.797
medium_variant,902,2046,15.694
medium_variant,902,2047,15.59
medium_variant,902,2048,15.486
medium_variant,902,2049,15.381
medium_variant,902,2050,15.276
medium_variant,902,2051,15.171
medium_variant,902,2052,15.066
medium_variant,902,2053,14.963
medium_variant,902,2054,14.861
medium_variant,902,2055,14.762
medium_variant,902,2056,14.665
medium_variant,902,2057,14.572
medium_variant,902,2058,14.483
medium_variant,902,2059,14.397
medium_variant,902,2060,14.315
medium_variant,902,2061,14.237
medium_variant,902,2062,14.162
medium_variant,902,2063,14.089
medium_variant,902,2064,14.019
medium_variant,902,2065,13.952
medium_variant,902,2066,13.886
medium_variant,902,2067,13.821
medium_variant,902,2068,13.758
medium_variant,902,2069,13.696
medium_variant,902,2070,13.635
medium_variant,902,2071,13.573
medium_variant,902,2072,13.512
medium_variant,902,2073,13.452
medium_variant,902,2074,13.391
medium_variant,902,2075,13.33
medium_variant,902,2076,13.268
medium_variant,902,2077,13.207
medium_variant,902,2078,13.144
medium_variant,902,2079,13.082
medium_variant,902,2080,13.02
medium_variant,902,2081,12.957
medium_variant,902,2082,12.894
medium_variant,902,2083,12.831
medium_variant,902,2084,12.769
medium_variant,902,2085,12.706
medium_variant,902,2086,12.645
medium_variant,902,2087,12.583
medium_variant,902,2088,12.522
medium_variant,902,2089,12.462
medium_variant,902,2090,12.403
medium_variant,902,2091,12.345
medium_variant,902,2092,12.288
medium_variant,902,2093,12.231
medium_variant,902,2094,12.176
medium_variant,902,2095,12.122
medium_variant,902,2096,12.069
medium_variant,902,2097,12.017
medium_variant,902,2098,11.966
medium_variant,902,2099,11.916
