variant,region,year,birthper1000population
estimates,5500,1950,35.115
estimates,5500,1951,35.707
estimates,5500,1952,36.827
estimates,5500,1953,37.823
estimates,5500,1954,38.693
estimates,5500,1955,39.435
estimates,5500,1956,40.04
estimates,5500,1957,40.501
estimates,5500,1958,40.8
estimates,5500,1959,40.905
estimates,5500,1960,40.785
estimates,5500,1961,40.412
estimates,5500,1962,39.777
estimates,5500,1963,38.9
estimates,5500,1964,37.835
estimates,5500,1965,36.677
estimates,5500,1966,35.536
estimates,5500,1967,34.507
estimates,5500,1968,33.662
estimates,5500,1969,33.038
estimates,5500,1970,32.635
estimates,5500,1971,32.415
estimates,5500,1972,32.294
estimates,5500,1973,32.206
estimates,5500,1974,32.13
estimates,5500,1975,32.061
estimates,5500,1976,32.012
estimates,5500,1977,32.008
estimates,5500,1978,32.06
estimates,5500,1979,32.163
estimates,5500,1980,32.313
estimates,5500,1981,32.508
estimates,5500,1982,32.728
estimates,5500,1983,32.942
estimates,5500,1984,33.116
estimates,5500,1985,33.208
estimates,5500,1986,33.177
estimates,5500,1987,33.001
estimates,5500,1988,32.667
estimates,5500,1989,32.165
estimates,5500,1990,31.486
estimates,5500,1991,30.626
estimates,5500,1992,29.622
estimates,5500,1993,28.52
estimates,5500,1994,27.365
estimates,5500,1995,26.202
estimates,5500,1996,25.068
estimates,5500,1997,23.999
estimates,5500,1998,23.035
estimates,5500,1999,22.219
estimates,5500,2000,21.603
estimates,5500,2001,21.231
estimates,5500,2002,21.094
estimates,5500,2003,21.167
estimates,5500,2004,21.423
estimates,5500,2005,21.822
estimates,5500,2006,22.317
estimates,5500,2007,22.845
estimates,5500,2008,23.342
estimates,5500,2009,23.756
estimates,5500,2010,24.041
estimates,5500,2011,24.164
estimates,5500,2012,24.136
estimates,5500,2013,23.973
estimates,5500,2014,23.679
estimates,5500,2015,23.267
medium_variant,5500,2015,23.267
medium_variant,5500,2016,22.756
medium_variant,5500,2017,22.18
medium_variant,5500,2018,21.573
medium_variant,5500,2019,20.961
medium_variant,5500,2020,20.363
medium_variant,5500,2021,19.789
medium_variant,5500,2022,19.239
medium_variant,5500,2023,18.715
medium_variant,5500,2024,18.23
medium_variant,5500,2025,17.792
medium_variant,5500,2026,17.411
medium_variant,5500,2027,17.083
medium_variant,5500,2028,16.807
medium_variant,5500,2029,16.581
medium_variant,5500,2030,16.406
medium_variant,5500,2031,16.278
medium_variant,5500,2032,16.189
medium_variant,5500,2033,16.131
medium_variant,5500,2034,16.094
medium_variant,5500,2035,16.071
medium_variant,5500,2036,16.055
medium_variant,5500,2037,16.042
medium_variant,5500,2038,16.026
medium_variant,5500,2039,16
medium_variant,5500,2040,15.956
medium_variant,5500,2041,15.892
medium_variant,5500,2042,15.805
medium_variant,5500,2043,15.698
medium_variant,5500,2044,15.57
medium_variant,5500,2045,15.42
medium_variant,5500,2046,15.248
medium_variant,5500,2047,15.059
medium_variant,5500,2048,14.858
medium_variant,5500,2049,14.649
medium_variant,5500,2050,14.436
medium_variant,5500,2051,14.222
medium_variant,5500,2052,14.01
medium_variant,5500,2053,13.803
medium_variant,5500,2054,13.605
medium_variant,5500,2055,13.42
medium_variant,5500,2056,13.252
medium_variant,5500,2057,13.1
medium_variant,5500,2058,12.964
medium_variant,5500,2059,12.844
medium_variant,5500,2060,12.742
medium_variant,5500,2061,12.656
medium_variant,5500,2062,12.585
medium_variant,5500,2063,12.526
medium_variant,5500,2064,12.476
medium_variant,5500,2065,12.433
medium_variant,5500,2066,12.397
medium_variant,5500,2067,12.364
medium_variant,5500,2068,12.333
medium_variant,5500,2069,12.302
medium_variant,5500,2070,12.268
medium_variant,5500,2071,12.23
medium_variant,5500,2072,12.186
medium_variant,5500,2073,12.138
medium_variant,5500,2074,12.083
medium_variant,5500,2075,12.022
medium_variant,5500,2076,11.953
medium_variant,5500,2077,11.879
medium_variant,5500,2078,11.8
medium_variant,5500,2079,11.717
medium_variant,5500,2080,11.631
medium_variant,5500,2081,11.543
medium_variant,5500,2082,11.454
medium_variant,5500,2083,11.365
medium_variant,5500,2084,11.277
medium_variant,5500,2085,11.193
medium_variant,5500,2086,11.112
medium_variant,5500,2087,11.035
medium_variant,5500,2088,10.963
medium_variant,5500,2089,10.897
medium_variant,5500,2090,10.836
medium_variant,5500,2091,10.78
medium_variant,5500,2092,10.73
medium_variant,5500,2093,10.686
medium_variant,5500,2094,10.647
medium_variant,5500,2095,10.613
medium_variant,5500,2096,10.584
medium_variant,5500,2097,10.561
medium_variant,5500,2098,10.542
medium_variant,5500,2099,10.528
