variant,region,year,birthper1000population
estimates,954,1950,39.632
estimates,954,1951,39.822
estimates,954,1952,40.192
estimates,954,1953,40.542
estimates,954,1954,40.871
estimates,954,1955,41.179
estimates,954,1956,41.457
estimates,954,1957,41.7
estimates,954,1958,41.891
estimates,954,1959,42.005
estimates,954,1960,42.012
estimates,954,1961,41.883
estimates,954,1962,41.598
estimates,954,1963,41.152
estimates,954,1964,40.564
estimates,954,1965,39.868
estimates,954,1966,39.113
estimates,954,1967,38.357
estimates,954,1968,37.65
estimates,954,1969,37.026
estimates,954,1970,36.51
estimates,954,1971,36.107
estimates,954,1972,35.795
estimates,954,1973,35.549
estimates,954,1974,35.359
estimates,954,1975,35.212
estimates,954,1976,35.096
estimates,954,1977,34.997
estimates,954,1978,34.899
estimates,954,1979,34.789
estimates,954,1980,34.659
estimates,954,1981,34.505
estimates,954,1982,34.33
estimates,954,1983,34.133
estimates,954,1984,33.908
estimates,954,1985,33.642
estimates,954,1986,33.323
estimates,954,1987,32.95
estimates,954,1988,32.527
estimates,954,1989,32.061
estimates,954,1990,31.57
estimates,954,1991,31.078
estimates,954,1992,30.603
estimates,954,1993,30.154
estimates,954,1994,29.732
estimates,954,1995,29.325
estimates,954,1996,28.913
estimates,954,1997,28.472
estimates,954,1998,27.988
estimates,954,1999,27.459
estimates,954,2000,26.887
estimates,954,2001,26.278
estimates,954,2002,25.653
estimates,954,2003,25.031
estimates,954,2004,24.426
estimates,954,2005,23.855
estimates,954,2006,23.327
estimates,954,2007,22.846
estimates,954,2008,22.413
estimates,954,2009,22.028
estimates,954,2010,21.69
estimates,954,2011,21.392
estimates,954,2012,21.125
estimates,954,2013,20.879
estimates,954,2014,20.648
estimates,954,2015,20.431
medium_variant,954,2015,20.431
medium_variant,954,2016,20.226
medium_variant,954,2017,20.037
medium_variant,954,2018,19.863
medium_variant,954,2019,19.703
medium_variant,954,2020,19.553
medium_variant,954,2021,19.414
medium_variant,954,2022,19.283
medium_variant,954,2023,19.157
medium_variant,954,2024,19.033
medium_variant,954,2025,18.908
medium_variant,954,2026,18.78
medium_variant,954,2027,18.649
medium_variant,954,2028,18.512
medium_variant,954,2029,18.37
medium_variant,954,2030,18.22
medium_variant,954,2031,18.063
medium_variant,954,2032,17.899
medium_variant,954,2033,17.731
medium_variant,954,2034,17.558
medium_variant,954,2035,17.382
medium_variant,954,2036,17.204
medium_variant,954,2037,17.026
medium_variant,954,2038,16.847
medium_variant,954,2039,16.669
medium_variant,954,2040,16.493
medium_variant,954,2041,16.319
medium_variant,954,2042,16.145
medium_variant,954,2043,15.974
medium_variant,954,2044,15.805
medium_variant,954,2045,15.64
medium_variant,954,2046,15.481
medium_variant,954,2047,15.328
medium_variant,954,2048,15.183
medium_variant,954,2049,15.045
medium_variant,954,2050,14.917
medium_variant,954,2051,14.797
medium_variant,954,2052,14.686
medium_variant,954,2053,14.582
medium_variant,954,2054,14.484
medium_variant,954,2055,14.392
medium_variant,954,2056,14.304
medium_variant,954,2057,14.22
medium_variant,954,2058,14.138
medium_variant,954,2059,14.057
medium_variant,954,2060,13.976
medium_variant,954,2061,13.894
medium_variant,954,2062,13.811
medium_variant,954,2063,13.727
medium_variant,954,2064,13.642
medium_variant,954,2065,13.554
medium_variant,954,2066,13.463
medium_variant,954,2067,13.37
medium_variant,954,2068,13.275
medium_variant,954,2069,13.178
medium_variant,954,2070,13.08
medium_variant,954,2071,12.981
medium_variant,954,2072,12.882
medium_variant,954,2073,12.783
medium_variant,954,2074,12.686
medium_variant,954,2075,12.59
medium_variant,954,2076,12.497
medium_variant,954,2077,12.406
medium_variant,954,2078,12.317
medium_variant,954,2079,12.23
medium_variant,954,2080,12.147
medium_variant,954,2081,12.067
medium_variant,954,2082,11.99
medium_variant,954,2083,11.916
medium_variant,954,2084,11.846
medium_variant,954,2085,11.779
medium_variant,954,2086,11.715
medium_variant,954,2087,11.655
medium_variant,954,2088,11.597
medium_variant,954,2089,11.543
medium_variant,954,2090,11.492
medium_variant,954,2091,11.443
medium_variant,954,2092,11.396
medium_variant,954,2093,11.351
medium_variant,954,2094,11.308
medium_variant,954,2095,11.266
medium_variant,954,2096,11.226
medium_variant,954,2097,11.188
medium_variant,954,2098,11.151
medium_variant,954,2099,11.116
