variant,region,year,birthper1000population
estimates,1502,1950,43.151
estimates,1502,1951,42.26
estimates,1502,1952,40.618
estimates,1502,1953,39.252
estimates,1502,1954,38.164
estimates,1502,1955,37.351
estimates,1502,1956,36.806
estimates,1502,1957,36.512
estimates,1502,1958,36.442
estimates,1502,1959,36.55
estimates,1502,1960,36.778
estimates,1502,1961,37.061
estimates,1502,1962,37.322
estimates,1502,1963,37.491
estimates,1502,1964,37.512
estimates,1502,1965,37.343
estimates,1502,1966,36.963
estimates,1502,1967,36.402
estimates,1502,1968,35.694
estimates,1502,1969,34.852
estimates,1502,1970,33.881
estimates,1502,1971,32.783
estimates,1502,1972,31.586
estimates,1502,1973,30.338
estimates,1502,1974,29.088
estimates,1502,1975,27.9
estimates,1502,1976,26.837
estimates,1502,1977,25.932
estimates,1502,1978,25.211
estimates,1502,1979,24.689
estimates,1502,1980,24.388
estimates,1502,1981,24.321
estimates,1502,1982,24.436
estimates,1502,1983,24.662
estimates,1502,1984,24.93
estimates,1502,1985,25.134
estimates,1502,1986,25.164
estimates,1502,1987,24.961
estimates,1502,1988,24.498
estimates,1502,1989,23.775
estimates,1502,1990,22.829
estimates,1502,1991,21.731
estimates,1502,1992,20.59
estimates,1502,1993,19.503
estimates,1502,1994,18.525
estimates,1502,1995,17.694
estimates,1502,1996,17.022
estimates,1502,1997,16.478
estimates,1502,1998,16.031
estimates,1502,1999,15.676
estimates,1502,2000,15.404
estimates,1502,2001,15.207
estimates,1502,2002,15.068
estimates,1502,2003,14.973
estimates,1502,2004,14.907
estimates,1502,2005,14.864
estimates,1502,2006,14.842
estimates,1502,2007,14.841
estimates,1502,2008,14.853
estimates,1502,2009,14.867
estimates,1502,2010,14.867
estimates,1502,2011,14.836
estimates,1502,2012,14.768
estimates,1502,2013,14.656
estimates,1502,2014,14.501
estimates,1502,2015,14.302
medium_variant,1502,2015,14.302
medium_variant,1502,2016,14.067
medium_variant,1502,2017,13.809
medium_variant,1502,2018,13.542
medium_variant,1502,2019,13.274
medium_variant,1502,2020,13.013
medium_variant,1502,2021,12.762
medium_variant,1502,2022,12.521
medium_variant,1502,2023,12.292
medium_variant,1502,2024,12.079
medium_variant,1502,2025,11.883
medium_variant,1502,2026,11.706
medium_variant,1502,2027,11.547
medium_variant,1502,2028,11.405
medium_variant,1502,2029,11.28
medium_variant,1502,2030,11.172
medium_variant,1502,2031,11.081
medium_variant,1502,2032,11.006
medium_variant,1502,2033,10.946
medium_variant,1502,2034,10.898
medium_variant,1502,2035,10.86
medium_variant,1502,2036,10.833
medium_variant,1502,2037,10.814
medium_variant,1502,2038,10.8
medium_variant,1502,2039,10.789
medium_variant,1502,2040,10.779
medium_variant,1502,2041,10.767
medium_variant,1502,2042,10.752
medium_variant,1502,2043,10.733
medium_variant,1502,2044,10.709
medium_variant,1502,2045,10.678
medium_variant,1502,2046,10.639
medium_variant,1502,2047,10.594
medium_variant,1502,2048,10.543
medium_variant,1502,2049,10.487
medium_variant,1502,2050,10.426
medium_variant,1502,2051,10.362
medium_variant,1502,2052,10.296
medium_variant,1502,2053,10.229
medium_variant,1502,2054,10.163
medium_variant,1502,2055,10.1
medium_variant,1502,2056,10.042
medium_variant,1502,2057,9.988
medium_variant,1502,2058,9.94
medium_variant,1502,2059,9.898
medium_variant,1502,2060,9.863
medium_variant,1502,2061,9.836
medium_variant,1502,2062,9.816
medium_variant,1502,2063,9.802
medium_variant,1502,2064,9.793
medium_variant,1502,2065,9.79
medium_variant,1502,2066,9.791
medium_variant,1502,2067,9.798
medium_variant,1502,2068,9.807
medium_variant,1502,2069,9.819
medium_variant,1502,2070,9.832
medium_variant,1502,2071,9.846
medium_variant,1502,2072,9.858
medium_variant,1502,2073,9.87
medium_variant,1502,2074,9.879
medium_variant,1502,2075,9.885
medium_variant,1502,2076,9.888
medium_variant,1502,2077,9.887
medium_variant,1502,2078,9.882
medium_variant,1502,2079,9.874
medium_variant,1502,2080,9.862
medium_variant,1502,2081,9.847
medium_variant,1502,2082,9.829
medium_variant,1502,2083,9.809
medium_variant,1502,2084,9.787
medium_variant,1502,2085,9.764
medium_variant,1502,2086,9.74
medium_variant,1502,2087,9.716
medium_variant,1502,2088,9.693
medium_variant,1502,2089,9.67
medium_variant,1502,2090,9.649
medium_variant,1502,2091,9.63
medium_variant,1502,2092,9.613
medium_variant,1502,2093,9.599
medium_variant,1502,2094,9.587
medium_variant,1502,2095,9.577
medium_variant,1502,2096,9.57
medium_variant,1502,2097,9.566
medium_variant,1502,2098,9.564
medium_variant,1502,2099,9.565
