variant,region,year,birthper1000population
estimates,922,1950,46.815
estimates,922,1951,46.592
estimates,922,1952,46.16
estimates,922,1953,45.756
estimates,922,1954,45.38
estimates,922,1955,45.032
estimates,922,1956,44.709
estimates,922,1957,44.409
estimates,922,1958,44.127
estimates,922,1959,43.855
estimates,922,1960,43.583
estimates,922,1961,43.301
estimates,922,1962,42.998
estimates,922,1963,42.67
estimates,922,1964,42.315
estimates,922,1965,41.939
estimates,922,1966,41.552
estimates,922,1967,41.167
estimates,922,1968,40.794
estimates,922,1969,40.435
estimates,922,1970,40.091
estimates,922,1971,39.756
estimates,922,1972,39.423
estimates,922,1973,39.086
estimates,922,1974,38.743
estimates,922,1975,38.401
estimates,922,1976,38.066
estimates,922,1977,37.743
estimates,922,1978,37.43
estimates,922,1979,37.12
estimates,922,1980,36.798
estimates,922,1981,36.448
estimates,922,1982,36.055
estimates,922,1983,35.613
estimates,922,1984,35.119
estimates,922,1985,34.575
estimates,922,1986,33.989
estimates,922,1987,33.377
estimates,922,1988,32.755
estimates,922,1989,32.133
estimates,922,1990,31.521
estimates,922,1991,30.926
estimates,922,1992,30.348
estimates,922,1993,29.789
estimates,922,1994,29.249
estimates,922,1995,28.73
estimates,922,1996,28.225
estimates,922,1997,27.731
estimates,922,1998,27.248
estimates,922,1999,26.777
estimates,922,2000,26.325
estimates,922,2001,25.901
estimates,922,2002,25.511
estimates,922,2003,25.158
estimates,922,2004,24.84
estimates,922,2005,24.558
estimates,922,2006,24.306
estimates,922,2007,24.077
estimates,922,2008,23.858
estimates,922,2009,23.639
estimates,922,2010,23.409
estimates,922,2011,23.155
estimates,922,2012,22.873
estimates,922,2013,22.563
estimates,922,2014,22.226
estimates,922,2015,21.868
medium_variant,922,2015,21.868
medium_variant,922,2016,21.498
medium_variant,922,2017,21.129
medium_variant,922,2018,20.771
medium_variant,922,2019,20.43
medium_variant,922,2020,20.111
medium_variant,922,2021,19.813
medium_variant,922,2022,19.531
medium_variant,922,2023,19.262
medium_variant,922,2024,19.005
medium_variant,922,2025,18.76
medium_variant,922,2026,18.528
medium_variant,922,2027,18.306
medium_variant,922,2028,18.097
medium_variant,922,2029,17.898
medium_variant,922,2030,17.708
medium_variant,922,2031,17.529
medium_variant,922,2032,17.36
medium_variant,922,2033,17.198
medium_variant,922,2034,17.044
medium_variant,922,2035,16.895
medium_variant,922,2036,16.753
medium_variant,922,2037,16.614
medium_variant,922,2038,16.48
medium_variant,922,2039,16.348
medium_variant,922,2040,16.217
medium_variant,922,2041,16.087
medium_variant,922,2042,15.957
medium_variant,922,2043,15.827
medium_variant,922,2044,15.696
medium_variant,922,2045,15.565
medium_variant,922,2046,15.433
medium_variant,922,2047,15.299
medium_variant,922,2048,15.166
medium_variant,922,2049,15.032
medium_variant,922,2050,14.899
medium_variant,922,2051,14.766
medium_variant,922,2052,14.634
medium_variant,922,2053,14.504
medium_variant,922,2054,14.376
medium_variant,922,2055,14.253
medium_variant,922,2056,14.134
medium_variant,922,2057,14.02
medium_variant,922,2058,13.911
medium_variant,922,2059,13.807
medium_variant,922,2060,13.709
medium_variant,922,2061,13.616
medium_variant,922,2062,13.527
medium_variant,922,2063,13.441
medium_variant,922,2064,13.359
medium_variant,922,2065,13.28
medium_variant,922,2066,13.205
medium_variant,922,2067,13.133
medium_variant,922,2068,13.063
medium_variant,922,2069,12.997
medium_variant,922,2070,12.933
medium_variant,922,2071,12.87
medium_variant,922,2072,12.808
medium_variant,922,2073,12.747
medium_variant,922,2074,12.685
medium_variant,922,2075,12.624
medium_variant,922,2076,12.562
medium_variant,922,2077,12.5
medium_variant,922,2078,12.439
medium_variant,922,2079,12.377
medium_variant,922,2080,12.316
medium_variant,922,2081,12.254
medium_variant,922,2082,12.192
medium_variant,922,2083,12.13
medium_variant,922,2084,12.069
medium_variant,922,2085,12.008
medium_variant,922,2086,11.947
medium_variant,922,2087,11.886
medium_variant,922,2088,11.826
medium_variant,922,2089,11.768
medium_variant,922,2090,11.71
medium_variant,922,2091,11.654
medium_variant,922,2092,11.599
medium_variant,922,2093,11.546
medium_variant,922,2094,11.495
medium_variant,922,2095,11.445
medium_variant,922,2096,11.397
medium_variant,922,2097,11.351
medium_variant,922,2098,11.306
medium_variant,922,2099,11.264
