variant,region,year,birthper1000population
estimates,1501,1950,43.214
estimates,1501,1951,43.286
estimates,1501,1952,43.407
estimates,1501,1953,43.483
estimates,1501,1954,43.514
estimates,1501,1955,43.5
estimates,1501,1956,43.441
estimates,1501,1957,43.339
estimates,1501,1958,43.193
estimates,1501,1959,43.007
estimates,1501,1960,42.784
estimates,1501,1961,42.526
estimates,1501,1962,42.24
estimates,1501,1963,41.934
estimates,1501,1964,41.614
estimates,1501,1965,41.29
estimates,1501,1966,40.969
estimates,1501,1967,40.654
estimates,1501,1968,40.348
estimates,1501,1969,40.051
estimates,1501,1970,39.763
estimates,1501,1971,39.478
estimates,1501,1972,39.192
estimates,1501,1973,38.901
estimates,1501,1974,38.605
estimates,1501,1975,38.312
estimates,1501,1976,38.033
estimates,1501,1977,37.772
estimates,1501,1978,37.529
estimates,1501,1979,37.297
estimates,1501,1980,37.062
estimates,1501,1981,36.808
estimates,1501,1982,36.52
estimates,1501,1983,36.186
estimates,1501,1984,35.8
estimates,1501,1985,35.358
estimates,1501,1986,34.862
estimates,1501,1987,34.323
estimates,1501,1988,33.756
estimates,1501,1989,33.171
estimates,1501,1990,32.576
estimates,1501,1991,31.978
estimates,1501,1992,31.384
estimates,1501,1993,30.801
estimates,1501,1994,30.238
estimates,1501,1995,29.704
estimates,1501,1996,29.205
estimates,1501,1997,28.74
estimates,1501,1998,28.31
estimates,1501,1999,27.911
estimates,1501,2000,27.544
estimates,1501,2001,27.203
estimates,1501,2002,26.884
estimates,1501,2003,26.577
estimates,1501,2004,26.278
estimates,1501,2005,25.978
estimates,1501,2006,25.672
estimates,1501,2007,25.36
estimates,1501,2008,25.04
estimates,1501,2009,24.713
estimates,1501,2010,24.38
estimates,1501,2011,24.045
estimates,1501,2012,23.713
estimates,1501,2013,23.388
estimates,1501,2014,23.072
estimates,1501,2015,22.765
medium_variant,1501,2015,22.765
medium_variant,1501,2016,22.466
medium_variant,1501,2017,22.173
medium_variant,1501,2018,21.884
medium_variant,1501,2019,21.598
medium_variant,1501,2020,21.316
medium_variant,1501,2021,21.04
medium_variant,1501,2022,20.769
medium_variant,1501,2023,20.505
medium_variant,1501,2024,20.249
medium_variant,1501,2025,20.001
medium_variant,1501,2026,19.761
medium_variant,1501,2027,19.529
medium_variant,1501,2028,19.305
medium_variant,1501,2029,19.088
medium_variant,1501,2030,18.878
medium_variant,1501,2031,18.675
medium_variant,1501,2032,18.479
medium_variant,1501,2033,18.289
medium_variant,1501,2034,18.105
medium_variant,1501,2035,17.926
medium_variant,1501,2036,17.753
medium_variant,1501,2037,17.585
medium_variant,1501,2038,17.421
medium_variant,1501,2039,17.261
medium_variant,1501,2040,17.105
medium_variant,1501,2041,16.952
medium_variant,1501,2042,16.803
medium_variant,1501,2043,16.656
medium_variant,1501,2044,16.512
medium_variant,1501,2045,16.37
medium_variant,1501,2046,16.23
medium_variant,1501,2047,16.092
medium_variant,1501,2048,15.956
medium_variant,1501,2049,15.821
medium_variant,1501,2050,15.689
medium_variant,1501,2051,15.558
medium_variant,1501,2052,15.429
medium_variant,1501,2053,15.302
medium_variant,1501,2054,15.178
medium_variant,1501,2055,15.057
medium_variant,1501,2056,14.94
medium_variant,1501,2057,14.827
medium_variant,1501,2058,14.718
medium_variant,1501,2059,14.613
medium_variant,1501,2060,14.512
medium_variant,1501,2061,14.415
medium_variant,1501,2062,14.322
medium_variant,1501,2063,14.232
medium_variant,1501,2064,14.144
medium_variant,1501,2065,14.059
medium_variant,1501,2066,13.976
medium_variant,1501,2067,13.896
medium_variant,1501,2068,13.816
medium_variant,1501,2069,13.739
medium_variant,1501,2070,13.662
medium_variant,1501,2071,13.587
medium_variant,1501,2072,13.513
medium_variant,1501,2073,13.44
medium_variant,1501,2074,13.368
medium_variant,1501,2075,13.297
medium_variant,1501,2076,13.227
medium_variant,1501,2077,13.158
medium_variant,1501,2078,13.09
medium_variant,1501,2079,13.023
medium_variant,1501,2080,12.957
medium_variant,1501,2081,12.892
medium_variant,1501,2082,12.827
medium_variant,1501,2083,12.763
medium_variant,1501,2084,12.7
medium_variant,1501,2085,12.638
medium_variant,1501,2086,12.577
medium_variant,1501,2087,12.516
medium_variant,1501,2088,12.456
medium_variant,1501,2089,12.398
medium_variant,1501,2090,12.34
medium_variant,1501,2091,12.283
medium_variant,1501,2092,12.228
medium_variant,1501,2093,12.173
medium_variant,1501,2094,12.12
medium_variant,1501,2095,12.068
medium_variant,1501,2096,12.017
medium_variant,1501,2097,11.967
medium_variant,1501,2098,11.919
medium_variant,1501,2099,11.872
