variant,region,year,birthper1000population
estimates,915,1950,40.825
estimates,915,1951,40.374
estimates,915,1952,39.565
estimates,915,1953,38.943
estimates,915,1954,38.507
estimates,915,1955,38.255
estimates,915,1956,38.173
estimates,915,1957,38.243
estimates,915,1958,38.431
estimates,915,1959,38.676
estimates,915,1960,38.908
estimates,915,1961,39.053
estimates,915,1962,39.037
estimates,915,1963,38.809
estimates,915,1964,38.353
estimates,915,1965,37.687
estimates,915,1966,36.859
estimates,915,1967,35.953
estimates,915,1968,35.041
estimates,915,1969,34.155
estimates,915,1970,33.303
estimates,915,1971,32.468
estimates,915,1972,31.625
estimates,915,1973,30.767
estimates,915,1974,29.918
estimates,915,1975,29.121
estimates,915,1976,28.429
estimates,915,1977,27.878
estimates,915,1978,27.479
estimates,915,1979,27.228
estimates,915,1980,27.1
estimates,915,1981,27.056
estimates,915,1982,27.037
estimates,915,1983,26.992
estimates,915,1984,26.893
estimates,915,1985,26.716
estimates,915,1986,26.454
estimates,915,1987,26.127
estimates,915,1988,25.752
estimates,915,1989,25.338
estimates,915,1990,24.896
estimates,915,1991,24.436
estimates,915,1992,23.971
estimates,915,1993,23.513
estimates,915,1994,23.07
estimates,915,1995,22.646
estimates,915,1996,22.242
estimates,915,1997,21.852
estimates,915,1998,21.474
estimates,915,1999,21.109
estimates,915,2000,20.761
estimates,915,2001,20.432
estimates,915,2002,20.126
estimates,915,2003,19.843
estimates,915,2004,19.58
estimates,915,2005,19.337
estimates,915,2006,19.111
estimates,915,2007,18.897
estimates,915,2008,18.691
estimates,915,2009,18.489
estimates,915,2010,18.287
estimates,915,2011,18.083
estimates,915,2012,17.878
estimates,915,2013,17.67
estimates,915,2014,17.46
estimates,915,2015,17.247
medium_variant,915,2015,17.247
medium_variant,915,2016,17.032
medium_variant,915,2017,16.816
medium_variant,915,2018,16.6
medium_variant,915,2019,16.385
medium_variant,915,2020,16.172
medium_variant,915,2021,15.961
medium_variant,915,2022,15.751
medium_variant,915,2023,15.544
medium_variant,915,2024,15.34
medium_variant,915,2025,15.139
medium_variant,915,2026,14.941
medium_variant,915,2027,14.748
medium_variant,915,2028,14.559
medium_variant,915,2029,14.375
medium_variant,915,2030,14.197
medium_variant,915,2031,14.024
medium_variant,915,2032,13.856
medium_variant,915,2033,13.694
medium_variant,915,2034,13.538
medium_variant,915,2035,13.388
medium_variant,915,2036,13.245
medium_variant,915,2037,13.108
medium_variant,915,2038,12.978
medium_variant,915,2039,12.854
medium_variant,915,2040,12.735
medium_variant,915,2041,12.621
medium_variant,915,2042,12.511
medium_variant,915,2043,12.404
medium_variant,915,2044,12.3
medium_variant,915,2045,12.198
medium_variant,915,2046,12.098
medium_variant,915,2047,12
medium_variant,915,2048,11.904
medium_variant,915,2049,11.811
medium_variant,915,2050,11.719
medium_variant,915,2051,11.629
medium_variant,915,2052,11.541
medium_variant,915,2053,11.453
medium_variant,915,2054,11.368
medium_variant,915,2055,11.284
medium_variant,915,2056,11.201
medium_variant,915,2057,11.122
medium_variant,915,2058,11.044
medium_variant,915,2059,10.97
medium_variant,915,2060,10.898
medium_variant,915,2061,10.83
medium_variant,915,2062,10.765
medium_variant,915,2063,10.703
medium_variant,915,2064,10.644
medium_variant,915,2065,10.587
medium_variant,915,2066,10.534
medium_variant,915,2067,10.483
medium_variant,915,2068,10.434
medium_variant,915,2069,10.387
medium_variant,915,2070,10.342
medium_variant,915,2071,10.3
medium_variant,915,2072,10.259
medium_variant,915,2073,10.219
medium_variant,915,2074,10.181
medium_variant,915,2075,10.145
medium_variant,915,2076,10.109
medium_variant,915,2077,10.074
medium_variant,915,2078,10.041
medium_variant,915,2079,10.008
medium_variant,915,2080,9.976
medium_variant,915,2081,9.944
medium_variant,915,2082,9.913
medium_variant,915,2083,9.884
medium_variant,915,2084,9.855
medium_variant,915,2085,9.826
medium_variant,915,2086,9.799
medium_variant,915,2087,9.772
medium_variant,915,2088,9.746
medium_variant,915,2089,9.721
medium_variant,915,2090,9.696
medium_variant,915,2091,9.672
medium_variant,915,2092,9.649
medium_variant,915,2093,9.626
medium_variant,915,2094,9.605
medium_variant,915,2095,9.584
medium_variant,915,2096,9.564
medium_variant,915,2097,9.545
medium_variant,915,2098,9.527
medium_variant,915,2099,9.51
