variant,region,year,birthper1000population
estimates,927,1950,23.141
estimates,927,1951,23.256
estimates,927,1952,23.454
estimates,927,1953,23.59
estimates,927,1954,23.663
estimates,927,1955,23.673
estimates,927,1956,23.621
estimates,927,1957,23.509
estimates,927,1958,23.341
estimates,927,1959,23.12
estimates,927,1960,22.854
estimates,927,1961,22.551
estimates,927,1962,22.222
estimates,927,1963,21.879
estimates,927,1964,21.535
estimates,927,1965,21.211
estimates,927,1966,20.928
estimates,927,1967,20.686
estimates,927,1968,20.477
estimates,927,1969,20.288
estimates,927,1970,20.078
estimates,927,1971,19.797
estimates,927,1972,19.416
estimates,927,1973,18.927
estimates,927,1974,18.346
estimates,927,1975,17.712
estimates,927,1976,17.088
estimates,927,1977,16.532
estimates,927,1978,16.09
estimates,927,1979,15.778
estimates,927,1980,15.593
estimates,927,1981,15.513
estimates,927,1982,15.491
estimates,927,1983,15.485
estimates,927,1984,15.477
estimates,927,1985,15.456
estimates,927,1986,15.426
estimates,927,1987,15.396
estimates,927,1988,15.368
estimates,927,1989,15.336
estimates,927,1990,15.285
estimates,927,1991,15.2
estimates,927,1992,15.071
estimates,927,1993,14.899
estimates,927,1994,14.687
estimates,927,1995,14.44
estimates,927,1996,14.169
estimates,927,1997,13.892
estimates,927,1998,13.631
estimates,927,1999,13.401
estimates,927,2000,13.229
estimates,927,2001,13.137
estimates,927,2002,13.128
estimates,927,2003,13.193
estimates,927,2004,13.32
estimates,927,2005,13.48
estimates,927,2006,13.639
estimates,927,2007,13.763
estimates,927,2008,13.829
estimates,927,2009,13.827
estimates,927,2010,13.759
estimates,927,2011,13.64
estimates,927,2012,13.498
estimates,927,2013,13.355
estimates,927,2014,13.222
estimates,927,2015,13.102
medium_variant,927,2015,13.102
medium_variant,927,2016,12.994
medium_variant,927,2017,12.89
medium_variant,927,2018,12.782
medium_variant,927,2019,12.671
medium_variant,927,2020,12.554
medium_variant,927,2021,12.433
medium_variant,927,2022,12.307
medium_variant,927,2023,12.179
medium_variant,927,2024,12.05
medium_variant,927,2025,11.922
medium_variant,927,2026,11.796
medium_variant,927,2027,11.674
medium_variant,927,2028,11.558
medium_variant,927,2029,11.45
medium_variant,927,2030,11.353
medium_variant,927,2031,11.269
medium_variant,927,2032,11.198
medium_variant,927,2033,11.142
medium_variant,927,2034,11.099
medium_variant,927,2035,11.069
medium_variant,927,2036,11.053
medium_variant,927,2037,11.047
medium_variant,927,2038,11.049
medium_variant,927,2039,11.057
medium_variant,927,2040,11.068
medium_variant,927,2041,11.081
medium_variant,927,2042,11.095
medium_variant,927,2043,11.108
medium_variant,927,2044,11.118
medium_variant,927,2045,11.123
medium_variant,927,2046,11.122
medium_variant,927,2047,11.116
medium_variant,927,2048,11.104
medium_variant,927,2049,11.086
medium_variant,927,2050,11.061
medium_variant,927,2051,11.031
medium_variant,927,2052,10.995
medium_variant,927,2053,10.955
medium_variant,927,2054,10.911
medium_variant,927,2055,10.866
medium_variant,927,2056,10.819
medium_variant,927,2057,10.77
medium_variant,927,2058,10.722
medium_variant,927,2059,10.675
medium_variant,927,2060,10.63
medium_variant,927,2061,10.587
medium_variant,927,2062,10.547
medium_variant,927,2063,10.509
medium_variant,927,2064,10.475
medium_variant,927,2065,10.445
medium_variant,927,2066,10.419
medium_variant,927,2067,10.397
medium_variant,927,2068,10.379
medium_variant,927,2069,10.364
medium_variant,927,2070,10.353
medium_variant,927,2071,10.343
medium_variant,927,2072,10.335
medium_variant,927,2073,10.327
medium_variant,927,2074,10.32
medium_variant,927,2075,10.312
medium_variant,927,2076,10.303
medium_variant,927,2077,10.293
medium_variant,927,2078,10.282
medium_variant,927,2079,10.269
medium_variant,927,2080,10.254
medium_variant,927,2081,10.237
medium_variant,927,2082,10.218
medium_variant,927,2083,10.196
medium_variant,927,2084,10.173
medium_variant,927,2085,10.147
medium_variant,927,2086,10.118
medium_variant,927,2087,10.089
medium_variant,927,2088,10.058
medium_variant,927,2089,10.026
medium_variant,927,2090,9.995
medium_variant,927,2091,9.963
medium_variant,927,2092,9.932
medium_variant,927,2093,9.902
medium_variant,927,2094,9.873
medium_variant,927,2095,9.844
medium_variant,927,2096,9.817
medium_variant,927,2097,9.791
medium_variant,927,2098,9.766
medium_variant,927,2099,9.742
