variant,region,year,birthper1000population
estimates,924,1950,16.525
estimates,924,1951,16.478
estimates,924,1952,16.412
estimates,924,1953,16.401
estimates,924,1954,16.445
estimates,924,1955,16.543
estimates,924,1956,16.691
estimates,924,1957,16.883
estimates,924,1958,17.107
estimates,924,1959,17.342
estimates,924,1960,17.564
estimates,924,1961,17.747
estimates,924,1962,17.863
estimates,924,1963,17.889
estimates,924,1964,17.814
estimates,924,1965,17.626
estimates,924,1966,17.327
estimates,924,1967,16.938
estimates,924,1968,16.488
estimates,924,1969,15.997
estimates,924,1970,15.486
estimates,924,1971,14.973
estimates,924,1972,14.475
estimates,924,1973,14.008
estimates,924,1974,13.594
estimates,924,1975,13.25
estimates,924,1976,12.99
estimates,924,1977,12.811
estimates,924,1978,12.706
estimates,924,1979,12.671
estimates,924,1980,12.703
estimates,924,1981,12.794
estimates,924,1982,12.93
estimates,924,1983,13.09
estimates,924,1984,13.256
estimates,924,1985,13.408
estimates,924,1986,13.53
estimates,924,1987,13.615
estimates,924,1988,13.655
estimates,924,1989,13.646
estimates,924,1990,13.583
estimates,924,1991,13.466
estimates,924,1992,13.306
estimates,924,1993,13.117
estimates,924,1994,12.908
estimates,924,1995,12.686
estimates,924,1996,12.453
estimates,924,1997,12.217
estimates,924,1998,11.988
estimates,924,1999,11.782
estimates,924,2000,11.622
estimates,924,2001,11.533
estimates,924,2002,11.521
estimates,924,2003,11.583
estimates,924,2004,11.709
estimates,924,2005,11.877
estimates,924,2006,12.054
estimates,924,2007,12.21
estimates,924,2008,12.32
estimates,924,2009,12.375
estimates,924,2010,12.374
estimates,924,2011,12.328
estimates,924,2012,12.261
estimates,924,2013,12.193
estimates,924,2014,12.129
estimates,924,2015,12.074
medium_variant,924,2015,12.074
medium_variant,924,2016,12.025
medium_variant,924,2017,11.976
medium_variant,924,2018,11.922
medium_variant,924,2019,11.861
medium_variant,924,2020,11.791
medium_variant,924,2021,11.711
medium_variant,924,2022,11.621
medium_variant,924,2023,11.524
medium_variant,924,2024,11.422
medium_variant,924,2025,11.317
medium_variant,924,2026,11.212
medium_variant,924,2027,11.112
medium_variant,924,2028,11.019
medium_variant,924,2029,10.936
medium_variant,924,2030,10.867
medium_variant,924,2031,10.814
medium_variant,924,2032,10.777
medium_variant,924,2033,10.753
medium_variant,924,2034,10.744
medium_variant,924,2035,10.746
medium_variant,924,2036,10.76
medium_variant,924,2037,10.783
medium_variant,924,2038,10.81
medium_variant,924,2039,10.839
medium_variant,924,2040,10.867
medium_variant,924,2041,10.892
medium_variant,924,2042,10.912
medium_variant,924,2043,10.928
medium_variant,924,2044,10.938
medium_variant,924,2045,10.94
medium_variant,924,2046,10.934
medium_variant,924,2047,10.921
medium_variant,924,2048,10.903
medium_variant,924,2049,10.879
medium_variant,924,2050,10.85
medium_variant,924,2051,10.817
medium_variant,924,2052,10.781
medium_variant,924,2053,10.741
medium_variant,924,2054,10.7
medium_variant,924,2055,10.658
medium_variant,924,2056,10.616
medium_variant,924,2057,10.575
medium_variant,924,2058,10.536
medium_variant,924,2059,10.499
medium_variant,924,2060,10.465
medium_variant,924,2061,10.436
medium_variant,924,2062,10.411
medium_variant,924,2063,10.39
medium_variant,924,2064,10.374
medium_variant,924,2065,10.361
medium_variant,924,2066,10.354
medium_variant,924,2067,10.349
medium_variant,924,2068,10.348
medium_variant,924,2069,10.348
medium_variant,924,2070,10.35
medium_variant,924,2071,10.352
medium_variant,924,2072,10.354
medium_variant,924,2073,10.355
medium_variant,924,2074,10.355
medium_variant,924,2075,10.352
medium_variant,924,2076,10.347
medium_variant,924,2077,10.34
medium_variant,924,2078,10.329
medium_variant,924,2079,10.316
medium_variant,924,2080,10.299
medium_variant,924,2081,10.279
medium_variant,924,2082,10.257
medium_variant,924,2083,10.232
medium_variant,924,2084,10.205
medium_variant,924,2085,10.177
medium_variant,924,2086,10.147
medium_variant,924,2087,10.117
medium_variant,924,2088,10.086
medium_variant,924,2089,10.056
medium_variant,924,2090,10.026
medium_variant,924,2091,9.997
medium_variant,924,2092,9.97
medium_variant,924,2093,9.945
medium_variant,924,2094,9.921
medium_variant,924,2095,9.899
medium_variant,924,2096,9.879
medium_variant,924,2097,9.861
medium_variant,924,2098,9.844
medium_variant,924,2099,9.83
