variant,region,year,birthper1000population
estimates,931,1950,41.754
estimates,931,1951,41.619
estimates,931,1952,41.363
estimates,931,1953,41.135
estimates,931,1954,40.935
estimates,931,1955,40.762
estimates,931,1956,40.612
estimates,931,1957,40.48
estimates,931,1958,40.354
estimates,931,1959,40.217
estimates,931,1960,40.047
estimates,931,1961,39.822
estimates,931,1962,39.52
estimates,931,1963,39.127
estimates,931,1964,38.643
estimates,931,1965,38.065
estimates,931,1966,37.401
estimates,931,1967,36.678
estimates,931,1968,35.932
estimates,931,1969,35.191
estimates,931,1970,34.495
estimates,931,1971,33.884
estimates,931,1972,33.372
estimates,931,1973,32.961
estimates,931,1974,32.647
estimates,931,1975,32.411
estimates,931,1976,32.225
estimates,931,1977,32.046
estimates,931,1978,31.838
estimates,931,1979,31.579
estimates,931,1980,31.251
estimates,931,1981,30.848
estimates,931,1982,30.384
estimates,931,1983,29.873
estimates,931,1984,29.324
estimates,931,1985,28.745
estimates,931,1986,28.148
estimates,931,1987,27.544
estimates,931,1988,26.944
estimates,931,1989,26.36
estimates,931,1990,25.799
estimates,931,1991,25.268
estimates,931,1992,24.763
estimates,931,1993,24.28
estimates,931,1994,23.817
estimates,931,1995,23.368
estimates,931,1996,22.925
estimates,931,1997,22.482
estimates,931,1998,22.034
estimates,931,1999,21.58
estimates,931,2000,21.119
estimates,931,2001,20.654
estimates,931,2002,20.191
estimates,931,2003,19.738
estimates,931,2004,19.301
estimates,931,2005,18.889
estimates,931,2006,18.508
estimates,931,2007,18.163
estimates,931,2008,17.851
estimates,931,2009,17.571
estimates,931,2010,17.317
estimates,931,2011,17.082
estimates,931,2012,16.854
estimates,931,2013,16.627
estimates,931,2014,16.396
estimates,931,2015,16.158
medium_variant,931,2015,16.158
medium_variant,931,2016,15.913
medium_variant,931,2017,15.666
medium_variant,931,2018,15.421
medium_variant,931,2019,15.181
medium_variant,931,2020,14.945
medium_variant,931,2021,14.714
medium_variant,931,2022,14.49
medium_variant,931,2023,14.272
medium_variant,931,2024,14.061
medium_variant,931,2025,13.858
medium_variant,931,2026,13.662
medium_variant,931,2027,13.474
medium_variant,931,2028,13.293
medium_variant,931,2029,13.118
medium_variant,931,2030,12.951
medium_variant,931,2031,12.79
medium_variant,931,2032,12.636
medium_variant,931,2033,12.487
medium_variant,931,2034,12.345
medium_variant,931,2035,12.208
medium_variant,931,2036,12.076
medium_variant,931,2037,11.95
medium_variant,931,2038,11.829
medium_variant,931,2039,11.713
medium_variant,931,2040,11.602
medium_variant,931,2041,11.496
medium_variant,931,2042,11.394
medium_variant,931,2043,11.296
medium_variant,931,2044,11.201
medium_variant,931,2045,11.11
medium_variant,931,2046,11.022
medium_variant,931,2047,10.935
medium_variant,931,2048,10.851
medium_variant,931,2049,10.769
medium_variant,931,2050,10.688
medium_variant,931,2051,10.609
medium_variant,931,2052,10.532
medium_variant,931,2053,10.458
medium_variant,931,2054,10.385
medium_variant,931,2055,10.315
medium_variant,931,2056,10.248
medium_variant,931,2057,10.183
medium_variant,931,2058,10.121
medium_variant,931,2059,10.062
medium_variant,931,2060,10.005
medium_variant,931,2061,9.951
medium_variant,931,2062,9.9
medium_variant,931,2063,9.851
medium_variant,931,2064,9.805
medium_variant,931,2065,9.761
medium_variant,931,2066,9.719
medium_variant,931,2067,9.68
medium_variant,931,2068,9.644
medium_variant,931,2069,9.61
medium_variant,931,2070,9.578
medium_variant,931,2071,9.548
medium_variant,931,2072,9.521
medium_variant,931,2073,9.494
medium_variant,931,2074,9.469
medium_variant,931,2075,9.446
medium_variant,931,2076,9.423
medium_variant,931,2077,9.401
medium_variant,931,2078,9.381
medium_variant,931,2079,9.361
medium_variant,931,2080,9.341
medium_variant,931,2081,9.323
medium_variant,931,2082,9.305
medium_variant,931,2083,9.287
medium_variant,931,2084,9.271
medium_variant,931,2085,9.255
medium_variant,931,2086,9.239
medium_variant,931,2087,9.225
medium_variant,931,2088,9.211
medium_variant,931,2089,9.198
medium_variant,931,2090,9.186
medium_variant,931,2091,9.174
medium_variant,931,2092,9.163
medium_variant,931,2093,9.153
medium_variant,931,2094,9.143
medium_variant,931,2095,9.134
medium_variant,931,2096,9.126
medium_variant,931,2097,9.117
medium_variant,931,2098,9.11
medium_variant,931,2099,9.103
