variant,region,year,birthper1000population
estimates,1500,1950,46.114
estimates,1500,1951,46.366
estimates,1500,1952,46.825
estimates,1500,1953,47.195
estimates,1500,1954,47.475
estimates,1500,1955,47.667
estimates,1500,1956,47.774
estimates,1500,1957,47.802
estimates,1500,1958,47.762
estimates,1500,1959,47.672
estimates,1500,1960,47.553
estimates,1500,1961,47.428
estimates,1500,1962,47.321
estimates,1500,1963,47.247
estimates,1500,1964,47.213
estimates,1500,1965,47.215
estimates,1500,1966,47.237
estimates,1500,1967,47.256
estimates,1500,1968,47.252
estimates,1500,1969,47.217
estimates,1500,1970,47.143
estimates,1500,1971,47.028
estimates,1500,1972,46.881
estimates,1500,1973,46.713
estimates,1500,1974,46.533
estimates,1500,1975,46.358
estimates,1500,1976,46.204
estimates,1500,1977,46.079
estimates,1500,1978,45.988
estimates,1500,1979,45.927
estimates,1500,1980,45.885
estimates,1500,1981,45.846
estimates,1500,1982,45.791
estimates,1500,1983,45.706
estimates,1500,1984,45.585
estimates,1500,1985,45.428
estimates,1500,1986,45.24
estimates,1500,1987,45.034
estimates,1500,1988,44.822
estimates,1500,1989,44.607
estimates,1500,1990,44.397
estimates,1500,1991,44.194
estimates,1500,1992,43.997
estimates,1500,1993,43.802
estimates,1500,1994,43.606
estimates,1500,1995,43.403
estimates,1500,1996,43.184
estimates,1500,1997,42.945
estimates,1500,1998,42.681
estimates,1500,1999,42.391
estimates,1500,2000,42.077
estimates,1500,2001,41.743
estimates,1500,2002,41.397
estimates,1500,2003,41.042
estimates,1500,2004,40.68
estimates,1500,2005,40.311
estimates,1500,2006,39.93
estimates,1500,2007,39.534
estimates,1500,2008,39.122
estimates,1500,2009,38.695
estimates,1500,2010,38.258
estimates,1500,2011,37.815
estimates,1500,2012,37.37
estimates,1500,2013,36.928
estimates,1500,2014,36.493
estimates,1500,2015,36.066
medium_variant,1500,2015,36.066
medium_variant,1500,2016,35.646
medium_variant,1500,2017,35.233
medium_variant,1500,2018,34.825
medium_variant,1500,2019,34.421
medium_variant,1500,2020,34.022
medium_variant,1500,2021,33.629
medium_variant,1500,2022,33.241
medium_variant,1500,2023,32.859
medium_variant,1500,2024,32.481
medium_variant,1500,2025,32.109
medium_variant,1500,2026,31.741
medium_variant,1500,2027,31.377
medium_variant,1500,2028,31.016
medium_variant,1500,2029,30.659
medium_variant,1500,2030,30.304
medium_variant,1500,2031,29.951
medium_variant,1500,2032,29.6
medium_variant,1500,2033,29.251
medium_variant,1500,2034,28.904
medium_variant,1500,2035,28.559
medium_variant,1500,2036,28.217
medium_variant,1500,2037,27.878
medium_variant,1500,2038,27.541
medium_variant,1500,2039,27.208
medium_variant,1500,2040,26.879
medium_variant,1500,2041,26.553
medium_variant,1500,2042,26.23
medium_variant,1500,2043,25.91
medium_variant,1500,2044,25.594
medium_variant,1500,2045,25.282
medium_variant,1500,2046,24.975
medium_variant,1500,2047,24.672
medium_variant,1500,2048,24.374
medium_variant,1500,2049,24.082
medium_variant,1500,2050,23.795
medium_variant,1500,2051,23.512
medium_variant,1500,2052,23.235
medium_variant,1500,2053,22.963
medium_variant,1500,2054,22.695
medium_variant,1500,2055,22.432
medium_variant,1500,2056,22.174
medium_variant,1500,2057,21.921
medium_variant,1500,2058,21.673
medium_variant,1500,2059,21.43
medium_variant,1500,2060,21.191
medium_variant,1500,2061,20.956
medium_variant,1500,2062,20.726
medium_variant,1500,2063,20.499
medium_variant,1500,2064,20.275
medium_variant,1500,2065,20.054
medium_variant,1500,2066,19.837
medium_variant,1500,2067,19.623
medium_variant,1500,2068,19.412
medium_variant,1500,2069,19.205
medium_variant,1500,2070,19
medium_variant,1500,2071,18.799
medium_variant,1500,2072,18.601
medium_variant,1500,2073,18.406
medium_variant,1500,2074,18.214
medium_variant,1500,2075,18.026
medium_variant,1500,2076,17.84
medium_variant,1500,2077,17.657
medium_variant,1500,2078,17.478
medium_variant,1500,2079,17.302
medium_variant,1500,2080,17.128
medium_variant,1500,2081,16.958
medium_variant,1500,2082,16.791
medium_variant,1500,2083,16.627
medium_variant,1500,2084,16.466
medium_variant,1500,2085,16.308
medium_variant,1500,2086,16.153
medium_variant,1500,2087,16.002
medium_variant,1500,2088,15.853
medium_variant,1500,2089,15.707
medium_variant,1500,2090,15.563
medium_variant,1500,2091,15.422
medium_variant,1500,2092,15.284
medium_variant,1500,2093,15.148
medium_variant,1500,2094,15.013
medium_variant,1500,2095,14.882
medium_variant,1500,2096,14.752
medium_variant,1500,2097,14.624
medium_variant,1500,2098,14.499
medium_variant,1500,2099,14.375
