variant,region,year,birthper1000population
estimates,920,1950,42.874
estimates,920,1951,43.131
estimates,920,1952,43.594
estimates,920,1953,43.955
estimates,920,1954,44.214
estimates,920,1955,44.37
estimates,920,1956,44.426
estimates,920,1957,44.384
estimates,920,1958,44.249
estimates,920,1959,44.028
estimates,920,1960,43.732
estimates,920,1961,43.371
estimates,920,1962,42.961
estimates,920,1963,42.512
estimates,920,1964,42.037
estimates,920,1965,41.542
estimates,920,1966,41.027
estimates,920,1967,40.489
estimates,920,1968,39.928
estimates,920,1969,39.347
estimates,920,1970,38.752
estimates,920,1971,38.144
estimates,920,1972,37.526
estimates,920,1973,36.905
estimates,920,1974,36.287
estimates,920,1975,35.684
estimates,920,1976,35.107
estimates,920,1977,34.559
estimates,920,1978,34.038
estimates,920,1979,33.539
estimates,920,1980,33.047
estimates,920,1981,32.543
estimates,920,1982,32.012
estimates,920,1983,31.446
estimates,920,1984,30.843
estimates,920,1985,30.213
estimates,920,1986,29.569
estimates,920,1987,28.931
estimates,920,1988,28.311
estimates,920,1989,27.713
estimates,920,1990,27.127
estimates,920,1991,26.536
estimates,920,1992,25.927
estimates,920,1993,25.3
estimates,920,1994,24.662
estimates,920,1995,24.038
estimates,920,1996,23.456
estimates,920,1997,22.94
estimates,920,1998,22.507
estimates,920,1999,22.156
estimates,920,2000,21.881
estimates,920,2001,21.664
estimates,920,2002,21.476
estimates,920,2003,21.294
estimates,920,2004,21.104
estimates,920,2005,20.902
estimates,920,2006,20.687
estimates,920,2007,20.469
estimates,920,2008,20.254
estimates,920,2009,20.039
estimates,920,2010,19.821
estimates,920,2011,19.595
estimates,920,2012,19.358
estimates,920,2013,19.108
estimates,920,2014,18.847
estimates,920,2015,18.579
medium_variant,920,2015,18.579
medium_variant,920,2016,18.307
medium_variant,920,2017,18.038
medium_variant,920,2018,17.775
medium_variant,920,2019,17.523
medium_variant,920,2020,17.28
medium_variant,920,2021,17.046
medium_variant,920,2022,16.818
medium_variant,920,2023,16.594
medium_variant,920,2024,16.373
medium_variant,920,2025,16.156
medium_variant,920,2026,15.944
medium_variant,920,2027,15.738
medium_variant,920,2028,15.541
medium_variant,920,2029,15.351
medium_variant,920,2030,15.171
medium_variant,920,2031,15
medium_variant,920,2032,14.838
medium_variant,920,2033,14.685
medium_variant,920,2034,14.54
medium_variant,920,2035,14.402
medium_variant,920,2036,14.271
medium_variant,920,2037,14.146
medium_variant,920,2038,14.027
medium_variant,920,2039,13.912
medium_variant,920,2040,13.8
medium_variant,920,2041,13.691
medium_variant,920,2042,13.586
medium_variant,920,2043,13.482
medium_variant,920,2044,13.381
medium_variant,920,2045,13.281
medium_variant,920,2046,13.182
medium_variant,920,2047,13.084
medium_variant,920,2048,12.987
medium_variant,920,2049,12.891
medium_variant,920,2050,12.795
medium_variant,920,2051,12.7
medium_variant,920,2052,12.606
medium_variant,920,2053,12.514
medium_variant,920,2054,12.423
medium_variant,920,2055,12.334
medium_variant,920,2056,12.247
medium_variant,920,2057,12.163
medium_variant,920,2058,12.081
medium_variant,920,2059,12.001
medium_variant,920,2060,11.925
medium_variant,920,2061,11.853
medium_variant,920,2062,11.783
medium_variant,920,2063,11.717
medium_variant,920,2064,11.654
medium_variant,920,2065,11.595
medium_variant,920,2066,11.538
medium_variant,920,2067,11.484
medium_variant,920,2068,11.433
medium_variant,920,2069,11.383
medium_variant,920,2070,11.336
medium_variant,920,2071,11.29
medium_variant,920,2072,11.246
medium_variant,920,2073,11.204
medium_variant,920,2074,11.162
medium_variant,920,2075,11.122
medium_variant,920,2076,11.083
medium_variant,920,2077,11.044
medium_variant,920,2078,11.006
medium_variant,920,2079,10.968
medium_variant,920,2080,10.931
medium_variant,920,2081,10.894
medium_variant,920,2082,10.857
medium_variant,920,2083,10.82
medium_variant,920,2084,10.783
medium_variant,920,2085,10.746
medium_variant,920,2086,10.71
medium_variant,920,2087,10.674
medium_variant,920,2088,10.639
medium_variant,920,2089,10.604
medium_variant,920,2090,10.571
medium_variant,920,2091,10.538
medium_variant,920,2092,10.506
medium_variant,920,2093,10.475
medium_variant,920,2094,10.446
medium_variant,920,2095,10.417
medium_variant,920,2096,10.39
medium_variant,920,2097,10.364
medium_variant,920,2098,10.339
medium_variant,920,2099,10.315
