variant,region,year,birthper1000population
estimates,1503,1950,22.63
estimates,1503,1951,22.602
estimates,1503,1952,22.54
estimates,1503,1953,22.461
estimates,1503,1954,22.368
estimates,1503,1955,22.259
estimates,1503,1956,22.133
estimates,1503,1957,21.989
estimates,1503,1958,21.824
estimates,1503,1959,21.633
estimates,1503,1960,21.411
estimates,1503,1961,21.154
estimates,1503,1962,20.858
estimates,1503,1963,20.525
estimates,1503,1964,20.16
estimates,1503,1965,19.774
estimates,1503,1966,19.38
estimates,1503,1967,18.99
estimates,1503,1968,18.615
estimates,1503,1969,18.259
estimates,1503,1970,17.92
estimates,1503,1971,17.59
estimates,1503,1972,17.261
estimates,1503,1973,16.928
estimates,1503,1974,16.596
estimates,1503,1975,16.274
estimates,1503,1976,15.975
estimates,1503,1977,15.712
estimates,1503,1978,15.487
estimates,1503,1979,15.303
estimates,1503,1980,15.152
estimates,1503,1981,15.025
estimates,1503,1982,14.908
estimates,1503,1983,14.789
estimates,1503,1984,14.662
estimates,1503,1985,14.528
estimates,1503,1986,14.389
estimates,1503,1987,14.251
estimates,1503,1988,14.118
estimates,1503,1989,13.988
estimates,1503,1990,13.854
estimates,1503,1991,13.709
estimates,1503,1992,13.547
estimates,1503,1993,13.367
estimates,1503,1994,13.17
estimates,1503,1995,12.963
estimates,1503,1996,12.753
estimates,1503,1997,12.549
estimates,1503,1998,12.36
estimates,1503,1999,12.193
estimates,1503,2000,12.055
estimates,1503,2001,11.953
estimates,1503,2002,11.884
estimates,1503,2003,11.84
estimates,1503,2004,11.816
estimates,1503,2005,11.799
estimates,1503,2006,11.776
estimates,1503,2007,11.735
estimates,1503,2008,11.672
estimates,1503,2009,11.584
estimates,1503,2010,11.478
estimates,1503,2011,11.364
estimates,1503,2012,11.256
estimates,1503,2013,11.163
estimates,1503,2014,11.089
estimates,1503,2015,11.034
medium_variant,1503,2015,11.034
medium_variant,1503,2016,10.994
medium_variant,1503,2017,10.96
medium_variant,1503,2018,10.925
medium_variant,1503,2019,10.887
medium_variant,1503,2020,10.843
medium_variant,1503,2021,10.793
medium_variant,1503,2022,10.74
medium_variant,1503,2023,10.684
medium_variant,1503,2024,10.627
medium_variant,1503,2025,10.569
medium_variant,1503,2026,10.51
medium_variant,1503,2027,10.452
medium_variant,1503,2028,10.395
medium_variant,1503,2029,10.34
medium_variant,1503,2030,10.288
medium_variant,1503,2031,10.24
medium_variant,1503,2032,10.196
medium_variant,1503,2033,10.156
medium_variant,1503,2034,10.121
medium_variant,1503,2035,10.091
medium_variant,1503,2036,10.066
medium_variant,1503,2037,10.046
medium_variant,1503,2038,10.03
medium_variant,1503,2039,10.018
medium_variant,1503,2040,10.009
medium_variant,1503,2041,10.003
medium_variant,1503,2042,10
medium_variant,1503,2043,9.999
medium_variant,1503,2044,10
medium_variant,1503,2045,10.002
medium_variant,1503,2046,10.004
medium_variant,1503,2047,10.008
medium_variant,1503,2048,10.012
medium_variant,1503,2049,10.016
medium_variant,1503,2050,10.02
medium_variant,1503,2051,10.023
medium_variant,1503,2052,10.025
medium_variant,1503,2053,10.025
medium_variant,1503,2054,10.024
medium_variant,1503,2055,10.02
medium_variant,1503,2056,10.015
medium_variant,1503,2057,10.009
medium_variant,1503,2058,10.001
medium_variant,1503,2059,9.992
medium_variant,1503,2060,9.983
medium_variant,1503,2061,9.973
medium_variant,1503,2062,9.963
medium_variant,1503,2063,9.952
medium_variant,1503,2064,9.942
medium_variant,1503,2065,9.933
medium_variant,1503,2066,9.924
medium_variant,1503,2067,9.916
medium_variant,1503,2068,9.908
medium_variant,1503,2069,9.902
medium_variant,1503,2070,9.897
medium_variant,1503,2071,9.893
medium_variant,1503,2072,9.89
medium_variant,1503,2073,9.889
medium_variant,1503,2074,9.888
medium_variant,1503,2075,9.889
medium_variant,1503,2076,9.889
medium_variant,1503,2077,9.89
medium_variant,1503,2078,9.891
medium_variant,1503,2079,9.891
medium_variant,1503,2080,9.891
medium_variant,1503,2081,9.89
medium_variant,1503,2082,9.888
medium_variant,1503,2083,9.886
medium_variant,1503,2084,9.882
medium_variant,1503,2085,9.877
medium_variant,1503,2086,9.871
medium_variant,1503,2087,9.864
medium_variant,1503,2088,9.856
medium_variant,1503,2089,9.847
medium_variant,1503,2090,9.837
medium_variant,1503,2091,9.825
medium_variant,1503,2092,9.813
medium_variant,1503,2093,9.801
medium_variant,1503,2094,9.787
medium_variant,1503,2095,9.773
medium_variant,1503,2096,9.758
medium_variant,1503,2097,9.743
medium_variant,1503,2098,9.726
medium_variant,1503,2099,9.71
