variant,region,year,birthper1000population
estimates,912,1950,50.553
estimates,912,1951,50.483
estimates,912,1952,50.331
estimates,912,1953,50.155
estimates,912,1954,49.955
estimates,912,1955,49.732
estimates,912,1956,49.485
estimates,912,1957,49.215
estimates,912,1958,48.921
estimates,912,1959,48.603
estimates,912,1960,48.262
estimates,912,1961,47.898
estimates,912,1962,47.513
estimates,912,1963,47.107
estimates,912,1964,46.684
estimates,912,1965,46.244
estimates,912,1966,45.784
estimates,912,1967,45.307
estimates,912,1968,44.819
estimates,912,1969,44.327
estimates,912,1970,43.844
estimates,912,1971,43.384
estimates,912,1972,42.955
estimates,912,1973,42.558
estimates,912,1974,42.193
estimates,912,1975,41.858
estimates,912,1976,41.548
estimates,912,1977,41.249
estimates,912,1978,40.944
estimates,912,1979,40.618
estimates,912,1980,40.257
estimates,912,1981,39.851
estimates,912,1982,39.393
estimates,912,1983,38.878
estimates,912,1984,38.297
estimates,912,1985,37.637
estimates,912,1986,36.888
estimates,912,1987,36.055
estimates,912,1988,35.15
estimates,912,1989,34.188
estimates,912,1990,33.181
estimates,912,1991,32.141
estimates,912,1992,31.092
estimates,912,1993,30.062
estimates,912,1994,29.079
estimates,912,1995,28.178
estimates,912,1996,27.387
estimates,912,1997,26.714
estimates,912,1998,26.165
estimates,912,1999,25.743
estimates,912,2000,25.443
estimates,912,2001,25.251
estimates,912,2002,25.142
estimates,912,2003,25.095
estimates,912,2004,25.099
estimates,912,2005,25.165
estimates,912,2006,25.315
estimates,912,2007,25.554
estimates,912,2008,25.866
estimates,912,2009,26.214
estimates,912,2010,26.534
estimates,912,2011,26.755
estimates,912,2012,26.827
estimates,912,2013,26.722
estimates,912,2014,26.434
estimates,912,2015,25.979
medium_variant,912,2015,25.979
medium_variant,912,2016,25.398
medium_variant,912,2017,24.758
medium_variant,912,2018,24.119
medium_variant,912,2019,23.514
medium_variant,912,2020,22.964
medium_variant,912,2021,22.473
medium_variant,912,2022,22.024
medium_variant,912,2023,21.605
medium_variant,912,2024,21.219
medium_variant,912,2025,20.87
medium_variant,912,2026,20.562
medium_variant,912,2027,20.291
medium_variant,912,2028,20.057
medium_variant,912,2029,19.856
medium_variant,912,2030,19.685
medium_variant,912,2031,19.543
medium_variant,912,2032,19.424
medium_variant,912,2033,19.321
medium_variant,912,2034,19.227
medium_variant,912,2035,19.136
medium_variant,912,2036,19.042
medium_variant,912,2037,18.943
medium_variant,912,2038,18.835
medium_variant,912,2039,18.717
medium_variant,912,2040,18.585
medium_variant,912,2041,18.44
medium_variant,912,2042,18.284
medium_variant,912,2043,18.121
medium_variant,912,2044,17.95
medium_variant,912,2045,17.773
medium_variant,912,2046,17.591
medium_variant,912,2047,17.403
medium_variant,912,2048,17.212
medium_variant,912,2049,17.02
medium_variant,912,2050,16.828
medium_variant,912,2051,16.638
medium_variant,912,2052,16.451
medium_variant,912,2053,16.269
medium_variant,912,2054,16.093
medium_variant,912,2055,15.926
medium_variant,912,2056,15.768
medium_variant,912,2057,15.62
medium_variant,912,2058,15.481
medium_variant,912,2059,15.352
medium_variant,912,2060,15.231
medium_variant,912,2061,15.118
medium_variant,912,2062,15.011
medium_variant,912,2063,14.909
medium_variant,912,2064,14.81
medium_variant,912,2065,14.714
medium_variant,912,2066,14.62
medium_variant,912,2067,14.527
medium_variant,912,2068,14.436
medium_variant,912,2069,14.345
medium_variant,912,2070,14.254
medium_variant,912,2071,14.163
medium_variant,912,2072,14.07
medium_variant,912,2073,13.978
medium_variant,912,2074,13.884
medium_variant,912,2075,13.79
medium_variant,912,2076,13.695
medium_variant,912,2077,13.599
medium_variant,912,2078,13.504
medium_variant,912,2079,13.409
medium_variant,912,2080,13.315
medium_variant,912,2081,13.221
medium_variant,912,2082,13.128
medium_variant,912,2083,13.037
medium_variant,912,2084,12.946
medium_variant,912,2085,12.858
medium_variant,912,2086,12.77
medium_variant,912,2087,12.684
medium_variant,912,2088,12.6
medium_variant,912,2089,12.518
medium_variant,912,2090,12.438
medium_variant,912,2091,12.36
medium_variant,912,2092,12.284
medium_variant,912,2093,12.211
medium_variant,912,2094,12.141
medium_variant,912,2095,12.073
medium_variant,912,2096,12.008
medium_variant,912,2097,11.946
medium_variant,912,2098,11.886
medium_variant,912,2099,11.829
