variant,region,year,birthper1000population
estimates,906,1950,43.695
estimates,906,1951,42.435
estimates,906,1952,40.118
estimates,906,1953,38.207
estimates,906,1954,36.703
estimates,906,1955,35.602
estimates,906,1956,34.897
estimates,906,1957,34.565
estimates,906,1958,34.57
estimates,906,1959,34.855
estimates,906,1960,35.341
estimates,906,1961,35.942
estimates,906,1962,36.552
estimates,906,1963,37.067
estimates,906,1964,37.401
estimates,906,1965,37.476
estimates,906,1966,37.247
estimates,906,1967,36.741
estimates,906,1968,35.988
estimates,906,1969,35
estimates,906,1970,33.773
estimates,906,1971,32.307
estimates,906,1972,30.655
estimates,906,1973,28.893
estimates,906,1974,27.104
estimates,906,1975,25.389
estimates,906,1976,23.847
estimates,906,1977,22.537
estimates,906,1978,21.505
estimates,906,1979,20.782
estimates,906,1980,20.41
estimates,906,1981,20.405
estimates,906,1982,20.694
estimates,906,1983,21.171
estimates,906,1984,21.739
estimates,906,1985,22.253
estimates,906,1986,22.561
estimates,906,1987,22.576
estimates,906,1988,22.251
estimates,906,1989,21.578
estimates,906,1990,20.596
estimates,906,1991,19.392
estimates,906,1992,18.11
estimates,906,1993,16.879
estimates,906,1994,15.767
estimates,906,1995,14.829
estimates,906,1996,14.082
estimates,906,1997,13.491
estimates,906,1998,13.019
estimates,906,1999,12.662
estimates,906,2000,12.408
estimates,906,2001,12.243
estimates,906,2002,12.146
estimates,906,2003,12.095
estimates,906,2004,12.072
estimates,906,2005,12.066
estimates,906,2006,12.076
estimates,906,2007,12.101
estimates,906,2008,12.137
estimates,906,2009,12.173
estimates,906,2010,12.193
estimates,906,2011,12.185
estimates,906,2012,12.143
estimates,906,2013,12.064
estimates,906,2014,11.944
estimates,906,2015,11.786
medium_variant,906,2015,11.786
medium_variant,906,2016,11.592
medium_variant,906,2017,11.375
medium_variant,906,2018,11.146
medium_variant,906,2019,10.914
medium_variant,906,2020,10.687
medium_variant,906,2021,10.469
medium_variant,906,2022,10.263
medium_variant,906,2023,10.07
medium_variant,906,2024,9.893
medium_variant,906,2025,9.736
medium_variant,906,2026,9.599
medium_variant,906,2027,9.479
medium_variant,906,2028,9.374
medium_variant,906,2029,9.283
medium_variant,906,2030,9.206
medium_variant,906,2031,9.143
medium_variant,906,2032,9.094
medium_variant,906,2033,9.056
medium_variant,906,2034,9.028
medium_variant,906,2035,9.009
medium_variant,906,2036,9
medium_variant,906,2037,8.997
medium_variant,906,2038,9.001
medium_variant,906,2039,9.008
medium_variant,906,2040,9.017
medium_variant,906,2041,9.026
medium_variant,906,2042,9.033
medium_variant,906,2043,9.038
medium_variant,906,2044,9.039
medium_variant,906,2045,9.034
medium_variant,906,2046,9.022
medium_variant,906,2047,9.005
medium_variant,906,2048,8.983
medium_variant,906,2049,8.956
medium_variant,906,2050,8.924
medium_variant,906,2051,8.89
medium_variant,906,2052,8.853
medium_variant,906,2053,8.815
medium_variant,906,2054,8.778
medium_variant,906,2055,8.744
medium_variant,906,2056,8.713
medium_variant,906,2057,8.686
medium_variant,906,2058,8.663
medium_variant,906,2059,8.647
medium_variant,906,2060,8.636
medium_variant,906,2061,8.632
medium_variant,906,2062,8.635
medium_variant,906,2063,8.642
medium_variant,906,2064,8.654
medium_variant,906,2065,8.671
medium_variant,906,2066,8.693
medium_variant,906,2067,8.718
medium_variant,906,2068,8.745
medium_variant,906,2069,8.775
medium_variant,906,2070,8.805
medium_variant,906,2071,8.835
medium_variant,906,2072,8.864
medium_variant,906,2073,8.892
medium_variant,906,2074,8.917
medium_variant,906,2075,8.94
medium_variant,906,2076,8.959
medium_variant,906,2077,8.974
medium_variant,906,2078,8.987
medium_variant,906,2079,8.996
medium_variant,906,2080,9.001
medium_variant,906,2081,9.003
medium_variant,906,2082,9.002
medium_variant,906,2083,8.999
medium_variant,906,2084,8.993
medium_variant,906,2085,8.987
medium_variant,906,2086,8.979
medium_variant,906,2087,8.97
medium_variant,906,2088,8.961
medium_variant,906,2089,8.953
medium_variant,906,2090,8.946
medium_variant,906,2091,8.939
medium_variant,906,2092,8.935
medium_variant,906,2093,8.932
medium_variant,906,2094,8.931
medium_variant,906,2095,8.931
medium_variant,906,2096,8.934
medium_variant,906,2097,8.938
medium_variant,906,2098,8.945
medium_variant,906,2099,8.953
