variant,continent,year,oldagedependencyratio2569
estimates,909,1950,9.294
estimates,909,1951,9.45
estimates,909,1952,9.566
estimates,909,1953,9.646
estimates,909,1954,9.699
estimates,909,1955,9.731
estimates,909,1956,9.948
estimates,909,1957,10.137
estimates,909,1958,10.291
estimates,909,1959,10.4
estimates,909,1960,10.46
estimates,909,1961,10.616
estimates,909,1962,10.714
estimates,909,1963,10.761
estimates,909,1964,10.768
estimates,909,1965,10.743
estimates,909,1966,10.768
estimates,909,1967,10.747
estimates,909,1968,10.683
estimates,909,1969,10.576
estimates,909,1970,10.433
estimates,909,1971,10.52
estimates,909,1972,10.567
estimates,909,1973,10.596
estimates,909,1974,10.622
estimates,909,1975,10.65
estimates,909,1976,10.823
estimates,909,1977,10.975
estimates,909,1978,11.112
estimates,909,1979,11.239
estimates,909,1980,11.359
estimates,909,1981,11.561
estimates,909,1982,11.748
estimates,909,1983,11.913
estimates,909,1984,12.044
estimates,909,1985,12.138
estimates,909,1986,12.244
estimates,909,1987,12.31
estimates,909,1988,12.358
estimates,909,1989,12.418
estimates,909,1990,12.507
estimates,909,1991,12.707
estimates,909,1992,12.918
estimates,909,1993,13.127
estimates,909,1994,13.311
estimates,909,1995,13.461
estimates,909,1996,13.624
estimates,909,1997,13.756
estimates,909,1998,13.861
estimates,909,1999,13.946
estimates,909,2000,14.016
estimates,909,2001,14.099
estimates,909,2002,14.161
estimates,909,2003,14.216
estimates,909,2004,14.271
estimates,909,2005,14.331
estimates,909,2006,14.405
estimates,909,2007,14.484
estimates,909,2008,14.568
estimates,909,2009,14.659
estimates,909,2010,14.767
estimates,909,2011,14.914
estimates,909,2012,15.075
estimates,909,2013,15.275
estimates,909,2014,15.536
estimates,909,2015,15.863
medium_variant,909,2015,15.863
medium_variant,909,2016,16.266
medium_variant,909,2017,16.729
medium_variant,909,2018,17.224
medium_variant,909,2019,17.712
medium_variant,909,2020,18.174
medium_variant,909,2021,18.622
medium_variant,909,2022,19.056
medium_variant,909,2023,19.489
medium_variant,909,2024,19.942
medium_variant,909,2025,20.426
medium_variant,909,2026,20.906
medium_variant,909,2027,21.41
medium_variant,909,2028,21.933
medium_variant,909,2029,22.465
medium_variant,909,2030,22.996
medium_variant,909,2031,23.462
medium_variant,909,2032,23.93
medium_variant,909,2033,24.385
medium_variant,909,2034,24.81
medium_variant,909,2035,25.2
medium_variant,909,2036,25.479
medium_variant,909,2037,25.721
medium_variant,909,2038,25.957
medium_variant,909,2039,26.215
medium_variant,909,2040,26.5
medium_variant,909,2041,26.725
medium_variant,909,2042,27
medium_variant,909,2043,27.283
medium_variant,909,2044,27.526
medium_variant,909,2045,27.713
medium_variant,909,2046,27.791
medium_variant,909,2047,27.831
