variant,continent,year,oldagedependencyratio2569
estimates,903,1950,4.776
estimates,903,1951,4.821
estimates,903,1952,4.818
estimates,903,1953,4.771
estimates,903,1954,4.684
estimates,903,1955,4.561
estimates,903,1956,4.635
estimates,903,1957,4.669
estimates,903,1958,4.668
estimates,903,1959,4.633
estimates,903,1960,4.569
estimates,903,1961,4.665
estimates,903,1962,4.727
estimates,903,1963,4.756
estimates,903,1964,4.756
estimates,903,1965,4.732
estimates,903,1966,4.836
estimates,903,1967,4.905
estimates,903,1968,4.941
estimates,903,1969,4.943
estimates,903,1970,4.914
estimates,903,1971,5.013
estimates,903,1972,5.075
estimates,903,1973,5.104
estimates,903,1974,5.105
estimates,903,1975,5.081
estimates,903,1976,5.176
estimates,903,1977,5.238
estimates,903,1978,5.269
estimates,903,1979,5.268
estimates,903,1980,5.242
estimates,903,1981,5.313
estimates,903,1982,5.351
estimates,903,1983,5.362
estimates,903,1984,5.349
estimates,903,1985,5.317
estimates,903,1986,5.387
estimates,903,1987,5.43
estimates,903,1988,5.448
estimates,903,1989,5.448
estimates,903,1990,5.433
estimates,903,1991,5.504
estimates,903,1992,5.55
estimates,903,1993,5.573
estimates,903,1994,5.574
estimates,903,1995,5.558
estimates,903,1996,5.638
estimates,903,1997,5.689
estimates,903,1998,5.713
estimates,903,1999,5.718
estimates,903,2000,5.707
estimates,903,2001,5.786
estimates,903,2002,5.839
estimates,903,2003,5.865
estimates,903,2004,5.864
estimates,903,2005,5.838
estimates,903,2006,5.891
estimates,903,2007,5.915
estimates,903,2008,5.915
estimates,903,2009,5.895
estimates,903,2010,5.86
estimates,903,2011,5.861
estimates,903,2012,5.84
estimates,903,2013,5.804
estimates,903,2014,5.761
estimates,903,2015,5.715
medium_variant,903,2015,5.715
medium_variant,903,2016,5.746
medium_variant,903,2017,5.765
medium_variant,903,2018,5.775
medium_variant,903,2019,5.777
medium_variant,903,2020,5.775
medium_variant,903,2021,5.843
medium_variant,903,2022,5.897
medium_variant,903,2023,5.94
medium_variant,903,2024,5.976
medium_variant,903,2025,6.007
medium_variant,903,2026,6.094
medium_variant,903,2027,6.167
medium_variant,903,2028,6.228
medium_variant,903,2029,6.278
medium_variant,903,2030,6.32
medium_variant,903,2031,6.41
medium_variant,903,2032,6.484
medium_variant,903,2033,6.545
medium_variant,903,2034,6.594
medium_variant,903,2035,6.633
medium_variant,903,2036,6.713
medium_variant,903,2037,6.778
medium_variant,903,2038,6.833
medium_variant,903,2039,6.885
medium_variant,903,2040,6.938
medium_variant,903,2041,7.038
medium_variant,903,2042,7.13
medium_variant,903,2043,7.22
medium_variant,903,2044,7.314
medium_variant,903,2045,7.415
medium_variant,903,2046,7.564
medium_variant,903,2047,7.709
medium_variant,903,2048,7.854
medium_variant,903,2049,8.004
medium_variant,903,2050,8.161
medium_variant,903,2051,8.36
medium_variant,903,2052,8.554
medium_variant,903,2053,8.746
medium_variant,903,2054,8.933
medium_variant,903,2055,9.119
medium_variant,903,2056,9.332
medium_variant,903,2057,9.533
medium_variant,903,2058,9.724
medium_variant,903,2059,9.905
medium_variant,903,2060,10.077
medium_variant,903,2061,10.268
medium_variant,903,2062,10.443
medium_variant,903,2063,10.606
