variant,continent,year,oldagedependencyratio2569
estimates,935,1950,5.445
estimates,935,1951,5.52
estimates,935,1952,5.54
estimates,935,1953,5.502
estimates,935,1954,5.412
estimates,935,1955,5.271
estimates,935,1956,5.336
estimates,935,1957,5.349
estimates,935,1958,5.309
estimates,935,1959,5.212
estimates,935,1960,5.059
estimates,935,1961,5.142
estimates,935,1962,5.173
estimates,935,1963,5.157
estimates,935,1964,5.102
estimates,935,1965,5.014
estimates,935,1966,5.157
estimates,935,1967,5.277
estimates,935,1968,5.376
estimates,935,1969,5.452
estimates,935,1970,5.505
estimates,935,1971,5.664
estimates,935,1972,5.795
estimates,935,1973,5.895
estimates,935,1974,5.962
estimates,935,1975,5.999
estimates,935,1976,6.129
estimates,935,1977,6.22
estimates,935,1978,6.28
estimates,935,1979,6.32
estimates,935,1980,6.348
estimates,935,1981,6.468
estimates,935,1982,6.565
estimates,935,1983,6.64
estimates,935,1984,6.688
estimates,935,1985,6.711
estimates,935,1986,6.806
estimates,935,1987,6.871
estimates,935,1988,6.909
estimates,935,1989,6.921
estimates,935,1990,6.913
estimates,935,1991,6.984
estimates,935,1992,7.026
estimates,935,1993,7.05
estimates,935,1994,7.068
estimates,935,1995,7.088
estimates,935,1996,7.194
estimates,935,1997,7.288
estimates,935,1998,7.374
estimates,935,1999,7.457
estimates,935,2000,7.542
estimates,935,2001,7.71
estimates,935,2002,7.869
estimates,935,2003,8.016
estimates,935,2004,8.145
estimates,935,2005,8.255
estimates,935,2006,8.414
estimates,935,2007,8.55
estimates,935,2008,8.663
estimates,935,2009,8.745
estimates,935,2010,8.798
estimates,935,2011,8.887
estimates,935,2012,8.947
estimates,935,2013,8.994
estimates,935,2014,9.048
estimates,935,2015,9.124
medium_variant,935,2015,9.124
medium_variant,935,2016,9.286
medium_variant,935,2017,9.456
medium_variant,935,2018,9.646
medium_variant,935,2019,9.876
medium_variant,935,2020,10.154
medium_variant,935,2021,10.537
medium_variant,935,2022,10.955
medium_variant,935,2023,11.388
medium_variant,935,2024,11.81
medium_variant,935,2025,12.205
medium_variant,935,2026,12.631
medium_variant,935,2027,13.031
medium_variant,935,2028,13.423
medium_variant,935,2029,13.83
medium_variant,935,2030,14.269
medium_variant,935,2031,14.771
medium_variant,935,2032,15.286
medium_variant,935,2033,15.819
medium_variant,935,2034,16.375
medium_variant,935,2035,16.957
medium_variant,935,2036,17.595
medium_variant,935,2037,18.242
medium_variant,935,2038,18.889
