variant,continent,year,oldagedependencyratio2569
estimates,904,1950,5.484
estimates,904,1951,5.504
estimates,904,1952,5.505
estimates,904,1953,5.492
estimates,904,1954,5.468
estimates,904,1955,5.438
estimates,904,1956,5.544
estimates,904,1957,5.637
estimates,904,1958,5.712
estimates,904,1959,5.768
estimates,904,1960,5.805
estimates,904,1961,5.921
estimates,904,1962,6.013
estimates,904,1963,6.087
estimates,904,1964,6.153
estimates,904,1965,6.216
estimates,904,1966,6.355
estimates,904,1967,6.477
estimates,904,1968,6.581
estimates,904,1969,6.665
estimates,904,1970,6.73
estimates,904,1971,6.853
estimates,904,1972,6.949
estimates,904,1973,7.019
estimates,904,1974,7.067
estimates,904,1975,7.095
estimates,904,1976,7.191
estimates,904,1977,7.258
estimates,904,1978,7.3
estimates,904,1979,7.327
estimates,904,1980,7.343
estimates,904,1981,7.42
estimates,904,1982,7.478
estimates,904,1983,7.513
estimates,904,1984,7.519
estimates,904,1985,7.499
estimates,904,1986,7.527
estimates,904,1987,7.523
estimates,904,1988,7.501
estimates,904,1989,7.477
estimates,904,1990,7.46
estimates,904,1991,7.522
estimates,904,1992,7.579
estimates,904,1993,7.632
estimates,904,1994,7.68
estimates,904,1995,7.724
estimates,904,1996,7.85
estimates,904,1997,7.97
estimates,904,1998,8.083
estimates,904,1999,8.184
estimates,904,2000,8.272
estimates,904,2001,8.397
estimates,904,2002,8.506
estimates,904,2003,8.604
estimates,904,2004,8.698
estimates,904,2005,8.792
estimates,904,2006,8.907
estimates,904,2007,9.018
estimates,904,2008,9.126
estimates,904,2009,9.232
estimates,904,2010,9.339
estimates,904,2011,9.469
estimates,904,2012,9.599
estimates,904,2013,9.736
estimates,904,2014,9.884
estimates,904,2015,10.048
medium_variant,904,2015,10.048
medium_variant,904,2016,10.242
medium_variant,904,2017,10.449
medium_variant,904,2018,10.676
medium_variant,904,2019,10.928
medium_variant,904,2020,11.21
medium_variant,904,2021,11.525
medium_variant,904,2022,11.867
medium_variant,904,2023,12.231
medium_variant,904,2024,12.611
medium_variant,904,2025,13.004
medium_variant,904,2026,13.407
medium_variant,904,2027,13.82
medium_variant,904,2028,14.254
medium_variant,904,2029,14.719
medium_variant,904,2030,15.221
medium_variant,904,2031,15.734
medium_variant,904,2032,16.28
medium_variant,904,2033,16.851
medium_variant,904,2034,17.436
medium_variant,904,2035,18.028
medium_variant,904,2036,18.59
medium_variant,904,2037,19.159
medium_variant,904,2038,19.737
medium_variant,904,2039,20.327
medium_variant,904,2040,20.934
medium_variant,904,2041,21.5
medium_variant,904,2042,22.078
medium_variant,904,2043,22.68
medium_variant,904,2044,23.314
medium_variant,904,2045,23.986
medium_variant,904,2046,24.621
medium_variant,904,2047,25.294
medium_variant,904,2048,26.003
medium_variant,904,2049,26.743
medium_variant,904,2050,27.514
medium_variant,904,2051,28.231
medium_variant,904,2052,28.98
medium_variant,904,2053,29.761
medium_variant,904,2054,30.57
medium_variant,904,2055,31.399
medium_variant,904,2056,32.132
medium_variant,904,2057,32.892
medium_variant,904,2058,33.676
medium_variant,904,2059,34.48
medium_variant,904,2060,35.304
medium_variant,904,2061,36.009
medium_variant,904,2062,36.738
medium_variant,904,2063,37.497
medium_variant,904,2064,38.291
medium_variant,904,2065,39.122
medium_variant,904,2066,39.817
medium_variant,904,2067,40.552
medium_variant,904,2068,41.325
medium_variant,904,2069,42.125
medium_variant,904,2070,42.942
medium_variant,904,2071,43.576
medium_variant,904,2072,44.237
medium_variant,904,2073,44.921
medium_variant,904,2074,45.615
medium_variant,904,2075,46.312
medium_variant,904,2076,46.798
medium_variant,904,2077,47.303
medium_variant,904,2078,47.836
medium_variant,904,2079,48.404
medium_variant,904,2080,49.012
medium_variant,904,2081,49.421
medium_variant,904,2082,49.887
medium_variant,904,2083,50.406
medium_variant,904,2084,50.965
medium_variant,904,2085,51.559
medium_variant,904,2086,51.927
medium_variant,904,2087,52.347
medium_variant,904,2088,52.818
medium_variant,904,2089,53.337
medium_variant,904,2090,53.893
medium_variant,904,2091,54.194
medium_variant,904,2092,54.554
medium_variant,904,2093,54.968
medium_variant,904,2094,55.424
medium_variant,904,2095,55.916
medium_variant,904,2096,56.142
