continent,variant,freq,year,lifeexpectancyat80
909,estimates,5yearly,1950,5.96168480503267
909,estimates,5yearly,1955,6.15176168243891
909,estimates,5yearly,1960,6.31251750581979
909,estimates,5yearly,1965,6.38866081180859
909,estimates,5yearly,1970,6.59001741972691
909,estimates,5yearly,1975,7.11191371524911
909,estimates,5yearly,1980,7.41701234315926
909,estimates,5yearly,1985,7.57799347585935
909,estimates,5yearly,1990,8.0105560056965
909,estimates,5yearly,1995,8.31518129192057
909,estimates,5yearly,2000,8.74022105697356
909,estimates,5yearly,2005,9.11801211446028
909,estimates,5yearly,2010,9.40995935288392
909,medium_variant,5yearly,2015,9.59747770815531
909,medium_variant,5yearly,2020,9.8650613705136
909,medium_variant,5yearly,2025,10.108515181553
909,medium_variant,5yearly,2030,10.3559139895973
909,medium_variant,5yearly,2035,10.5879971179481
909,medium_variant,5yearly,2040,10.8262197129605
909,medium_variant,5yearly,2045,11.0453748184053
909,medium_variant,5yearly,2050,11.2555225672633
909,medium_variant,5yearly,2055,11.4851664324129
909,medium_variant,5yearly,2060,11.7243210344702
909,medium_variant,5yearly,2065,11.9784252576846
909,medium_variant,5yearly,2070,12.2508275881921
909,medium_variant,5yearly,2075,12.4769632432405
909,medium_variant,5yearly,2080,12.7073301229899
909,medium_variant,5yearly,2085,12.9479690548189
909,medium_variant,5yearly,2090,13.2411342009396
909,medium_variant,5yearly,2095,13.5769289672305
