continent,variant,freq,year,lifeexpectancyat80
935,estimates,5yearly,1950,4.58635750452827
935,estimates,5yearly,1955,4.44156186891232
935,estimates,5yearly,1960,4.87213070677781
935,estimates,5yearly,1965,5.40341965303845
935,estimates,5yearly,1970,5.50718517446778
935,estimates,5yearly,1975,5.67818070942819
935,estimates,5yearly,1980,5.86808545920489
935,estimates,5yearly,1985,6.08261928557236
935,estimates,5yearly,1990,6.36696932886534
935,estimates,5yearly,1995,6.63213325923142
935,estimates,5yearly,2000,6.95262006597637
935,estimates,5yearly,2005,7.23337179392691
935,estimates,5yearly,2010,7.4908884093587
935,medium_variant,5yearly,2015,7.72362320073099
935,medium_variant,5yearly,2020,7.94727601679354
935,medium_variant,5yearly,2025,8.14523679010669
935,medium_variant,5yearly,2030,8.34477156125214
935,medium_variant,5yearly,2035,8.52845267313023
935,medium_variant,5yearly,2040,8.72812582423242
935,medium_variant,5yearly,2045,8.96656554875315
935,medium_variant,5yearly,2050,9.18868087450107
935,medium_variant,5yearly,2055,9.41859377188799
935,medium_variant,5yearly,2060,9.64224974841838
935,medium_variant,5yearly,2065,9.84554740293697
935,medium_variant,5yearly,2070,10.0277340413956
935,medium_variant,5yearly,2075,10.1861214223581
935,medium_variant,5yearly,2080,10.3437249407043
935,medium_variant,5yearly,2085,10.5286540351759
935,medium_variant,5yearly,2090,10.747289301589
935,medium_variant,5yearly,2095,10.9773101222439
