continent,variant,freq,year,lifeexpectancyat80
908,estimates,5yearly,1950,5.65675221550787
908,estimates,5yearly,1955,5.83846429574969
908,estimates,5yearly,1960,6.00566500000007
908,estimates,5yearly,1965,6.15780636127621
908,estimates,5yearly,1970,6.29221010503295
908,estimates,5yearly,1975,6.49439416290506
908,estimates,5yearly,1980,6.69030432276247
908,estimates,5yearly,1985,6.9760158368598
908,estimates,5yearly,1990,7.21618564924167
908,estimates,5yearly,1995,7.42753457072715
908,estimates,5yearly,2000,7.74276671034416
908,estimates,5yearly,2005,8.15318344413564
908,estimates,5yearly,2010,8.54854574805659
908,medium_variant,5yearly,2015,8.84787869800288
908,medium_variant,5yearly,2020,9.15576541908793
908,medium_variant,5yearly,2025,9.4398045497445
908,medium_variant,5yearly,2030,9.71461632702915
908,medium_variant,5yearly,2035,9.96149144284723
908,medium_variant,5yearly,2040,10.2409852664461
908,medium_variant,5yearly,2045,10.5670166496797
908,medium_variant,5yearly,2050,10.8688212085553
908,medium_variant,5yearly,2055,11.1157915274021
908,medium_variant,5yearly,2060,11.3063511867148
908,medium_variant,5yearly,2065,11.5288695886255
908,medium_variant,5yearly,2070,11.798418844811
908,medium_variant,5yearly,2075,12.1520135545707
908,medium_variant,5yearly,2080,12.5183764257602
908,medium_variant,5yearly,2085,12.8846986205433
908,medium_variant,5yearly,2090,13.1368702904272
908,medium_variant,5yearly,2095,13.3869388409259
